,orig_gene,proc_gene
6386,icmt,icmt
6387,icn,icn
6388,icn2,icn2
6389,id1,id1
6390,id2a,id2a
6391,id2b,id2b
6392,id3,id3
6393,id4,id4
6394,ide,ide
6395,idh1,idh1
6396,idh2,idh2
6397,idh3a,idh3a
6398,idh3b,idh3b
6399,idh3g,idh3g
6400,idi1,idi1
6401,ids,ids
6402,idua,idua
6403,ier2a,ier2a
6404,ier2b,ier2b
6405,ier3ip1,ier3ip1
6406,ier5,ier5
6407,ier5l,ier5l
6408,iffo1b,iffo1b
6409,ifi30,ifi30
6410,ifi35,ifi35
6411,ifih1,ifih1
6412,ifit11,ifit11
6413,ifitm1,ifitm1
6414,ifnphi3,ifnphi3
6415,ifrd1,ifrd1
6416,ifrd2,ifrd2
6417,ift140,ift140
6418,ift172,ift172
6419,ift20,ift20
6420,ift22,ift22
6421,ift27,ift27
6422,ift46,ift46
6423,ift52,ift52
6424,ift57,ift57
6425,ift74,ift74
6426,ift80,ift80
6427,ift81,ift81
6428,ift88,ift88
6429,igbp1,igbp1
6430,igdcc3,igdcc3
6431,igdcc4,igdcc4
6432,igf1ra,igf1ra
6433,igf1rb,igf1rb
6434,igf2a,igf2a
6435,igf2b,igf2b
6436,igf2bp1,igf2bp1
6437,igf2bp2a,igf2bp2a
6438,igf2bp2b,igf2bp2b
6439,igf2bp3,igf2bp3
6440,igf2r,igf2r
6441,igfbp1a,igfbp1a
6442,igfbp2a,igfbp2a
6443,igfbp3,igfbp3
6444,igfbp5b,igfbp5b
6445,igfbp7,igfbp7
6446,igflr1,igflr1
6447,igfn1.1,igfn1.1
6448,ighmbp2,ighmbp2
6449,ighv1-4,ighv1-4
6450,igsf11,igsf11
6451,igsf21a,igsf21a
6452,igsf3,igsf3
6453,igsf5a,igsf5a
6454,igsf8,igsf8
6455,igsf9a,igsf9a
6456,igsf9b,igsf9b
6457,igsf9ba,igsf9ba
6458,ihha,ihha
6459,ik,ik
6460,ikbkb,ikbkb
6461,ikbke,ikbke
6462,ikbkg,ikbkg
6463,ikzf1,ikzf1
6464,ikzf5,ikzf5
6465,il10ra,il10ra
6466,il10rb,il10rb
6467,il11b,il11b
6468,il11ra,il11ra
6469,il12rb2l,il12rb2l
6470,il13ra1,il13ra1
6471,il13ra2,il13ra2
6472,il15,il15
6473,il16,il16
6474,il17ra1a,il17ra1a
6475,il17rc,il17rc
6476,il17rd,il17rd
6477,il19l,il19l
6478,il1b,il1b
6479,il1fma,il1fma
6480,il1rapl1a,il1rapl1a
6481,il20ra,il20ra
6482,il21,il21
6483,il34,il34
6484,il4,il4
6485,il4r.1,il4r.1
6486,il6r,il6r
6487,il6st,il6st
6488,ildr1a,ildr1a
6489,ildr1b,ildr1b
6490,ildr2,ildr2
6491,ilf2,ilf2
6492,ilf3a,ilf3a
6493,ilf3b,ilf3b
6494,ilk,ilk
6495,ilkap,ilkap
6496,illr4,illr4
6497,ilvbl,ilvbl
6498,im:6904045,im6904045
6499,im:6912630,im6912630
6500,im:7136021,im7136021
6501,im:7138535,im7138535
6502,im:7140055,im7140055
6503,im:7141269,im7141269
6504,im:7145024,im7145024
6505,im:7147486,im7147486
6506,im:7150988,im7150988
6507,im:7151449,im7151449
6508,im:7152348,im7152348
6509,immp1l,immp1l
6510,immp2l,immp2l
6511,immt,immt
6512,imp3,imp3
6513,imp4,imp4
6514,impa1,impa1
6515,impact,impact
6516,impad1,impad1
6517,impdh1b,impdh1b
6518,impdh2,impdh2
6519,inab,inab
6520,ing1,ing1
6521,ing2,ing2
6522,ing3,ing3
6523,ing4,ing4
6524,ing5a,ing5a
6525,ing5b,ing5b
6526,inhbaa,inhbaa
6527,inhbb,inhbb
6528,inip,inip
6529,ino80,ino80
6530,ino80b,ino80b
6531,ino80c,ino80c
6532,ino80db,ino80db
6533,ino80e,ino80e
6534,inpp4aa,inpp4aa
6535,inpp5b,inpp5b
6536,inpp5d,inpp5d
6537,inpp5e,inpp5e
6538,inpp5ka,inpp5ka
6539,inpp5kb,inpp5kb
6540,inpp5l,inpp5l
6541,inppl1a,inppl1a
6542,inppl1b,inppl1b
6543,insb,insb
6544,insig1,insig1
6545,insl5a,insl5a
6546,insm1a,insm1a
6547,insm1b,insm1b
6548,insra,insra
6549,insrb,insrb
6550,ints1,ints1
6551,ints10,ints10
6552,ints11,ints11
6553,ints12,ints12
6554,ints13,ints13
6555,ints14,ints14
6556,ints2,ints2
6557,ints3,ints3
6558,ints4,ints4
6559,ints5,ints5
6560,ints6,ints6
6561,ints6l,ints6l
6562,ints7,ints7
6563,ints8,ints8
6564,ints9,ints9
6565,intu,intu
6566,invs,invs
6567,ip6k1,ip6k1
6568,ip6k2a,ip6k2a
6569,ip6k2b,ip6k2b
6570,ipcef1,ipcef1
6571,ipmkb,ipmkb
6572,ipo11,ipo11
6573,ipo13,ipo13
6574,ipo4,ipo4
6575,ipo7,ipo7
6576,ipo8,ipo8
6577,ipo9,ipo9
6578,ippk,ippk
6579,iqca1,iqca1
6580,iqcb1,iqcb1
6581,iqcc,iqcc
6582,iqcd,iqcd
6583,iqce,iqce
6584,iqcg,iqcg
6585,iqck,iqck
6586,iqgap1,iqgap1
6587,iqgap2,iqgap2
6588,iqgap3,iqgap3
6589,iqsec1b,iqsec1b
6590,iqsec2a,iqsec2a
6591,iqsec2b,iqsec2b
6592,iqsec3a,iqsec3a
6593,iqub,iqub
6594,irak1bp1,irak1bp1
6595,irak3,irak3
6596,ireb2,ireb2
6597,irf10,irf10
6598,irf1b,irf1b
6599,irf2,irf2
6600,irf2a,irf2a
6601,irf2bp1,irf2bp1
6602,irf2bp2a,irf2bp2a
6603,irf2bp2b,irf2bp2b
6604,irf2bpl,irf2bpl
6605,irf3,irf3
6606,irf5,irf5
6607,irf6,irf6
6608,irf7,irf7
6609,irf8,irf8
6610,irf9,irf9
6611,irg1l,irg1l
6612,irge4,irge4
6613,irgf4,irgf4
6614,irgq1,irgq1
6615,irgq2,irgq2
6616,irs1,irs1
6617,irs2a,irs2a
6618,irs2b,irs2b
6619,irs4a,irs4a
6620,irx1a,irx1a
6621,irx1b,irx1b
6622,irx2a,irx2a
6623,irx3a,irx3a
6624,irx3b,irx3b
6625,irx4a,irx4a
6626,irx4b,irx4b
6627,irx5a,irx5a
6628,irx5b,irx5b
6629,irx6a,irx6a
6630,irx7,irx7
6631,isca1,isca1
6632,isca2,isca2
6633,iscub,iscub
6634,isg15,isg15
6635,isg20,isg20
6636,isg20l2,isg20l2
6637,isl1,isl1
6638,isl2a,isl2a
6639,isl2b,isl2b
6640,islr2,islr2
6641,ism1,ism1
6642,isoc1,isoc1
6643,isoc2,isoc2
6644,ispd,ispd
6645,ist1,ist1
6646,isy1,isy1
6647,itfg2,itfg2
6648,itga10,itga10
6649,itga11a,itga11a
6650,itga2.3,itga2.3
6651,itga3a,itga3a
6652,itga3b,itga3b
6653,itga4,itga4
6654,itga5,itga5
6655,itga6a,itga6a
6656,itga6b,itga6b
6657,itga6l,itga6l
6658,itga8,itga8
6659,itga9,itga9
6660,itgae.1,itgae.1
6661,itgae.2,itgae.2
6662,itgav,itgav
6663,itgb1a,itgb1a
6664,itgb1b,itgb1b
6665,itgb1b.1,itgb1b.1
6666,itgb1b.2,itgb1b.2
6667,itgb1bp1,itgb1bp1
6668,itgb2,itgb2
6669,itgb3b,itgb3b
6670,itgb4,itgb4
6671,itgb5,itgb5
6672,itgb6,itgb6
6673,itgb7,itgb7
6674,itih5,itih5
6675,itih6,itih6
6676,itln1,itln1
6677,itm2ba,itm2ba
6678,itm2bb,itm2bb
6679,itm2ca,itm2ca
6680,itm2cb,itm2cb
6681,itpa,itpa
6682,itpk1a,itpk1a
6683,itpk1b,itpk1b
6684,itpka,itpka
6685,itpkb,itpkb
6686,itpkca,itpkca
6687,itpkcb,itpkcb
6688,itpr1a,itpr1a
6689,itpr1b,itpr1b
6690,itpr3,itpr3
6691,itprip,itprip
6692,itsn1,itsn1
6693,itsn2a,itsn2a
6694,itsn2b,itsn2b
6695,ivd,ivd
6696,ivns1abpa,ivns1abpa
6697,ivns1abpb,ivns1abpb
6698,jac7,jac7
6699,jade1,jade1
6700,jade3,jade3
6701,jag1a,jag1a
6702,jag1b,jag1b
6703,jag2b,jag2b
6704,jagn1a,jagn1a
6705,jagn1b,jagn1b
6706,jak1,jak1
6707,jak2a,jak2a
6708,jak2b,jak2b
6709,jakmip1,jakmip1
6710,jakmip2,jakmip2
6711,jakmip3,jakmip3
6712,jam2a,jam2a
6713,jam2b,jam2b
6714,jam3a,jam3a
6715,jam3b,jam3b
6716,jarid2a,jarid2a
6717,jarid2b,jarid2b
6718,jazf1b,jazf1b
6719,jcada,jcada
6720,jdp2b,jdp2b
6721,jhy,jhy
6722,jkamp,jkamp
6723,jmjd1cb,jmjd1cb
6724,jmjd4,jmjd4
6725,jmjd6,jmjd6
6726,jmjd7,jmjd7
6727,josd1,josd1
6728,josd2,josd2
6729,jph1a,jph1a
6730,jph1b,jph1b
6731,jph2,jph2
6732,jph3,jph3
6733,jpt1a,jpt1a
6734,jpt1b,jpt1b
6735,jpt2,jpt2
6736,jtb,jtb
6737,jun,jun
6738,junba,junba
6739,junbb,junbb
6740,jund,jund
6741,june,june
6742,jupa,jupa
6743,kalrnb,kalrnb
6744,kank1a,kank1a
6745,kank2,kank2
6746,kank3,kank3
6747,kansl1a,kansl1a
6748,kansl1b,kansl1b
6749,kansl1l,kansl1l
6750,kansl2,kansl2
6751,kansl3,kansl3
6752,kars,kars
6753,kat14,kat14
6754,kat2a,kat2a
6755,kat2b,kat2b
6756,kat5b,kat5b
6757,kat6a,kat6a
6758,kat6b,kat6b
6759,kat7a,kat7a
6760,kat7b,kat7b
6761,kat8,kat8
6762,katna1,katna1
6763,katnal1,katnal1
6764,katnb1,katnb1
6765,katnbl1,katnbl1
6766,kazald2,kazald2
6767,kazald3,kazald3
6768,kaznb,kaznb
6769,kbtbd2,kbtbd2
6770,kbtbd3,kbtbd3
6771,kbtbd4,kbtbd4
6772,kbtbd8,kbtbd8
6773,kcmf1,kcmf1
6774,kcna1a,kcna1a
6775,kcnab1b,kcnab1b
6776,kcnab2a,kcnab2a
6777,kcnc1a,kcnc1a
6778,kcnd2,kcnd2
6779,kcnd3,kcnd3
6780,kcng4a,kcng4a
6781,kcnh6a,kcnh6a
6782,kcnh7,kcnh7
6783,kcnh8,kcnh8
6784,kcnip1b,kcnip1b
6785,kcnj13,kcnj13
6786,kcnj14,kcnj14
6787,kcnj19a,kcnj19a
6788,kcnj19b,kcnj19b
6789,kcnj1b,kcnj1b
6790,kcnj3b,kcnj3b
6791,kcnk5a,kcnk5a
6792,kcnk5b,kcnk5b
6793,kcnk6,kcnk6
6794,kcnk7,kcnk7
6795,kcnma1a,kcnma1a
6796,kcnn1a,kcnn1a
6797,kcnn1b,kcnn1b
6798,kcnn3,kcnn3
6799,kcnq2a,kcnq2a
6800,kcnq5a,kcnq5a
6801,kcnq5b,kcnq5b
6802,kctd1,kctd1
6803,kctd10,kctd10
6804,kctd12.1,kctd12.1
6805,kctd12.2,kctd12.2
6806,kctd12b,kctd12b
6807,kctd13,kctd13
6808,kctd14,kctd14
6809,kctd15a,kctd15a
6810,kctd17,kctd17
6811,kctd2,kctd2
6812,kctd5a,kctd5a
6813,kctd6b,kctd6b
6814,kctd9a,kctd9a
6815,kdelc1,kdelc1
6816,kdelc2,kdelc2
6817,kdelr2a,kdelr2a
6818,kdelr2b,kdelr2b
6819,kdelr3,kdelr3
6820,kdf1a,kdf1a
6821,kdm1a,kdm1a
6822,kdm2aa,kdm2aa
6823,kdm2ab,kdm2ab
6824,kdm2ba,kdm2ba
6825,kdm2bb,kdm2bb
6826,kdm3b,kdm3b
6827,kdm4aa,kdm4aa
6828,kdm4ab,kdm4ab
6829,kdm4b,kdm4b
6830,kdm4c,kdm4c
6831,kdm5ba,kdm5ba
6832,kdm5bb,kdm5bb
6833,kdm5c,kdm5c
6834,kdm6a,kdm6a
6835,kdm6al,kdm6al
6836,kdm6ba,kdm6ba
6837,kdm6bb,kdm6bb
6838,kdm7aa,kdm7aa
6839,kdm7ab,kdm7ab
6840,kdm8,kdm8
6841,kdrl,kdrl
6842,kdsr,kdsr
6843,keap1a,keap1a
6844,keap1b,keap1b
6845,kel,kel
6846,kera,kera
6847,khdc4,khdc4
6848,khdrbs1a,khdrbs1a
6849,khdrbs1b,khdrbs1b
6850,khdrbs2,khdrbs2
6851,khk,khk
6852,khnyn,khnyn
6853,khsrp,khsrp
6854,kiaa1549la,kiaa1549la
6855,kidins220a,kidins220a
6856,kidins220b,kidins220b
6857,kif11,kif11
6858,kif13a,kif13a
6859,kif13ba,kif13ba
6860,kif13bb,kif13bb
6861,kif14,kif14
6862,kif15,kif15
6863,kif16ba,kif16ba
6864,kif18a,kif18a
6865,kif19,kif19
6866,kif1aa,kif1aa
6867,kif1b,kif1b
6868,kif1bp,kif1bp
6869,kif20a,kif20a
6870,kif20ba,kif20ba
6871,kif20bb,kif20bb
6872,kif21a,kif21a
6873,kif21b,kif21b
6874,kif22,kif22
6875,kif23,kif23
6876,kif26aa,kif26aa
6877,kif26ab,kif26ab
6878,kif26ba,kif26ba
6879,kif2c,kif2c
6880,kif3a,kif3a
6881,kif3b,kif3b
6882,kif4,kif4
6883,kif5aa,kif5aa
6884,kif5ba,kif5ba
6885,kif5bb,kif5bb
6886,kif5c,kif5c
6887,kif6,kif6
6888,kif7,kif7
6889,kifap3a,kifap3a
6890,kifap3b,kifap3b
6891,kifc1,kifc1
6892,kifc3,kifc3
6893,kin,kin
6894,kirrel1a,kirrel1a
6895,kirrel1b,kirrel1b
6896,kirrel3a,kirrel3a
6897,kirrel3l,kirrel3l
6898,kita,kita
6899,kitlga,kitlga
6900,kitlgb,kitlgb
6901,kiz,kiz
6902,kl,kl
6903,klb,klb
6904,klc4,klc4
6905,klf1,klf1
6906,klf11a,klf11a
6907,klf11b,klf11b
6908,klf12a,klf12a
6909,klf12b,klf12b
6910,klf13,klf13
6911,klf15,klf15
6912,klf17,klf17
6913,klf2a,klf2a
6914,klf2b,klf2b
6915,klf3,klf3
6916,klf5a,klf5a
6917,klf5l,klf5l
6918,klf6a,klf6a
6919,klf7a,klf7a
6920,klf7b,klf7b
6921,klf8,klf8
6922,klf9,klf9
6923,klhdc10,klhdc10
6924,klhdc4,klhdc4
6925,klhl11,klhl11
6926,klhl13,klhl13
6927,klhl15,klhl15
6928,klhl17,klhl17
6929,klhl18,klhl18
6930,klhl2,klhl2
6931,klhl20,klhl20
6932,klhl21,klhl21
6933,klhl22,klhl22
6934,klhl23,klhl23
6935,klhl24a,klhl24a
6936,klhl24b,klhl24b
6937,klhl26,klhl26
6938,klhl3,klhl3
6939,klhl30,klhl30
6940,klhl31,klhl31
6941,klhl32,klhl32
6942,klhl4,klhl4
6943,klhl40a,klhl40a
6944,klhl40b,klhl40b
6945,klhl41a,klhl41a
6946,klhl41b,klhl41b
6947,klhl42,klhl42
6948,klhl43,klhl43
6949,klhl6,klhl6
6950,klhl7,klhl7
6951,klhl8,klhl8
6952,kmt2a,kmt2a
6953,kmt2ba,kmt2ba
6954,kmt2bb,kmt2bb
6955,kmt2ca,kmt2ca
6956,kmt2cb,kmt2cb
6957,kmt2d,kmt2d
6958,kmt2e,kmt2e
6959,kmt5aa,kmt5aa
6960,kmt5ab,kmt5ab
6961,kmt5b,kmt5b
6962,kmt5c,kmt5c
6963,kng1,kng1
6964,knl1,knl1
6965,knop1,knop1
6966,knstrn,knstrn
6967,kntc1,kntc1
6968,kpna1,kpna1
6969,kpna2,kpna2
6970,kpna3,kpna3
6971,kpna4,kpna4
6972,kpna5,kpna5
6973,kpna6,kpna6
6974,kpnb1,kpnb1
6975,kpnb3,kpnb3
6976,kptn,kptn
6977,kras,kras
6978,krcp,krcp
6979,kremen1,kremen1
6980,kri1,kri1
6981,krit1,krit1
6982,krr1,krr1
6983,krt1-19d,krt1-19d
6984,krt1-c5,krt1-c5
6985,krt15,krt15
6986,krt17,krt17
6987,krt18,krt18
6988,krt222,krt222
6989,krt4,krt4
6990,krt5,krt5
6991,krt8,krt8
6992,krt91,krt91
6993,krt92,krt92
6994,krt93,krt93
6995,krt94,krt94
6996,krt96,krt96
6997,krt97,krt97
6998,krtcap2,krtcap2
6999,krtt1c19e,krtt1c19e
7000,ksr1b,ksr1b
7001,ksr2,ksr2
7002,kti12,kti12
7003,ktn1,ktn1
7004,kxd1,kxd1
7005,kyat1,kyat1
7006,kyat3,kyat3
7007,l2hgdh,l2hgdh
7008,l3mbtl1b,l3mbtl1b
7009,l3mbtl2,l3mbtl2
7010,l3mbtl3,l3mbtl3
7011,lacc1,lacc1
7012,lactb,lactb
7013,lad1,lad1
7014,lama1,lama1
7015,lama4,lama4
7016,lama5,lama5
7017,lamb1a,lamb1a
7018,lamb1b,lamb1b
7019,lamb2l,lamb2l
7020,lamb4,lamb4
7021,lamc1,lamc1
7022,lamc2,lamc2
7023,lamc3,lamc3
7024,lamp1,lamp1
7025,lamp2,lamp2
7026,lamtor1,lamtor1
7027,lamtor2,lamtor2
7028,lamtor3,lamtor3
7029,lamtor4,lamtor4
7030,lamtor5,lamtor5
7031,lancl1,lancl1
7032,lancl2,lancl2
7033,lap3,lap3
7034,laptm4a,laptm4a
7035,laptm4b,laptm4b
7036,laptm5,laptm5
7037,large1,large1
7038,large2,large2
7039,larp1,larp1
7040,larp1b,larp1b
7041,larp4aa,larp4aa
7042,larp4ab,larp4ab
7043,larp4b,larp4b
7044,larp6a,larp6a
7045,larp7,larp7
7046,lars2,lars2
7047,larsa,larsa
7048,larsb,larsb
7049,las1l,las1l
7050,lasp1,lasp1
7051,lats1,lats1
7052,lbr,lbr
7053,lbx1a,lbx1a
7054,lbx1b,lbx1b
7055,lbx2,lbx2
7056,lca5,lca5
7057,lcat,lcat
7058,lclat1,lclat1
7059,lcmt1,lcmt1
7060,lcmt2,lcmt2
7061,lcn15,lcn15
7062,lcor,lcor
7063,lcorl,lcorl
7064,lcp1,lcp1
7065,lcp2a,lcp2a
7066,lcp2b,lcp2b
7067,lctla,lctla
7068,lctlb,lctlb
7069,ldah,ldah
7070,ldb1a,ldb1a
7071,ldb1b,ldb1b
7072,ldb2a,ldb2a
7073,ldb2b,ldb2b
7074,ldb3a,ldb3a
7075,ldb3b,ldb3b
7076,ldha,ldha
7077,ldhba,ldhba
7078,ldhbb,ldhbb
7079,ldhd,ldhd
7080,ldlrad2,ldlrad2
7081,ldlrap1a,ldlrap1a
7082,ldlrb,ldlrb
7083,lect2l,lect2l
7084,lef1,lef1
7085,lemd3,lemd3
7086,leng1,leng1
7087,leng8,leng8
7088,leng9,leng9
7089,leo1,leo1
7090,lepr,lepr
7091,letm1,letm1
7092,letm2,letm2
7093,letmd1,letmd1
7094,lfng,lfng
7095,lft1,lft1
7096,lft2,lft2
7097,lgals1l1,lgals1l1
7098,lgals2a,lgals2a
7099,lgals2b,lgals2b
7100,lgals3a,lgals3a
7101,lgals3b,lgals3b
7102,lgals3bpb,lgals3bpb
7103,lgals8a,lgals8a
7104,lgals9l1,lgals9l1
7105,lgals9l3,lgals9l3
7106,lgalsla,lgalsla
7107,lgi1a,lgi1a
7108,lgmn,lgmn
7109,lgr4,lgr4
7110,lhfpl2a,lhfpl2a
7111,lhfpl2b,lhfpl2b
7112,lhfpl5b,lhfpl5b
7113,lhfpl6,lhfpl6
7114,lhx1a,lhx1a
7115,lhx1b,lhx1b
7116,lhx2b,lhx2b
7117,lhx4,lhx4
7118,lhx5,lhx5
7119,lhx9,lhx9
7120,lias,lias
7121,lifra,lifra
7122,lifrb,lifrb
7123,lig1,lig1
7124,lig3,lig3
7125,lig4,lig4
7126,lim2.1,lim2.1
7127,lim2.2,lim2.2
7128,lim2.4,lim2.4
7129,lima1a,lima1a
7130,limch1a,limch1a
7131,limch1b,limch1b
7132,limd2,limd2
7133,limk1a,limk1a
7134,limk1b,limk1b
7135,limk2,limk2
7136,lims1,lims1
7137,lims2,lims2
7138,lin28a,lin28a
7139,lin28b,lin28b
7140,lin37,lin37
7141,lin52,lin52
7142,lin54,lin54
7143,lin7a,lin7a
7144,lin7b,lin7b
7145,lin7c,lin7c
7146,lin9,lin9
7147,lingo1b,lingo1b
7148,lingo2a,lingo2a
7149,lins1,lins1
7150,lipea,lipea
7151,lipf,lipf
7152,lipg,lipg
7153,lipia,lipia
7154,lipt1,lipt1
7155,lipt2,lipt2
7156,litaf,litaf
7157,lix1,lix1
7158,lix1l,lix1l
7159,llgl1,llgl1
7160,llgl2,llgl2
7161,llph,llph
7162,lman1,lman1
7163,lman2,lman2
7164,lman2la,lman2la
7165,lman2lb,lman2lb
7166,lmbr1,lmbr1
7167,lmbr1l,lmbr1l
7168,lmbrd1,lmbrd1
7169,lmbrd2a,lmbrd2a
7170,lmbrd2b,lmbrd2b
7171,lmcd1,lmcd1
7172,lmf2a,lmf2a
7173,lmf2b,lmf2b
7174,lmna,lmna
7175,lmnb1,lmnb1
7176,lmnb2,lmnb2
7177,lmnl3,lmnl3
7178,lmo1,lmo1
7179,lmo2,lmo2
7180,lmo3,lmo3
7181,lmo4a,lmo4a
7182,lmo4b,lmo4b
7183,lmo7a,lmo7a
7184,lmo7b,lmo7b
7185,lmod1a,lmod1a
7186,lmod1b,lmod1b
7187,lmod3,lmod3
7188,lmtk2,lmtk2
7189,lmx1a,lmx1a
7190,lmx1ba,lmx1ba
7191,lmx1bb,lmx1bb
7192,lnpa,lnpa
7193,lnpep,lnpep
7194,lnpk,lnpk
7195,lnx1,lnx1
7196,lnx2a,lnx2a
7197,lnx2b,lnx2b
7198,lonp1,lonp1
7199,lonp2,lonp2
7200,lonrf1,lonrf1
7201,lonrf1l,lonrf1l
7202,loxhd1b,loxhd1b
7203,loxl1,loxl1
7204,loxl2a,loxl2a
7205,loxl2b,loxl2b
7206,loxl3b,loxl3b
7207,loxl4,loxl4
7208,loxl5b,loxl5b
7209,lpar1,lpar1
7210,lpar2a,lpar2a
7211,lpar2b,lpar2b
7212,lpar5a,lpar5a
7213,lpar6a,lpar6a
7214,lpcat1,lpcat1
7215,lpcat2,lpcat2
7216,lpcat3,lpcat3
7217,lpcat4,lpcat4
7218,lpgat1,lpgat1
7219,lpin1,lpin1
7220,lpin2,lpin2
7221,lpl,lpl
7222,lpp,lpp
7223,lpxn,lpxn
7224,lrata,lrata
7225,lratb.1,lratb.1
7226,lratb.2,lratb.2
7227,lrba,lrba
7228,lrch1,lrch1
7229,lrch3,lrch3
7230,lrch4,lrch4
7231,lrfn5b,lrfn5b
7232,lrig1,lrig1
7233,lrig2,lrig2
7234,lrmda,lrmda
7235,lrmp,lrmp
7236,lrp10,lrp10
7237,lrp12,lrp12
7238,lrp1aa,lrp1aa
7239,lrp1ab,lrp1ab
7240,lrp1ba,lrp1ba
7241,lrp2a,lrp2a
7242,lrp2b,lrp2b
7243,lrp2bp,lrp2bp
7244,lrp3,lrp3
7245,lrp5,lrp5
7246,lrp6,lrp6
7247,lrp8,lrp8
7248,lrpap1,lrpap1
7249,lrpprc,lrpprc
7250,lrrc1,lrrc1
7251,lrrc15,lrrc15
7252,lrrc17,lrrc17
7253,lrrc20,lrrc20
7254,lrrc23,lrrc23
7255,lrrc31,lrrc31
7256,lrrc32,lrrc32
7257,lrrc34,lrrc34
7258,lrrc39,lrrc39
7259,lrrc4.1,lrrc4.1
7260,lrrc40,lrrc40
7261,lrrc42,lrrc42
7262,lrrc45,lrrc45
7263,lrrc47,lrrc47
7264,lrrc4ba,lrrc4ba
7265,lrrc51,lrrc51
7266,lrrc53,lrrc53
7267,lrrc57,lrrc57
7268,lrrc58a,lrrc58a
7269,lrrc58b,lrrc58b
7270,lrrc59,lrrc59
7271,lrrc6,lrrc6
7272,lrrc61,lrrc61
7273,lrrc73,lrrc73
7274,lrrc8aa,lrrc8aa
7275,lrrc8ab,lrrc8ab
7276,lrrc8c,lrrc8c
7277,lrrc8da,lrrc8da
7278,lrrc8db,lrrc8db
7279,lrrcc1,lrrcc1
7280,lrrfip1a,lrrfip1a
7281,lrrfip1b,lrrfip1b
7282,lrrfip2,lrrfip2
7283,lrriq1,lrriq1
7284,lrrk1,lrrk1
7285,lrrk2,lrrk2
7286,lrrn1,lrrn1
7287,lrrn3a,lrrn3a
7288,lrrtm1,lrrtm1
7289,lrrtm2,lrrtm2
7290,lrsam1,lrsam1
7291,lrwd1,lrwd1
7292,lsg1,lsg1
7293,lsm1,lsm1
7294,lsm10,lsm10
7295,lsm11,lsm11
7296,lsm12a,lsm12a
7297,lsm12b,lsm12b
7298,lsm14aa,lsm14aa
7299,lsm14ab,lsm14ab
7300,lsm3,lsm3
7301,lsm4,lsm4
7302,lsm5,lsm5
7303,lsm6,lsm6
7304,lsm7,lsm7
7305,lsm8,lsm8
7306,lsp1,lsp1
7307,lsr,lsr
7308,lss,lss
7309,lta,lta
7310,lta4h,lta4h
7311,ltb4r,ltb4r
7312,ltbp1,ltbp1
7313,ltv1,ltv1
7314,luc7l,luc7l
7315,luc7l3,luc7l3
7316,lum,lum
7317,lurap1,lurap1
7318,luzp1,luzp1
7319,luzp2,luzp2
7320,lxn,lxn
7321,ly75,ly75
7322,lyar,lyar
7323,lygl1,lygl1
7324,lygl2,lygl2
7325,lyn,lyn
7326,lypc,lypc
7327,lypd6,lypd6
7328,lypla1,lypla1
7329,lypla2,lypla2
7330,lyplal1,lyplal1
7331,lyrm1,lyrm1
7332,lyrm2,lyrm2
7333,lyrm4,lyrm4
7334,lyrm5a,lyrm5a
7335,lyrm5b,lyrm5b
7336,lyrm7,lyrm7
7337,lyrm9,lyrm9
7338,lysmd1,lysmd1
7339,lysmd2,lysmd2
7340,lysmd3,lysmd3
7341,lysmd4,lysmd4
7342,lyst,lyst
7343,lyve1b,lyve1b
7344,lyz,lyz
7345,lzic,lzic
7346,lztfl1,lztfl1
7347,lztr1,lztr1
7348,lzts1,lzts1
7349,lzts2a,lzts2a
7350,m6pr,m6pr
7351,maats1,maats1
7352,mab21l1,mab21l1
7353,mab21l2,mab21l2
7354,macc1,macc1
7355,macf1a,macf1a
7356,macf1b,macf1b
7357,maco1a,maco1a
7358,maco1b,maco1b
7359,macrod1,macrod1
7360,macrod2,macrod2
7361,mad1l1,mad1l1
7362,mad2l1,mad2l1
7363,mad2l1bp,mad2l1bp
7364,madd,madd
7365,maea,maea
7366,maf1,maf1
7367,mafa,mafa
7368,mafaa,mafaa
7369,mafb,mafb
7370,mafba,mafba
7371,mafbb,mafbb
7372,maff,maff
7373,mafgb,mafgb
7374,mafk,mafk
7375,magi1a,magi1a
7376,magi1b,magi1b
7377,magi2a,magi2a
7378,magi2b,magi2b
7379,magi3a,magi3a
7380,magi3b,magi3b
7381,magixa,magixa
7382,magoh,magoh
7383,magt1,magt1
7384,maip1,maip1
7385,mak,mak
7386,mak16,mak16
7387,mal,mal
7388,mal2,mal2
7389,malt1,malt1
7390,malt2,malt2
7391,mamdc2b,mamdc2b
7392,maml1,maml1
7393,maml3,maml3
7394,man1a1,man1a1
7395,man1a2,man1a2
7396,man1b1a,man1b1a
7397,man1b1b,man1b1b
7398,man2a2,man2a2
7399,man2b1,man2b1
7400,man2b2,man2b2
7401,man2c1,man2c1
7402,manba,manba
7403,manbal,manbal
7404,manea,manea
7405,manf,manf
7406,mao,mao
7407,map1aa,map1aa
7408,map1ab,map1ab
7409,map1b,map1b
7410,map1lc3a,map1lc3a
7411,map1lc3b,map1lc3b
7412,map1lc3c,map1lc3c
7413,map1lc3cl,map1lc3cl
7414,map1sa,map1sa
7415,map1sb,map1sb
7416,map2,map2
7417,map2k1,map2k1
7418,map2k2a,map2k2a
7419,map2k2b,map2k2b
7420,map2k4a,map2k4a
