,orig_gene,proc_gene
148,BX322665.1,BX322665.1
149,BX323031.2,BX323031.2
150,BX323065.1,BX323065.1
151,BX323067.1,BX323067.1
152,BX323074.2,BX323074.2
153,BX323080.1,BX323080.1
154,BX323453.1,BX323453.1
155,BX323557.1,BX323557.1
156,BX323564.1,BX323564.1
157,BX323575.1,BX323575.1
158,BX323590.1,BX323590.1
159,BX323590.2,BX323590.2
160,BX323793.1,BX323793.1
161,BX323819.1,BX323819.1
162,BX323824.1,BX323824.1
163,BX323884.1,BX323884.1
164,BX324132.2,BX324132.2
165,BX324142.1,BX324142.1
166,BX324164.3,BX324164.3
167,BX324164.4,BX324164.4
168,BX324216.3,BX324216.3
169,BX465206.1,BX465206.1
170,BX465227.1,BX465227.1
171,BX465228.2,BX465228.2
172,BX465834.1,BX465834.1
173,BX465836.1,BX465836.1
174,BX465844.1,BX465844.1
175,BX469885.1,BX469885.1
176,BX469902.1,BX469902.1
177,BX469925.1,BX469925.1
178,BX469930.1,BX469930.1
179,BX470176.1,BX470176.1
180,BX470182.1,BX470182.1
181,BX470189.1,BX470189.1
182,BX470211.1,BX470211.1
183,BX470238.1,BX470238.1
184,BX470240.1,BX470240.1
185,BX470259.1,BX470259.1
186,BX470259.4,BX470259.4
187,BX470259.5,BX470259.5
188,BX470264.1,BX470264.1
189,BX510319.1,BX510319.1
190,BX510649.1,BX510649.1
191,BX510909.2,BX510909.2
192,BX510922.1,BX510922.1
193,BX510923.1,BX510923.1
194,BX510934.1,BX510934.1
195,BX510940.1,BX510940.1
196,BX510989.1,BX510989.1
197,BX510992.2,BX510992.2
198,BX511021.2,BX511021.2
199,BX511034.1,BX511034.1
200,BX511034.3,BX511034.3
201,BX511034.5,BX511034.5
202,BX511034.7,BX511034.7
203,BX511061.1,BX511061.1
204,BX511089.2,BX511089.2
205,BX511128.1,BX511128.1
206,BX511128.2,BX511128.2
207,BX511129.1,BX511129.1
208,BX511129.3,BX511129.3
209,BX511136.1,BX511136.1
210,BX511142.1,BX511142.1
211,BX511161.1,BX511161.1
212,BX511166.1,BX511166.1
213,BX511227.1,BX511227.1
214,BX511246.1,BX511246.1
215,BX511310.1,BX511310.1
216,BX530017.2,BX530017.2
217,BX530018.2,BX530018.2
218,BX530032.1,BX530032.1
219,BX530077.1,BX530077.1
220,BX530097.1,BX530097.1
221,BX530721.1,BX530721.1
222,BX537110.1,BX537110.1
223,BX537120.3,BX537120.3
224,BX537137.3,BX537137.3
225,BX537166.1,BX537166.1
226,BX537308.1,BX537308.1
227,BX537342.1,BX537342.1
228,BX547934.2,BX547934.2
229,BX548000.1,BX548000.1
230,BX548024.1,BX548024.1
231,BX548044.7,BX548044.7
232,BX548046.2,BX548046.2
233,BX548062.1,BX548062.1
234,BX548073.3,BX548073.3
235,BX548075.3,BX548075.3
236,BX548077.1,BX548077.1
237,BX548157.1,BX548157.1
238,BX569787.1,BX569787.1
239,BX569789.1,BX569789.1
240,BX569793.1,BX569793.1
241,BX569796.1,BX569796.1
242,BX569801.1,BX569801.1
243,BX571680.1,BX571680.1
244,BX571705.2,BX571705.2
245,BX571712.3,BX571712.3
246,BX571715.1,BX571715.1
247,BX571780.1,BX571780.1
248,BX571811.1,BX571811.1
249,BX571811.2,BX571811.2
250,BX571942.1,BX571942.1
251,BX571960.1,BX571960.1
252,BX572619.1,BX572619.1
253,BX629344.1,BX629344.1
254,BX640478.1,BX640478.1
255,BX640537.3,BX640537.3
256,BX640547.1,BX640547.1
257,BX649250.1,BX649250.1
258,BX649294.1,BX649294.1
259,BX649337.1,BX649337.1
260,BX649384.3,BX649384.3
261,BX649411.1,BX649411.1
262,BX649411.2,BX649411.2
263,BX649453.1,BX649453.1
264,BX649478.1,BX649478.1
265,BX649485.1,BX649485.1
266,BX649485.2,BX649485.2
267,BX649485.4,BX649485.4
268,BX649502.6,BX649502.6
269,BX649529.1,BX649529.1
270,BX649622.1,BX649622.1
271,BX663503.1,BX663503.1
272,BX663503.3,BX663503.3
273,BX663516.2,BX663516.2
274,BX663519.1,BX663519.1
275,BX663613.1,BX663613.1
276,BX664618.1,BX664618.1
277,BX664622.1,BX664622.1
278,BX664625.4,BX664625.4
279,BX664742.3,BX664742.3
280,BX682234.1,BX682234.1
281,BX682556.1,BX682556.1
282,BX682558.1,BX682558.1
283,BX855614.1,BX855614.1
284,BX855614.3,BX855614.3
285,BX855614.4,BX855614.4
286,BX890548.1,BX890548.1
287,BX890558.1,BX890558.1
288,BX890576.1,BX890576.1
289,BX890590.1,BX890590.1
290,BX897714.1,BX897714.1
291,BX901920.1,BX901920.1
292,BX901957.1,BX901957.1
293,BX901962.3,BX901962.3
294,BX901973.1,BX901973.1
295,BX901974.1,BX901974.1
296,BX908401.1,BX908401.1
297,BX908782.2,BX908782.2
298,BX908804.1,BX908804.1
299,BX914200.1,BX914200.1
300,BX927122.1,BX927122.1
301,BX927130.4,BX927130.4
302,BX927184.1,BX927184.1
303,BX927204.1,BX927204.1
304,BX927212.1,BX927212.1
305,BX927244.1,BX927244.1
306,BX927258.1,BX927258.1
307,BX927308.1,BX927308.1
308,BX927308.2,BX927308.2
309,BX927327.1,BX927327.1
310,BX927333.1,BX927333.1
311,BX927395.1,BX927395.1
312,BX927404.1,BX927404.1
313,BX936320.1,BX936320.1
314,BX936337.1,BX936337.1
315,BX936386.1,BX936386.1
316,BX936397.2,BX936397.2
317,BX936415.1,BX936415.1
318,BX936439.1,BX936439.1
319,BX936461.1,BX936461.1
320,BX942819.3,BX942819.3
321,BX950188.1,BX950188.1
322,BX957281.1,BX957281.1
323,BX957292.1,BX957292.1
324,BX957297.1,BX957297.1
325,BX957317.1,BX957317.1
326,BX957317.2,BX957317.2
327,BX957322.2,BX957322.2
328,BX957326.3,BX957326.3
329,BX957346.1,BX957346.1
330,BX957362.1,BX957362.1
331,CABZ01001434.1,CABZ01001434.1
332,CABZ01002768.1,CABZ01002768.1
333,CABZ01005876.1,CABZ01005876.1
334,CABZ01007222.1,CABZ01007222.1
335,CABZ01008739.1,CABZ01008739.1
336,CABZ01015475.1,CABZ01015475.1
337,CABZ01015525.1,CABZ01015525.1
338,CABZ01015815.1,CABZ01015815.1
339,CABZ01015815.3,CABZ01015815.3
340,CABZ01020840.1,CABZ01020840.1
341,CABZ01021433.1,CABZ01021433.1
342,CABZ01021592.1,CABZ01021592.1
343,CABZ01021599.1,CABZ01021599.1
344,CABZ01025780.1,CABZ01025780.1
345,CABZ01026681.1,CABZ01026681.1
346,CABZ01028771.1,CABZ01028771.1
347,CABZ01029938.1,CABZ01029938.1
348,CABZ01030107.1,CABZ01030107.1
349,CABZ01030862.1,CABZ01030862.1
350,CABZ01032476.1,CABZ01032476.1
351,CABZ01032488.1,CABZ01032488.1
352,CABZ01033178.1,CABZ01033178.1
353,CABZ01033180.1,CABZ01033180.1
354,CABZ01034082.1,CABZ01034082.1
355,CABZ01034698.1,CABZ01034698.1
356,CABZ01034698.2,CABZ01034698.2
357,CABZ01035279.1,CABZ01035279.1
358,CABZ01037298.1,CABZ01037298.1
359,CABZ01038699.1,CABZ01038699.1
360,CABZ01039859.1,CABZ01039859.1
361,CABZ01039861.1,CABZ01039861.1
362,CABZ01039863.1,CABZ01039863.1
363,CABZ01041494.1,CABZ01041494.1
364,CABZ01041913.1,CABZ01041913.1
365,CABZ01041962.1,CABZ01041962.1
366,CABZ01044053.1,CABZ01044053.1
367,CABZ01044235.1,CABZ01044235.1
368,CABZ01044281.1,CABZ01044281.1
369,CABZ01044764.1,CABZ01044764.1
370,CABZ01046093.1,CABZ01046093.1
371,CABZ01046954.1,CABZ01046954.1
372,CABZ01048143.1,CABZ01048143.1
373,CABZ01048392.1,CABZ01048392.1
374,CABZ01048402.1,CABZ01048402.1
375,CABZ01048402.2,CABZ01048402.2
376,CABZ01049847.1,CABZ01049847.1
377,CABZ01050249.1,CABZ01050249.1
378,CABZ01051901.1,CABZ01051901.1
379,CABZ01052268.1,CABZ01052268.1
380,CABZ01052573.1,CABZ01052573.1
381,CABZ01052576.1,CABZ01052576.1
382,CABZ01053416.1,CABZ01053416.1
383,CABZ01054394.1,CABZ01054394.1
384,CABZ01054965.1,CABZ01054965.1
385,CABZ01055306.1,CABZ01055306.1
386,CABZ01055347.1,CABZ01055347.1
387,CABZ01055522.1,CABZ01055522.1
388,CABZ01056279.1,CABZ01056279.1
389,CABZ01057928.1,CABZ01057928.1
390,CABZ01058046.1,CABZ01058046.1
391,CABZ01058222.1,CABZ01058222.1
392,CABZ01058261.1,CABZ01058261.1
393,CABZ01058647.1,CABZ01058647.1
394,CABZ01058650.1,CABZ01058650.1
395,CABZ01058721.1,CABZ01058721.1
396,CABZ01059120.1,CABZ01059120.1
397,CABZ01059403.1,CABZ01059403.1
398,CABZ01059559.1,CABZ01059559.1
399,CABZ01059627.1,CABZ01059627.1
400,CABZ01059627.2,CABZ01059627.2
401,CABZ01059915.1,CABZ01059915.1
402,CABZ01060453.1,CABZ01060453.1
403,CABZ01061495.1,CABZ01061495.1
404,CABZ01061498.1,CABZ01061498.1
405,CABZ01061524.1,CABZ01061524.1
406,CABZ01061591.1,CABZ01061591.1
407,CABZ01061894.1,CABZ01061894.1
408,CABZ01062422.1,CABZ01062422.1
409,CABZ01063170.1,CABZ01063170.1
410,CABZ01063556.1,CABZ01063556.1
411,CABZ01064859.1,CABZ01064859.1
412,CABZ01064859.2,CABZ01064859.2
413,CABZ01065076.1,CABZ01065076.1
414,CABZ01065131.1,CABZ01065131.1
415,CABZ01065679.1,CABZ01065679.1
416,CABZ01066312.1,CABZ01066312.1
417,CABZ01066694.1,CABZ01066694.1
418,CABZ01066720.1,CABZ01066720.1
419,CABZ01067681.1,CABZ01067681.1
420,CABZ01068122.1,CABZ01068122.1
421,CABZ01068251.1,CABZ01068251.1
422,CABZ01068469.1,CABZ01068469.1
423,CABZ01069022.1,CABZ01069022.1
424,CABZ01069338.1,CABZ01069338.1
425,CABZ01069595.1,CABZ01069595.1
426,CABZ01069998.1,CABZ01069998.1
427,CABZ01070631.1,CABZ01070631.1
428,CABZ01071171.1,CABZ01071171.1
429,CABZ01071848.1,CABZ01071848.1
430,CABZ01072077.1,CABZ01072077.1
431,CABZ01072083.2,CABZ01072083.2
432,CABZ01072254.1,CABZ01072254.1
433,CABZ01072309.1,CABZ01072309.1
434,CABZ01072548.1,CABZ01072548.1
435,CABZ01072607.1,CABZ01072607.1
436,CABZ01072810.1,CABZ01072810.1
437,CABZ01073168.1,CABZ01073168.1
438,CABZ01073265.1,CABZ01073265.1
439,CABZ01073339.1,CABZ01073339.1
440,CABZ01074076.1,CABZ01074076.1
441,CABZ01074130.1,CABZ01074130.1
442,CABZ01074300.1,CABZ01074300.1
443,CABZ01074307.2,CABZ01074307.2
444,CABZ01074363.1,CABZ01074363.1
445,CABZ01074397.1,CABZ01074397.1
446,CABZ01074398.1,CABZ01074398.1
447,CABZ01074453.1,CABZ01074453.1
448,CABZ01075125.1,CABZ01075125.1
449,CABZ01075143.1,CABZ01075143.1
450,CABZ01075242.1,CABZ01075242.1
451,CABZ01075509.1,CABZ01075509.1
452,CABZ01076275.1,CABZ01076275.1
453,CABZ01077124.1,CABZ01077124.1
454,CABZ01077217.1,CABZ01077217.1
455,CABZ01077218.1,CABZ01077218.1
456,CABZ01077220.2,CABZ01077220.2
457,CABZ01077956.1,CABZ01077956.1
458,CABZ01078055.1,CABZ01078055.1
459,CABZ01078261.1,CABZ01078261.1
460,CABZ01078350.1,CABZ01078350.1
461,CABZ01078415.1,CABZ01078415.1
462,CABZ01078449.1,CABZ01078449.1
463,CABZ01078593.1,CABZ01078593.1
464,CABZ01078594.1,CABZ01078594.1
465,CABZ01078737.1,CABZ01078737.1
466,CABZ01079011.1,CABZ01079011.1
467,CABZ01079241.1,CABZ01079241.1
468,CABZ01079251.1,CABZ01079251.1
469,CABZ01079480.1,CABZ01079480.1
470,CABZ01079663.1,CABZ01079663.1
471,CABZ01079760.1,CABZ01079760.1
472,CABZ01079802.1,CABZ01079802.1
473,CABZ01080042.1,CABZ01080042.1
474,CABZ01080135.1,CABZ01080135.1
475,CABZ01080371.2,CABZ01080371.2
476,CABZ01080371.3,CABZ01080371.3
477,CABZ01080375.1,CABZ01080375.1
478,CABZ01080601.1,CABZ01080601.1
479,CABZ01080702.1,CABZ01080702.1
480,CABZ01081294.1,CABZ01081294.1
481,CABZ01081385.1,CABZ01081385.1
482,CABZ01081535.1,CABZ01081535.1
483,CABZ01081748.1,CABZ01081748.1
484,CABZ01081752.1,CABZ01081752.1
485,CABZ01081752.2,CABZ01081752.2
486,CABZ01081777.1,CABZ01081777.1
487,CABZ01081909.1,CABZ01081909.1
488,CABZ01083166.1,CABZ01083166.1
489,CABZ01083944.1,CABZ01083944.1
490,CABZ01084323.1,CABZ01084323.1
491,CABZ01084391.1,CABZ01084391.1
492,CABZ01084501.2,CABZ01084501.2
493,CABZ01084942.1,CABZ01084942.1
494,CABZ01084963.1,CABZ01084963.1
495,CABZ01085052.1,CABZ01085052.1
496,CABZ01085139.1,CABZ01085139.1
497,CABZ01085177.1,CABZ01085177.1
498,CABZ01085365.1,CABZ01085365.1
499,CABZ01085654.1,CABZ01085654.1
500,CABZ01086293.1,CABZ01086293.1
501,CABZ01086611.1,CABZ01086611.1
502,CABZ01086734.1,CABZ01086734.1
503,CABZ01087623.1,CABZ01087623.1
504,CABZ01087629.1,CABZ01087629.1
505,CABZ01087948.1,CABZ01087948.1
506,CABZ01088109.1,CABZ01088109.1
507,CABZ01088134.1,CABZ01088134.1
508,CABZ01088271.1,CABZ01088271.1
509,CABZ01088274.1,CABZ01088274.1
510,CABZ01088508.1,CABZ01088508.1
511,CABZ01089777.1,CABZ01089777.1
512,CABZ01090029.1,CABZ01090029.1
513,CABZ01090144.1,CABZ01090144.1
514,CABZ01090361.1,CABZ01090361.1
515,CABZ01090890.1,CABZ01090890.1
516,CABZ01092156.1,CABZ01092156.1
517,CABZ01092282.1,CABZ01092282.1
518,CABZ01093502.1,CABZ01093502.1
519,CABZ01095001.1,CABZ01095001.1
520,CABZ01095370.1,CABZ01095370.1
521,CABZ01097761.1,CABZ01097761.1
522,CABZ01098670.1,CABZ01098670.1
523,CABZ01099833.1,CABZ01099833.1
524,CABZ01099847.1,CABZ01099847.1
525,CABZ01100185.1,CABZ01100185.1
526,CABZ01100198.1,CABZ01100198.1
527,CABZ01100888.1,CABZ01100888.1
528,CABZ01102039.1,CABZ01102039.1
529,CABZ01102109.1,CABZ01102109.1
530,CABZ01102170.1,CABZ01102170.1
531,CABZ01102528.1,CABZ01102528.1
532,CABZ01103862.1,CABZ01103862.1
533,CABZ01109019.1,CABZ01109019.1
534,CABZ01109481.1,CABZ01109481.1
535,CABZ01109604.1,CABZ01109604.1
536,CABZ01110379.1,CABZ01110379.1
537,CABZ01110881.1,CABZ01110881.1
538,CABZ01111496.1,CABZ01111496.1
539,CABZ01111953.1,CABZ01111953.1
540,CABZ01111959.1,CABZ01111959.1
541,CABZ01112387.1,CABZ01112387.1
542,CABZ01113192.1,CABZ01113192.1
543,CABZ01113599.1,CABZ01113599.1
544,CABZ01113771.1,CABZ01113771.1
545,CABZ01113818.1,CABZ01113818.1
546,CABZ01114053.1,CABZ01114053.1
547,CABZ01114318.1,CABZ01114318.1
548,CABZ01115113.1,CABZ01115113.1
549,CABZ01117840.1,CABZ01117840.1
550,CABZ01118001.1,CABZ01118001.1
551,CABZ01118575.1,CABZ01118575.1
552,CABZ01118738.1,CABZ01118738.1
553,CAMK2N1,CAMK2N1
554,CCDC189,CCDC189
555,CCDC69,CCDC69
556,CCT2,CCT2
557,CDC37,CDC37
558,CDCP1,CDCP1
559,CDK2AP1,CDK2AP1
560,CDPF1,CDPF1
561,CFAP74,CFAP74
562,CHCHD5,CHCHD5
563,CIR1,CIR1
564,CKS2,CKS2
565,CLDN23,CLDN23
566,CLDN4,CLDN4
567,CNNM1,CNNM1
568,COA4,COA4
569,COLEC10,COLEC10
570,COLGALT1,COLGALT1
571,COMP,COMP
572,COX5B,COX5B
573,COX7A2,COX7A2
574,CR293507.1,CR293507.1
575,CR293509.1,CR293509.1
576,CR318588.3,CR318588.3
577,CR318588.4,CR318588.4
578,CR318601.1,CR318601.1
579,CR318607.1,CR318607.1
580,CR318653.1,CR318653.1
581,CR352232.1,CR352232.1
582,CR352258.1,CR352258.1
583,CR352263.1,CR352263.1
584,CR352285.1,CR352285.1
585,CR352342.1,CR352342.1
586,CR354435.1,CR354435.1
587,CR354435.3,CR354435.3
588,CR354435.4,CR354435.4
589,CR354435.6,CR354435.6
590,CR354444.1,CR354444.1
591,CR354540.1,CR354540.1
592,CR354542.1,CR354542.1
593,CR354588.1,CR354588.1
594,CR356227.1,CR356227.1
595,CR356233.1,CR356233.1
596,CR356236.1,CR356236.1
597,CR376737.1,CR376737.1
598,CR376740.2,CR376740.2
599,CR376766.2,CR376766.2
600,CR377211.3,CR377211.3
601,CR377211.4,CR377211.4
602,CR381618.1,CR381618.1
603,CR381647.1,CR381647.1
604,CR381686.4,CR381686.4
605,CR381686.5,CR381686.5
606,CR382300.1,CR382300.1
607,CR382300.3,CR382300.3
608,CR382370.2,CR382370.2
609,CR382372.1,CR382372.1
610,CR383662.5,CR383662.5
611,CR383676.1,CR383676.1
612,CR383676.2,CR383676.2
613,CR383680.2,CR383680.2
614,CR385035.1,CR385035.1
615,CR385050.1,CR385050.1
616,CR387919.1,CR387919.1
617,CR387996.1,CR387996.1
618,CR388029.1,CR388029.1
619,CR388052.1,CR388052.1
620,CR388077.1,CR388077.1
621,CR388132.2,CR388132.2
622,CR388143.1,CR388143.1
623,CR388166.2,CR388166.2
624,CR388231.3,CR388231.3
625,CR388373.2,CR388373.2
626,CR391940.1,CR391940.1
627,CR391986.1,CR391986.1
628,CR391991.4,CR391991.4
629,CR392042.1,CR392042.1
630,CR392045.1,CR392045.1
631,CR394528.1,CR394528.1
632,CR394546.3,CR394546.3
633,CR405715.1,CR405715.1
634,CR407701.1,CR407701.1
635,CR450686.3,CR450686.3
636,CR450764.10,CR450764.10
637,CR450805.1,CR450805.1
638,CR450808.1,CR450808.1
639,CR450808.3,CR450808.3
640,CR450818.1,CR450818.1
641,CR536604.1,CR536604.1
642,CR548622.1,CR548622.1
643,CR548622.2,CR548622.2
644,CR548634.2,CR548634.2
645,CR589944.1,CR589944.1
646,CR626886.1,CR626886.1
647,CR628323.3,CR628323.3
648,CR628327.1,CR628327.1
649,CR628365.1,CR628365.1
650,CR749163.1,CR749163.1
651,CR749168.2,CR749168.2
652,CR749763.5,CR749763.5
653,CR751227.2,CR751227.2
654,CR751602.1,CR751602.1
655,CR751602.2,CR751602.2
656,CR753876.1,CR753876.1
657,CR753886.1,CR753886.1
658,CR759794.1,CR759794.1
659,CR759841.1,CR759841.1
660,CR759843.2,CR759843.2
661,CR759875.5,CR759875.5
662,CR759892.1,CR759892.1
663,CR759918.1,CR759918.1
664,CR759927.2,CR759927.2
665,CR759927.3,CR759927.3
666,CR762431.1,CR762431.1
667,CR762436.1,CR762436.1
668,CR762480.1,CR762480.1
669,CR762480.2,CR762480.2
670,CR762483.1,CR762483.1
671,CR762497.1,CR762497.1
672,CR769769.2,CR769769.2
673,CR769778.1,CR769778.1
674,CR786571.3,CR786571.3
675,CR788230.1,CR788230.1
676,CR788235.1,CR788235.1
677,CR788249.1,CR788249.1
678,CR788316.3,CR788316.3
679,CR790380.1,CR790380.1
680,CR790382.3,CR790382.3
681,CR792439.1,CR792439.1
682,CR792441.1,CR792441.1
683,CR812832.1,CR812832.1
684,CR847503.1,CR847503.1
685,CR847503.2,CR847503.2
686,CR847543.1,CR847543.1
687,CR847566.1,CR847566.1
688,CR847571.1,CR847571.1
689,CR847785.1,CR847785.1
690,CR847793.1,CR847793.1
691,CR847895.1,CR847895.1
692,CR847898.4,CR847898.4
693,CR847906.1,CR847906.1
694,CR847936.1,CR847936.1
695,CR847936.6,CR847936.6
696,CR847939.1,CR847939.1
697,CR847953.1,CR847953.1
698,CR847984.1,CR847984.1
699,CR847994.1,CR847994.1
700,CR848040.4,CR848040.4
701,CR848047.1,CR848047.1
702,CR848667.1,CR848667.1
703,CR848705.1,CR848705.1
704,CR848741.1,CR848741.1
705,CR848763.1,CR848763.1
706,CR848788.1,CR848788.1
707,CR848788.2,CR848788.2
708,CR848791.3,CR848791.3
709,CR848812.1,CR848812.1
710,CR848836.1,CR848836.1
711,CR848841.1,CR848841.1
712,CR848844.1,CR848844.1
713,CR854827.3,CR854827.3
714,CR854839.1,CR854839.1
715,CR855277.2,CR855277.2
716,CR855277.3,CR855277.3
717,CR855307.1,CR855307.1
718,CR855311.1,CR855311.1
719,CR855320.3,CR855320.3
720,CR855337.1,CR855337.1
721,CR855389.1,CR855389.1
722,CR855389.2,CR855389.2
723,CR855860.1,CR855860.1
724,CR855996.2,CR855996.2
725,CR925761.3,CR925761.3
726,CR925761.4,CR925761.4
727,CR925804.2,CR925804.2
728,CR925813.1,CR925813.1
729,CR926459.1,CR926459.1
730,CR932000.1,CR932000.1
731,CR932364.1,CR932364.1
732,CR933730.1,CR933730.1
733,CR933734.3,CR933734.3
734,CR936300.1,CR936300.1
735,CR936321.1,CR936321.1
736,CR936482.1,CR936482.1
737,CR936975.1,CR936975.1
738,CR938716.1,CR938716.1
739,CR954963.1,CR954963.1
740,CR974475.1,CR974475.1
741,CRACR2A,CRACR2A
742,CSKMT,CSKMT
743,CSRNP3,CSRNP3
744,CT025585.1,CT025585.1
745,CT025690.1,CT025690.1
746,CT025742.1,CT025742.1
747,CT025897.1,CT025897.1
748,CT025912.1,CT025912.1
749,CT027578.1,CT027578.1
750,CT027702.1,CT027702.1
751,CT027718.1,CT027718.1
752,CT027744.2,CT027744.2
753,CT027815.1,CT027815.1
754,CT027980.1,CT027980.1
755,CT030144.1,CT030144.1
756,CT030188.1,CT030188.1
757,CT573065.1,CT573065.1
758,CT573103.1,CT573103.1
759,CT573148.1,CT573148.1
760,CT573239.1,CT573239.1
761,CT573248.2,CT573248.2
762,CT573256.1,CT573256.1
763,CT573342.1,CT573342.1
764,CT573344.1,CT573344.1
765,CT573366.1,CT573366.1
766,CT573383.1,CT573383.1
767,CT573433.1,CT573433.1
768,CT583646.2,CT583646.2
769,CT583651.2,CT583651.2
770,CT583672.1,CT583672.1
771,CT583687.1,CT583687.1
772,CT583687.2,CT583687.2
773,CT583708.1,CT583708.1
774,CT583723.2,CT583723.2
775,CT583728.23,CT583728.23
776,CT737123.1,CT737123.1
777,CT737162.2,CT737162.2
778,CT737190.2,CT737190.2
779,CT956002.2,CT956002.2
780,CT956093.1,CT956093.1
781,CT978957.2,CT978957.2
782,CT990561.1,CT990561.1
783,CT990618.1,CT990618.1
784,CT990625.1,CT990625.1
785,CU019624.1,CU019624.1
786,CU019662.1,CU019662.1
787,CU024870.1,CU024870.1
788,CU041319.2,CU041319.2
789,CU062501.1,CU062501.1
790,CU074419.2,CU074419.2
791,CU076099.1,CU076099.1
792,CU104716.1,CU104716.1
793,CU104731.1,CU104731.1
794,CU104777.1,CU104777.1
795,CU137645.3,CU137645.3
