orig_gene,proc_gene
tmem63a,tmem63a
pou3f2a,pou3f2a
faxca,faxca
ccnc,ccnc
ngs,ngs
pgm3,pgm3
si:ch73-352p4.8,sich73352p4.8
foxm1,foxm1
CU571169.1,CU571169.1
si:ch73-352p4.5,sich73352p4.5
pex26,pex26
usp18,usp18
lyrm5a,lyrm5a
slc5a8,slc5a8
utp20,utp20
arl1,arl1
tfec,tfec
MDFIC,MDFIC
CR356233.1,CR356233.1
foxp2,foxp2
ppp1r3aa,ppp1r3aa
si:dkey-112e7.2,sidkey112e7.2
gpr85,gpr85
BX950217.1,BX950217.1
tmem168a,tmem168a
ifrd1,ifrd1
dock4b,dock4b
CR388190.2,CR388190.2
lrrn3b,lrrn3b
CR354372.1,CR354372.1
tnni4a,tnni4a
cald1a,cald1a
tnnt2e,tnnt2e
BX649411.2,BX649411.2
BX649411.1,BX649411.1
lta4h,lta4h
elk3,elk3
BX649411.3,BX649411.3
cdk17,cdk17
si:ch1073-67j19.1,sich107367j19.1
si:ch1073-67j19.2,sich107367j19.2
phyh,phyh
ucmaa,ucmaa
mcm10,mcm10
nudt5,nudt5
cdc123,cdc123
camk1da,camk1da
ccdc3a,ccdc3a
optn,optn
si:ch211-240l19.8,sich211240l19.8
si:ch211-240l19.7,sich211240l19.7
si:ch211-240l19.6,sich211240l19.6
si:ch211-240l19.5,sich211240l19.5
wnk1b,wnk1b
CU695020.1,CU695020.1
ninj2,ninj2
ERC1,ERC1
erc1b,erc1b
wnt5b,wnt5b
fbxl14b,fbxl14b
BX649324.2,BX649324.2
adipor2,adipor2
BX842699.1,BX842699.1
ttll12,ttll12
pnpla3,pnpla3
sult4a1,sult4a1
mpped1,mpped1
scube1,scube1
samm50l,samm50l
aldh1l2,aldh1l2
si:dkey-48p11.3,sidkey48p11.3
slc41a2b,slc41a2b
chst11,chst11
nfyba,nfyba
hcfc2,hcfc2
avpr1ab,avpr1ab
srgap1b,srgap1b
C4H12orf66,C4H12orf66
ipo8,ipo8
tmtc1,tmtc1
zgc:55888,zgc55888
lmf2b,lmf2b
kitlgb,kitlgb
si:ch73-139j3.4,sich73139j3.4
lsm8,lsm8
tymp,tymp
shank3b,shank3b
cdnf,cdnf
hspa14,hspa14
dclre1c,dclre1c
meig1,meig1
tmem243b,tmem243b
BX901962.2,BX901962.2
BX901962.3,BX901962.3
BX901962.1,BX901962.1
dmtf1,dmtf1
ELAPOR2,ELAPOR2
tspan9b,tspan9b
mical3b,mical3b
svopl,svopl
si:dkeyp-27e10.3,sidkeyp27e10.3
parp12b,parp12b
ttc41,ttc41
hsp90b1,hsp90b1
glt8d2,glt8d2
fbxo18,fbxo18
adm2a,adm2a
si:dkey-22l11.6,sidkey22l11.6
sbf1,sbf1
naf1,naf1
ccdc136b,ccdc136b
flncb,flncb
kcnd2,kcnd2
tspan12,tspan12
ing3,ing3
cped1,cped1
wnt16,wnt16
stab2,stab2
CR383662.2,CR383662.2
CR383662.8,CR383662.8
CR383662.6,CR383662.6
CR383662.3,CR383662.3
CR383662.1,CR383662.1
CR383662.5,CR383662.5
ppfibp1a,ppfibp1a
CR383662.4,CR383662.4
syt10,syt10
si:ch211-161n3.5,sich211161n3.5
si:ch211-161n3.4,sich211161n3.4
si:ch211-161n3.3,sich211161n3.3
tmtc2a,tmtc2a
mettl25,mettl25
ccdc59,ccdc59
si:dkey-21h14.8,sidkey21h14.8
si:dkey-21h14.15,sidkey21h14.15
si:dkey-21h14.12,sidkey21h14.12
si:dkey-21h14.3,sidkey21h14.3
si:dkey-21h14.12-1,sidkey21h14.12-1
si:dkey-21h14.12-2,sidkey21h14.12-2
si:dkey-21h14.9,sidkey21h14.9
cracr2ab,cracr2ab
prmt8b,prmt8b
tspan11,tspan11
BX784029.2,BX784029.2
BX784029.3,BX784029.3
BX649349.1,BX649349.1
sema3aa,sema3aa
pcloa,pcloa
ankrd16,ankrd16
gdi2,gdi2
asb13a.1,asb13a.1
asb13a.2,asb13a.2
BX465862.5,BX465862.5
net1,net1
ENSDARG00000081841,ENSDARG00000081841
BX465862.4,BX465862.4
mkln1,mkln1
podxl,podxl
BX465862.3,BX465862.3
BX465862.2,BX465862.2
BX899181.1,BX899181.1
BX649350.2,BX649350.2
BX649350.1,BX649350.1
cyb5r3,cyb5r3
btbd11a,btbd11a
BX005210.1,BX005210.1
cry1a,cry1a
tnnt2c,tnnt2c
si:dkey-222f8.3,sidkey222f8.3
braf,braf
mrps33,mrps33
tmem178b,tmem178b
CR792454.1,CR792454.1
cnot4b,cnot4b
mkrn1,mkrn1
tmem121b,tmem121b
il17ra1a,il17ra1a
pimr214,pimr214
pimr171,pimr171
pimr168,pimr168
pimr169,pimr169
rergla,rergla
arhgef39,arhgef39
lmo3,lmo3
mgst1.1,mgst1.1
mgst1.2,mgst1.2
dera,dera
helb,helb
irak3,irak3
b2m,b2m
hmga2,hmga2
BX119963.4,BX119963.4
msrb3,msrb3
lemd3,lemd3
wif1,wif1
vhll,vhll
tmbim4,tmbim4
si:dkey-6a5.3,sidkey6a5.3
BX119963.2,BX119963.2
BX119963.1,BX119963.1
grip1,grip1
BX470116.1,BX470116.1
cand1,cand1
si:dkey-39a18.1,sidkey39a18.1
dyrk2,dyrk2
si:ch211-266a5.12,sich211266a5.12
ifng1,ifng1
ifng1r,ifng1r
il26,il26
il22,il22
mdm1,mdm1
calua,calua
opn1sw1,opn1sw1
dre-mir-729,dre-mir-729
tnpo3,tnpo3
irf5,irf5
ccdc87,ccdc87
pnpla8,pnpla8
si:dkeyp-81f3.4,sidkeyp81f3.4
nrcama,nrcama
cntn1b,cntn1b
pdzrn4,pdzrn4
gxylt1b,gxylt1b
pphln1,pphln1
yaf2,yaf2
zcrb1,zcrb1
prickle1b,prickle1b
CU469420.1,CU469420.1
CU469420.3,CU469420.3
CU469420.2,CU469420.2
CU469420.4,CU469420.4
CR786571.2,CR786571.2
CR786571.3,CR786571.3
CR786571.4,CR786571.4
CR786571.1,CR786571.1
pus7l,pus7l
twf1b,twf1b
nell2b,nell2b
prl2,prl2
nuak1a,nuak1a
BX571705.1,BX571705.1
si:dkey-261e22.4,sidkey261e22.4
plxnb2a,plxnb2a
plxnb2a-1,plxnb2a-1
si:ch211-127b11.1,sich211127b11.1
si:dkey-183c2.4,sidkey183c2.4
abcc9,abcc9
kcnj8,kcnj8
BX571719.2,BX571719.2
cmasa,cmasa
BX571719.4,BX571719.4
BX571719.1,BX571719.1
shisal1a,shisal1a
si:dkey-14k9.3,sidkey14k9.3
akr1b1.1,akr1b1.1
akr1b1.2,akr1b1.2
prdm4,prdm4
psmc2,psmc2
slc26a5,slc26a5
tspan33a,tspan33a
smo,smo
cax1,cax1
klhdc10,klhdc10
zc3hc1,zc3hc1
ube2h,ube2h
dre-mir-183,dre-mir-183
nrf1,nrf1
AL590150.2,AL590150.2
BX537358.1,BX537358.1
plxna4,plxna4
chchd3a,chchd3a
exoc4,exoc4
BX470240.1,BX470240.1
lrguk,lrguk
col7a1l,col7a1l
si:dkey-117n7.2,sidkey117n7.2
si:dkey-117n7.4,sidkey117n7.4
si:dkey-117n7.5,sidkey117n7.5
ucn3l,ucn3l
copg2,copg2
mest,mest
CR749763.5,CR749763.5
CR749763.4,CR749763.4
CR749763.3,CR749763.3
CR749763.1,CR749763.1
atp2b1a,atp2b1a
si:dkeyp-38g8.5,sidkeyp38g8.5
epyc,epyc
BX322608.1,BX322608.1
kera,kera
lum,lum
dcn,dcn
wu:fc23c09,wufc23c09
btg1,btg1
caprin2,caprin2
sinhcaf,sinhcaf
dennd5b,dennd5b
pkp2,pkp2
tcp11l2,tcp11l2
BX649500.1,BX649500.1
gys2,gys2
STMP1,STMP1
golt1ba,golt1ba
spx,spx
kiss2,kiss2
ldhba,ldhba
slc25a3a,slc25a3a
tmpoa,tmpoa
strap,strap
etnk1,etnk1
sox5,sox5
BX547928.1,BX547928.1
casc1,casc1
lrmp,lrmp
bcat1,bcat1
igf1,igf1
nup37,nup37
pmch,pmch
parpbp,parpbp
BX510924.1,BX510924.1
th2,th2
pah,pah
ascl1a,ascl1a
recql,recql
itfg2,itfg2
nrip2,nrip2
klhl42,klhl42
cwf19l1,cwf19l1
washc3,washc3
dram1,dram1
gnptab,gnptab
chpt1,chpt1
mybpc1,mybpc1
BX890572.1,BX890572.1
CT868708.1,CT868708.1
spi2,spi2
spic,spic
dnajb9b,dnajb9b
avpr2l,avpr2l
apaf1,apaf1
anks1b,anks1b
BX901882.1,BX901882.1
uhrf1bp1l,uhrf1bp1l
plxnc1,plxnc1
cradd,cradd
BX649398.2,BX649398.2
socs2,socs2
ncaph2,ncaph2
sco2,sco2
BX649398.3,BX649398.3
si:dkey-202b22.5,sidkey202b22.5
si:dkey-202b22.6,sidkey202b22.6
rint1,rint1
BX649398.1,BX649398.1
cdkn1ba,cdkn1ba
CDPF1,CDPF1
pparaa,pparaa
dre-let-7b,dre-let-7b
wnt7ba,wnt7ba
atxn10,atxn10
def6c,def6c
slc26a4,slc26a4
slc26a3.2,slc26a3.2
cbll1,cbll1
bik,bik
mcat-1,mcat-1
rap1b,rap1b
si:dkey-31f5.8,sidkey31f5.8
impdh1b,impdh1b
si:dkey-31f5.11,sidkey31f5.11
lepb,lepb
si:dkey-21o22.2,sidkey21o22.2
snd1,snd1
lrrc4.1,lrrc4.1
pax4,pax4
hgfa,hgfa
cacna2d1a,cacna2d1a
BX323820.1,BX323820.1
drd4-rs,drd4-rs
BX855618.1,BX855618.1
zgc:193726,zgc193726
atp6v1f,atp6v1f
lamtor4,lamtor4
gcc1,gcc1
dennd6b,dennd6b
ppp6r2a,ppp6r2a
fam3c,fam3c
si:dkey-159a18.1,sidkey159a18.1
cep83,cep83
lrrc17,lrrc17
sinup,sinup
ccdc146,ccdc146
fgl2a,fgl2a
gsap,gsap
stk38l,stk38l
cacna2d4a,cacna2d4a
lrtm2a,lrtm2a
cacna2d4a-1,cacna2d4a-1
dcp1b,dcp1b
cacna1c,cacna1c
BX248410.1,BX248410.1
napepld,napepld
ints13,ints13
rassf8b,rassf8b
BX248410.5,BX248410.5
zmp:0000000650,zmp0000000650
BX248410.4,BX248410.4
BX248410.2,BX248410.2
BX248410.3,BX248410.3
nav3,nav3
syt1a,syt1a
pawr,pawr
ppp1r12a,ppp1r12a
BX569790.3,BX569790.3
rps16,rps16
BX569790.1,BX569790.1
BX569790.2,BX569790.2
myf6,myf6
myf5,myf5
BX537156.1,BX537156.1
lin7a,lin7a
acss3,acss3
ppfia2,ppfia2
BX537308.1,BX537308.1
BX537162.1,BX537162.1
llph,llph
hcls1,hcls1
golgb1,golgb1
guca1a,guca1a
orc5,orc5
lhfpl3,lhfpl3
kmt2e,kmt2e
ndufb2,ndufb2
kdm7aa,kdm7aa
BX537168.1,BX537168.1
sema3c,sema3c
cd36,cd36
gnai1,gnai1
nup107,nup107
magi2a,magi2a
slc35e3,slc35e3
AL935183.1,AL935183.1
mdm2,mdm2
trhde.2,trhde.2
trhde.2-1,trhde.2-1
cpm,cpm
usp6nl,usp6nl
celf2,celf2
gata3,gata3
taf3,taf3
atp5f1c,atp5f1c
kin,kin
itih2,itih2
itih5,itih5
tmem110l,tmem110l
sfmbt2,sfmbt2
prkcq,prkcq
pfkfb3,pfkfb3
rbm17,rbm17
il15ra,il15ra
acot14,acot14
acot15,acot15
acot16,acot16
acot17,acot17
acot18,acot18
lamb1b,lamb1b
tmcc3,tmcc3
ndufa12,ndufa12
nr2c1,nr2c1
fgd6,fgd6
vezt,vezt
metap2a,metap2a
CT573048.1,CT573048.1
usp44,usp44
DEPDC4,DEPDC4
SCYL2,SCYL2
si:ch211-244b2.3,sich211244b2.3
si:ch211-244b2.4,sich211244b2.4
BX957270.1,BX957270.1
st8sia1,st8sia1
tnni1d,tnni1d
b4galnt3a,b4galnt3a
CU137645.1,CU137645.1
iqsec3a,iqsec3a
slc6a1l,slc6a1l
CR749777.1,CR749777.1
creld2,creld2
alg12,alg12
zbed4,zbed4
brd1a,brd1a
CR751234.1,CR751234.1
tafa5a,tafa5a
tbc1d22a,tbc1d22a
cerk,cerk
gramd4a,gramd4a
celsr1a,celsr1a
trmu,trmu
si:ch73-263o4.4,sich73263o4.4
tprkb,tprkb
alg10,alg10
CU694442.1,CU694442.1
znf1041,znf1041
znf1067,znf1067
si:ch73-289h5.5,sich73289h5.5
si:ch73-289h5.4,sich73289h5.4
znf1059,znf1059
BX088538.1,BX088538.1
zgc:174315,zgc174315
si:dkey-23a23.3,sidkey23a23.3
si:dkey-23a23.2,sidkey23a23.2
CR388132.1,CR388132.1
CR388132.2,CR388132.2
si:dkey-23a23.1,sidkey23a23.1
CR382372.1,CR382372.1
CR847895.1,CR847895.1
znf1140,znf1140
si:ch211-214c20.1,sich211214c20.1
BX248122.1,BX248122.1
si:ch211-214c20.1-1,sich211214c20.1-1
si:dkey-191j3.1,sidkey191j3.1
znf1119,znf1119
BX530097.1,BX530097.1
si:ch211-231i17.4,sich211231i17.4
znf1121,znf1121
znf1111,znf1111
znf1128,znf1128
si:rp71-7l19.2,sirp717l19.2
BX323560.1,BX323560.1
si:ch211-22k7.9,sich21122k7.9
si:dkey-265e15.2,sidkey265e15.2
CR936249.1,CR936249.1
si:dkey-233e3.3,sidkey233e3.3
CR394552.1,CR394552.1
znf1047,znf1047
znf1083,znf1083
si:dkey-199m13.7,sidkey199m13.7
CR383668.2,CR383668.2
CR383668.1,CR383668.1
znf1114,znf1114
si:dkey-199m13.5,sidkey199m13.5
si:dkey-199m13.4,sidkey199m13.4
znf1052,znf1052
CU302413.1,CU302413.1
si:dkey-16p19.5,sidkey16p19.5
CU207245.1,CU207245.1
zgc:172014,zgc172014
si:dkey-178j11.5,sidkey178j11.5
si:dkey-11n14.1,sidkey11n14.1
znf1099,znf1099
si:dkey-47k16.4,sidkey47k16.4
BX649620.1,BX649620.1
si:dkey-43f9.4,sidkey43f9.4
si:dkey-57l19.1,sidkey57l19.1
si:ch211-127b6.2,sich211127b6.2
znf996,znf996
si:dkey-19c16.12,sidkey19c16.12
si:dkey-265e15.5,sidkey265e15.5
BX548173.2,BX548173.2
BX548173.1,BX548173.1
si:dkey-16p6.1,sidkey16p6.1
BX539310.1,BX539310.1
si:dkey-72l17.5,sidkey72l17.5
BX649328.1,BX649328.1
BX649328.3,BX649328.3
CR450785.1,CR450785.1
si:dkey-72l17.6,sidkey72l17.6
CR450785.11,CR450785.11
zgc:174698,zgc174698
si:dkey-16p6.1-1,sidkey16p6.1-1
si:dkey-265e7.1,sidkey265e7.1
znf1085,znf1085
znf1108,znf1108
znf1042,znf1042
si:dkey-16p6.1-2,sidkey16p6.1-2
BX324003.2,BX324003.2
si:dkey-26h11.2,sidkey26h11.2
si:dkeyp-4f2.1,sidkeyp4f2.1
znf1112,znf1112
si:dkeyp-4f2.6,sidkeyp4f2.6
si:ch211-162i8.4,sich211162i8.4
si:dkey-247i3.6,sidkey247i3.6
si:dkey-247i3.5,sidkey247i3.5
znf1000,znf1000
znf1055,znf1055
si:dkeyp-4f2.3,sidkeyp4f2.3
znf1090,znf1090
si:dkeyp-4f2.3-1,sidkeyp4f2.3-1
znf1065,znf1065
si:dkey-247i3.1,sidkey247i3.1
CT027801.2,CT027801.2
CT027801.1,CT027801.1
si:dkey-84h14.2,sidkey84h14.2
si:dkey-84h14.1,sidkey84h14.1
si:ch211-197f20.1,sich211197f20.1
AL807749.1,AL807749.1
znf1026,znf1026
si:dkey-28i19.3,sidkey28i19.3
si:ch211-223g7.6,sich211223g7.6
si:ch211-246b8.5,sich211246b8.5
CT025695.1,CT025695.1
si:ch211-246b8.1,sich211246b8.1
si:ch211-246b8.2,sich211246b8.2
si:ch211-64i20.3,sich21164i20.3
si:dkeyp-51g9.4,sidkeyp51g9.4
AL645691.2,AL645691.2
AL645691.1,AL645691.1
si:ch211-237a4.2,sich211237a4.2
si:dkey-146m20.13,sidkey146m20.13
znf985,znf985
CR388228.1,CR388228.1
si:dkey-279j5.1,sidkey279j5.1
si:dkey-269p2.1,sidkey269p2.1
si:ch211-276i6.1,sich211276i6.1
zgc:174698-1,zgc1746981
CR847906.2,CR847906.2
CR847906.1,CR847906.1
si:dkeyp-4c4.2,sidkeyp4c4.2
CABZ01087265.1,CABZ01087265.1
zgc:174653,zgc174653
si:dkey-176f19.7,sidkey176f19.7
znf1089,znf1089
si:dkey-176f19.4,sidkey176f19.4
zgc:174180,zgc174180
znf1125,znf1125
znf1023,znf1023
si:dkey-176f19.1,sidkey176f19.1
si:ch211-271g18.4,sich211271g18.4
znf1109,znf1109
znf1116,znf1116
si:dkey-190j3.2,sidkey190j3.2
si:dkey-238o14.1,sidkey238o14.1
BX649453.1,BX649453.1
si:dkey-151g22.1,sidkey151g22.1
BX537137.3,BX537137.3
si:dkeyp-87d1.1,sidkeyp87d1.1
BX537137.1,BX537137.1
si:dkey-3p4.7,sidkey3p4.7
znf973,znf973
CR556708.2,CR556708.2
si:ch73-134f24.1,sich73134f24.1
si:dkeyp-86c4.1,sidkeyp86c4.1
si:dkey-106c17.2,sidkey106c17.2
znf1102,znf1102
znf1100,znf1100
si:dkey-3p4.1,sidkey3p4.1
znf1139,znf1139
si:dkey-3p4.8,sidkey3p4.8
si:dkey-207l24.2,sidkey207l24.2
si:ch211-271g18.1,sich211271g18.1
si:dkeyp-82b4.2,sidkeyp82b4.2
CR759843.2,CR759843.2
znf1051,znf1051
si:dkeyp-82b4.6,sidkeyp82b4.6
znf1016,znf1016
znf1071,znf1071
si:ch211-229l10.11,sich211229l10.11
znf1093,znf1093
si:ch211-229l10.4,sich211229l10.4
si:ch211-229l10.9,sich211229l10.9
si:ch211-209n20.3,sich211209n20.3
CR381657.1,CR381657.1
znf1092,znf1092
znf994,znf994
si:ch211-209n20.59,sich211209n20.59
si:ch211-209n20.1,sich211209n20.1
BX324212.1,BX324212.1
BX324212.2,BX324212.2
si:dkey-59l11.10,sidkey59l11.10
znf1127,znf1127
znf997,znf997
si:dkey-122c11.1,sidkey122c11.1
znf977,znf977
si:dkey-122c11.8,sidkey122c11.8
si:ch211-22k7.9-1,sich21122k7.9-1
si:ch73-236c18.2,sich73236c18.2
si:dkey-261o4.1,sidkey261o4.1
si:dkey-156k2.4,sidkey156k2.4
si:dkey-261o4.9,sidkey261o4.9
BX950868.2,BX950868.2
CR749167.2,CR749167.2
si:dkeyp-4c4.1,sidkeyp4c4.1
znf979,znf979
si:ch211-215p11.1,sich211215p11.1
BX649341.1,BX649341.1
si:dkey-5i16.5,sidkey5i16.5
si:ch211-238e22.8,sich211238e22.8
znf995,znf995
znf1102-1,znf1102-1
si:dkey-22h13.2,sidkey22h13.2
si:ch211-218h8.1,sich211218h8.1
si:dkey-22h13.3,sidkey22h13.3
si:ch211-218h8.3,sich211218h8.3
BX901907.1,BX901907.1
BX901907.4,BX901907.4
BX901907.3,BX901907.3
si:dkey-57c22.1,sidkey57c22.1
si:dkey-207m2.4,sidkey207m2.4
si:dkey-285e18.2,sidkey285e18.2
AL845295.1,AL845295.1
si:dkey-285e18.5,sidkey285e18.5
si:dkey-285e18.6,sidkey285e18.6
zgc:174650,zgc174650
znf1136,znf1136
BX571664.1,BX571664.1
si:dkeyp-82h4.1,sidkeyp82h4.1
si:dkeyp-82h4.3,sidkeyp82h4.3
si:dkey-16p19.1,sidkey16p19.1
znf1062,znf1062
si:ch211-73m21.1,sich21173m21.1
CR382294.1,CR382294.1
si:ch211-181p13.2,sich211181p13.2
si:dkey-16p19.5-1,sidkey16p19.5-1
CR388165.10,CR388165.10
si:dkey-16p19.8,sidkey16p19.8
CR388165.1,CR388165.1
znf987,znf987
BX088603.2,BX088603.2
si:dkeyp-44d3.1,sidkeyp44d3.1
si:dkeyp-44d3.3,sidkeyp44d3.3
znf1094,znf1094
BX088603.3,BX088603.3
si:dkeyp-44d3.5,sidkeyp44d3.5
znf976,znf976
BX088603.1,BX088603.1
CR855306.1,CR855306.1
znf1049,znf1049
si:dkey-237m9.2,sidkey237m9.2
si:dkey-237m9.1,sidkey237m9.1
si:ch211-268b14.2,sich211268b14.2
CR954226.3,CR954226.3
CR954226.2,CR954226.2
znf1145,znf1145
si:ch211-142b24.8,sich211142b24.8
si:dkeyp-85d8.5,sidkeyp85d8.5
zgc:174696,zgc174696
znf1060,znf1060
CR854948.1,CR854948.1
znf1148,znf1148
si:ch211-142b24.2,sich211142b24.2
si:ch211-76m11.8,sich21176m11.8
si:dkey-4e4.1,sidkey4e4.1
znf1118,znf1118
BX511066.2,BX511066.2
BX511066.1,BX511066.1
si:ch211-59d8.2,sich21159d8.2
si:ch211-59d8.3,sich21159d8.3
si:dkey-16p6.1-3,sidkey16p6.1-3
si:dkey-11d20.1,sidkey11d20.1
znf1053,znf1053
CT027759.1,CT027759.1
si:zfos-451d2.2,sizfos451d2.2
si:dkey-54j5.2,sidkey54j5.2
znf1072,znf1072
znf1137,znf1137
BX927135.1,BX927135.1
si:dkey-16p6.2,sidkey16p6.2
si:ch211-76m11.5,sich21176m11.5
si:dkey-29j8.1,sidkey29j8.1
si:dkeyp-53e4.1,sidkeyp53e4.1
si:dkey-29j8.2,sidkey29j8.2
BX927253.2,BX927253.2
BX927253.3,BX927253.3
BX927253.1,BX927253.1
znf1073,znf1073
si:dkeyp-53e4.2,sidkeyp53e4.2
BX664605.1,BX664605.1
si:dkeyp-53e4.4,sidkeyp53e4.4
si:dkey-16p6.4,sidkey16p6.4
si:dkey-29p23.2,sidkey29p23.2
si:dkey-29p23.1,sidkey29p23.1
zgc:173705,zgc173705
si:ch211-226o13.1,sich211226o13.1
si:dkey-261p22.1,sidkey261p22.1
si:ch211-226o13.3,sich211226o13.3
znf1104,znf1104
si:dkey-4j21.2,sidkey4j21.2
CABZ01015525.1,CABZ01015525.1
si:dkeyp-100h4.1,sidkeyp100h4.1
si:dkey-7j22.1,sidkey7j22.1
si:dkey-7j22.2,sidkey7j22.2
znf1115,znf1115
si:dkey-7j22.4,sidkey7j22.4
BX897720.1,BX897720.1
si:dkey-16p6.1-4,sidkey16p6.1-4
si:dkeyp-77c4.5,sidkeyp77c4.5
znf1107,znf1107
znf1137-1,znf1137-1
BX649307.1,BX649307.1
znf980,znf980
si:dkey-51d8.1,sidkey51d8.1
si:ch211-227e10.6,sich211227e10.6
BX649516.1,BX649516.1
si:dkey-51d8.3,sidkey51d8.3
si:dkey-51d8.6,sidkey51d8.6
znf1046,znf1046
BX649516.2,BX649516.2
si:dkey-51d8.9,sidkey51d8.9
BX649516.4,BX649516.4
znf1021,znf1021
znf1115-1,znf1115-1
znf1138,znf1138
si:ch211-162i8.2,sich211162i8.2
si:dkey-247i3.6-1,sidkey247i3.6-1
si:ch211-162i8.5,sich211162i8.5
si:dkey-16p6.1-5,sidkey16p6.1-5
si:ch211-162i8.4-1,sich211162i8.4-1
BX649518.1,BX649518.1
si:ch211-162i8.7,sich211162i8.7
si:dkey-256i11.3,sidkey256i11.3
si:dkey-256i11.6,sidkey256i11.6
si:dkey-256i11.2,sidkey256i11.2
BX649399.21,BX649399.21
znf1038,znf1038
BX927193.2,BX927193.2
zgc:173702,zgc173702
si:dkey-16p6.1-6,sidkey16p6.1-6
BX927336.3,BX927336.3
