,orig_gene,proc_gene
3649,znf507,znf507
3650,si:ch211-186j3.3,sich211186j3.3
3651,dpy19l3,dpy19l3
3652,AL935126.2,AL935126.2
3653,AL935126.1,AL935126.1
3654,si:ch211-186j3.6,sich211186j3.6
3655,CABZ01040166.1,CABZ01040166.1
3656,CABZ01040175.1,CABZ01040175.1
3657,mtss1lb,mtss1lb
3658,CR354581.1,CR354581.1
3659,cpeb1b,cpeb1b
3660,rbpms2b,rbpms2b
3661,BX663612.2,BX663612.2
3662,oaz2b,oaz2b
3663,slc25a44b,slc25a44b
3664,BX663612.1,BX663612.1
3665,crabp1b,crabp1b
3666,sin3ab,sin3ab
3667,lingo1b,lingo1b
3668,AL928843.1,AL928843.1
3669,kcnq1.1,kcnq1.1
3670,cdkn1ca,cdkn1ca
3671,trpm5,trpm5
3672,AL929208.1,AL929208.1
3673,traf6,traf6
3674,AL929208.2,AL929208.2
3675,acana,acana
3676,mfge8a,mfge8a
3677,cpt1aa,cpt1aa
3678,igf2a,igf2a
3679,BX001047.1,BX001047.1
3680,si:ch211-288d18.1,sich211288d18.1
3681,b4galnt4b,b4galnt4b
3682,AL928628.2,AL928628.2
3683,AL928628.1,AL928628.1
3684,abtb2a,abtb2a
3685,brsk2b,brsk2b
3686,tsg101b,tsg101b
3687,hrasb,hrasb
3688,rassf7b,rassf7b
3689,ascl1b,ascl1b
3690,ascl1b-1,ascl1b-1
3691,fjx1,fjx1
3692,PAMR1,PAMR1
3693,slc1a2a,slc1a2a
3694,cd44a,cd44a
3695,apip,apip
3696,AL954846.1,AL954846.1
3697,lrrc4cb,lrrc4cb
3698,hsd17b12b,hsd17b12b
3699,CU695004.1,CU695004.1
3700,CR376774.1,CR376774.1
3701,dre-mir-129-2,dre-mir-129-2
3702,ttc17,ttc17
3703,prc1b,prc1b
3704,vps33b,vps33b
3705,hddc3,hddc3
3706,mfap1,mfap1
3707,hypk,hypk
3708,serinc4,serinc4
3709,adamtsl5,adamtsl5
3710,crtc3,crtc3
3711,iqgap1,iqgap1
3712,CABZ01045518.1,CABZ01045518.1
3713,si:ch73-380l10.2,sich73380l10.2
3714,dthd1,dthd1
3715,CU672227.1,CU672227.1
3716,per1b,per1b
3717,pcolceb,pcolceb
3718,PAQR9,PAQR9
3719,CR318600.3,CR318600.3
3720,ankrd46b,ankrd46b
3721,col4a6,col4a6
3722,CR318600.2,CR318600.2
3723,col4a5,col4a5
3724,CR936978.1,CR936978.1
3725,CR354588.1,CR354588.1
3726,gc2,gc2
3727,rasl11a,rasl11a
3728,usp12b,usp12b
3729,arhgap36,arhgap36
3730,CR381676.1,CR381676.1
3731,nhsl2,nhsl2
3732,CR318655.1,CR318655.1
3733,rps4x,rps4x
3734,cited1,cited1
3735,hdac8,hdac8
3736,hdac8-1,hdac8-1
3737,leap2,leap2
3738,bmp15,bmp15
3739,got2b,got2b
3740,BX957362.5,BX957362.5
3741,slc38a7,slc38a7
3742,BX957362.2,BX957362.2
3743,si:ch211-122f10.4,sich211122f10.4
3744,BX957362.1,BX957362.1
3745,BX957362.4,BX957362.4
3746,BX957362.3,BX957362.3
3747,cyp2x10.2,cyp2x10.2
3748,cyp2x10.2-1,cyp2x10.2-1
3749,cyp2x12,cyp2x12
3750,si:dkey-286h2.3,sidkey286h2.3
3751,CT737190.1,CT737190.1
3752,tmem208,tmem208
3753,katnb1,katnb1
3754,CT737190.2,CT737190.2
3755,SLCO3A1,SLCO3A1
3756,gnrhr2,gnrhr2
3757,wdr93,wdr93
3758,BX324153.1,BX324153.1
3759,myzap,myzap
3760,cgnl1,cgnl1
3761,tcf12,tcf12
3762,BX323544.1,BX323544.1
3763,BX323544.2,BX323544.2
3764,znf280d,znf280d
3765,mtfmt,mtfmt
3766,ppip5k1a,ppip5k1a
3767,CT030160.1,CT030160.1
3768,map1aa,map1aa
3769,tp53bp1,tp53bp1
3770,tubgcp4,tubgcp4
3771,CU469544.1,CU469544.1
3772,cdkn2aip,cdkn2aip
3773,cart3,cart3
3774,CABZ01070527.1,CABZ01070527.1
3775,cdh1,cdh1
3776,BX322631.2,BX322631.2
3777,cdh29,cdh29
3778,BX322631.1,BX322631.1
3779,cdh28,cdh28
3780,cdh30,cdh30
3781,trip4,trip4
3782,znf609b,znf609b
3783,gramd2aa,gramd2aa
3784,BX649433.1,BX649433.1
3785,chrna7,chrna7
3786,neo1a,neo1a
3787,rps17,rps17
3788,csnk1g1,csnk1g1
3789,pacsin3,pacsin3
3790,fadd,fadd
3791,ano1,ano1
3792,zgc:153993,zgc153993
3793,CU896555.1,CU896555.1
3794,fgf3,fgf3
3795,AL929586.1,AL929586.1
3796,fgf4,fgf4
3797,fgf19,fgf19
3798,lto1,lto1
3799,ccnd1,ccnd1
3800,BX323041.1,BX323041.1
3801,CABZ01069569.1,CABZ01069569.1
3802,tpcn2,tpcn2
3803,nadsyn1,nadsyn1
3804,LO018311.1,LO018311.1
3805,snai3,snai3
3806,cdh31,cdh31
3807,BX088687.1,BX088687.1
3808,rnf166,rnf166
3809,ctu2,ctu2
3810,piezo1,piezo1
3811,cdt1,cdt1
3812,aprt,aprt
3813,galns,galns
3814,trappc2l,trappc2l
3815,pabpn1l,pabpn1l
3816,cbfa2t3,cbfa2t3
3817,ACSF3,ACSF3
3818,AL954648.1,AL954648.1
3819,cdh15,cdh15
3820,spg7,spg7
3821,ankrd11,ankrd11
3822,slc22a31,slc22a31
3823,ist1,ist1
3824,dhodh,dhodh
3825,CR382281.1,CR382281.1
3826,hp,hp
3827,sult5a1,sult5a1
3828,dpep1,dpep1
3829,kcng4b,kcng4b
3830,zgc:194679,zgc194679
3831,nqo1,nqo1
3832,ENSDARG00000059529,ENSDARG00000059529
3833,csnk2a2a,csnk2a2a
3834,si:ch211-146m13.3,sich211146m13.3
3835,senp8,senp8
3836,myo9aa,myo9aa
3837,scamp2l,scamp2l
3838,enosf1,enosf1
3839,ADAMTS7,ADAMTS7
3840,BX470176.1,BX470176.1
3841,rxfp3.3a2,rxfp3.3a2
3842,CT030048.1,CT030048.1
3843,drd4b,drd4b
3844,sirt3,sirt3
3845,pde5ab,pde5ab
3846,BX664603.1,BX664603.1
3847,mad2l1,mad2l1
3848,arsj,arsj
3849,camk2d1,camk2d1
3850,ank2b,ank2b
3851,nsmaf,nsmaf
3852,ggh,ggh
3853,unm-hu7910,unm-hu7910
3854,sdcbp,sdcbp
3855,CR354540.1,CR354540.1
3856,CR354540.2,CR354540.2
3857,penkb,penkb
3858,sdr16c5b,sdr16c5b
3859,chchd7,chchd7
3860,plag1,plag1
3861,rps20,rps20
3862,ENSDARG00000083158,ENSDARG00000083158
3863,zgc:56231,zgc56231
3864,sox17,sox17
3865,sox32,sox32
3866,mrpl15,mrpl15
3867,lypla1,lypla1
3868,CU681855.1,CU681855.1
3869,mrc1a,mrc1a
3870,CR376779.1,CR376779.1
3871,hacd1,hacd1
3872,fastkd3,fastkd3
3873,chmp5b,chmp5b
3874,dennd4c,dennd4c
3875,BX005437.2,BX005437.2
3876,haus6,haus6
3877,ENSDARG00000103500,ENSDARG00000103500
3878,ostc,ostc
3879,nagk,nagk
3880,dok1b,dok1b
3881,m1ap,m1ap
3882,SEMA4F,SEMA4F
3883,slx1b,slx1b
3884,BOLA2,BOLA2
3885,larp7,larp7
3886,rpl34,rpl34
3887,trmt44,trmt44
3888,BX088542.1,BX088542.1
3889,gpr78b,gpr78b
3890,CR384075.1,CR384075.1
3891,etnppl,etnppl
3892,BX511067.1,BX511067.1
3893,hspa12b,hspa12b
3894,cct7,cct7
3895,slc8a4b,slc8a4b
3896,plcb3,plcb3
3897,ppp1r14bb,ppp1r14bb
3898,brms1,brms1
3899,pcxb,pcxb
3900,lrfn4b,lrfn4b
3901,BX294163.1,BX294163.1
3902,BX470112.1,BX470112.1
3903,nwd2,nwd2
3904,AL935029.1,AL935029.1
3905,zgc:194930,zgc194930
3906,rell1,rell1
3907,rwdd,rwdd
3908,adam19a,adam19a
3909,lrch4,lrch4
3910,CR589943.1,CR589943.1
3911,CR589943.2,CR589943.2
3912,acox3,acox3
3913,HTRA3,HTRA3
3914,SH3TC1,SH3TC1
3915,CR382383.2,CR382383.2
3916,tdrd7b,tdrd7b
3917,plaa,plaa
3918,smim20,smim20
3919,rbpjb,rbpjb
3920,CCKAR,CCKAR
3921,tbc1d19,tbc1d19
3922,stim2b,stim2b
3923,BX510329.1,BX510329.1
3924,BX649297.1,BX649297.1
3925,CR318620.1,CR318620.1
3926,CU467070.1,CU467070.1
3927,pcdh7b,pcdh7b
3928,si:ch211-208g1.1,sich211208g1.1
3929,CR354398.1,CR354398.1
3930,CR387919.1,CR387919.1
3931,CR848055.1,CR848055.1
3932,zdhhc21,zdhhc21
3933,adgrg3,adgrg3
3934,sinhcafl-1,sinhcafl-1
3935,dennd5a,dennd5a
3936,tmem41b,tmem41b
3937,ipo7,ipo7
3938,ENSDARG00000082611,ENSDARG00000082611
3939,pkd1l2a,pkd1l2a
3940,bco1l,bco1l
3941,bco1,bco1
3942,bola3,bola3
3943,vat1l,vat1l
3944,CU856172.1,CU856172.1
3945,CLEC3A,CLEC3A
3946,usp47,usp47
3947,dkk3a,dkk3a
3948,mical2a,mical2a
3949,parvab,parvab
3950,FP016235.1,FP016235.1
3951,tead1b,tead1b
3952,RASSF10,RASSF10
3953,CT573494.1,CT573494.1
3954,CR318647.1,CR318647.1
3955,arntl1b,arntl1b
3956,btbd10b,btbd10b
3957,pth1b,pth1b
3958,CR318598.1,CR318598.1
3959,galnt18b,galnt18b
3960,AL808121.1,AL808121.1
3961,tmem176l.3b,tmem176l.3b
3962,eif4g2a,eif4g2a
3963,CU467652.1,CU467652.1
3964,ctr9,ctr9
3965,mrvi1,mrvi1
3966,lyve1a,lyve1a
3967,ampd3a,ampd3a
3968,adma,adma
3969,sbf2,sbf2
3970,CU571259.1,CU571259.1
3971,swap70a,swap70a
3972,znf143a,znf143a
3973,pkd1l2b,pkd1l2b
3974,pkd1l2b-1,pkd1l2b-1
3975,psmd7,psmd7
3976,nfat5b,nfat5b
3977,kars1,kars1
3978,gcshb,gcshb
3979,rpl13,rpl13
3980,ENSDARG00000104104,ENSDARG00000104104
3981,CU683900.1,CU683900.1
3982,CU683900.2,CU683900.2
3983,cpne7,cpne7
3984,CR388184.2,CR388184.2
3985,zgc:162592,zgc162592
3986,CR388184.1,CR388184.1
3987,cyb5b,cyb5b
3988,CU469577.1,CU469577.1
3989,dhx38,dhx38
3990,pmfbp1,pmfbp1
3991,si:ch73-315f9.2,sich73315f9.2
3992,CU467042.1,CU467042.1
3993,BX511086.1,BX511086.1
3994,BX511086.2,BX511086.2
3995,zfhx3,zfhx3
3996,CU468723.3,CU468723.3
3997,CU468723.1,CU468723.1
3998,CU468723.2,CU468723.2
3999,CU468723.4,CU468723.4
4000,CR450727.1,CR450727.1
4001,CU694206.1,CU694206.1
4002,CABZ01057496.1,CABZ01057496.1
4003,hnf4b,hnf4b
4004,CABZ01057488.1,CABZ01057488.1
4005,crispld2,crispld2
4006,usp10,usp10
4007,marveld3,marveld3
4008,phlpp2,phlpp2
4009,ap1g1,ap1g1
4010,ZNF821,ZNF821
4011,atxn1l,atxn1l
4012,elp5,elp5
4013,ctdnep1b,ctdnep1b
4014,gabarapb,gabarapb
4015,spata6l,spata6l
4016,CU672220.1,CU672220.1
4017,slc1a1,slc1a1
4018,RAP1GDS1,RAP1GDS1
4019,tspan5a,tspan5a
4020,LO018231.1,LO018231.1
4021,frem1a,frem1a
4022,USP53,USP53
4023,myoz2a,myoz2a
4024,FO818704.1,FO818704.1
4025,FO818704.2,FO818704.2
4026,CABZ01112896.1,CABZ01112896.1
4027,sec24d,sec24d
4028,KCNIP4,KCNIP4
4029,adgra3,adgra3
4030,gba3,gba3
4031,ppargc1a,ppargc1a
4032,BX000523.1,BX000523.1
4033,dhx15,dhx15
4034,sod3a,sod3a
4035,ccdc149a,ccdc149a
4036,CABZ01074298.1,CABZ01074298.1
4037,lgi2a,lgi2a
4038,sepsecs,sepsecs
4039,aco1,aco1
4040,CU651662.1,CU651662.1
4041,ppp1r15a,ppp1r15a
4042,acer2,acer2
4043,tyms,tyms
4044,adcyap1a,adcyap1a
4045,mettl4,mettl4
4046,smchd1,smchd1
4047,emilin2b,emilin2b
4048,myom1b,myom1b
4049,myl12.1,myl12.1
4050,nsun6,nsun6
4051,cacnb2a,cacnb2a
4052,CU607104.1,CU607104.1
4053,CABZ01083440.1,CABZ01083440.1
4054,lrp4,lrp4
4055,psmd9,psmd9
4056,ywhae2,ywhae2
4057,CU571069.1,CU571069.1
4058,LO018380.1,LO018380.1
4059,FP236734.1,FP236734.1
4060,SIPA1,SIPA1
4061,CABZ01071191.1,CABZ01071191.1
4062,RASGRP2,RASGRP2
4063,CU463038.2,CU463038.2
4064,slc35c1,slc35c1
4065,tollip,tollip
4066,muc5.3,muc5.3
4067,muc5f,muc5f
4068,CU459012.3,CU459012.3
4069,rph3ab,rph3ab
4070,CU459012.1,CU459012.1
4071,HECTD4,HECTD4
4072,mrpl21,mrpl21
4073,MAPK8IP1,MAPK8IP1
4074,CABZ01057364.2,CABZ01057364.2
4075,CABZ01057364.1,CABZ01057364.1
4076,FO905040.1,FO905040.1
4077,CU929444.1,CU929444.1
4078,ADGRL3,ADGRL3
4079,CABZ01067169.1,CABZ01067169.1
4080,dre-mir-31,dre-mir-31
4081,CABZ01083442.1,CABZ01083442.1
4082,CABZ01081777.1,CABZ01081777.1
4083,SLC24A2,SLC24A2
4084,AL929105.1,AL929105.1
4085,si:ch211-142d6.2,sich211142d6.2
4086,cbln6,cbln6
4087,cbln8,cbln8
4088,arhgef40,arhgef40
4089,znf219,znf219
4090,si:dkey-46i9.1,sidkey46i9.1
4091,btr12,btr12
4092,si:dkey-46i9.6,sidkey46i9.6
4093,BX664721.1,BX664721.1
4094,BX664721.2,BX664721.2
4095,casq1b,casq1b
4096,BX664721.3,BX664721.3
4097,pea15,pea15
4098,si:ch73-252p3.1,sich73252p3.1
4099,hist1h4l-7,hist1h4l-7
4100,FP236812.1,FP236812.1
4101,zgc:163061,zgc163061
4102,zgc:173587,zgc173587
4103,zgc:92594,zgc92594
4104,caap1,caap1
4105,zgc:173552-1,zgc1735521
4106,si:ch211-113a14.19,sich211113a14.19
4107,zgc:163061-1,zgc1630611
4108,FP236812.2,FP236812.2
4109,hist1h4l-8,hist1h4l-8
4110,zgc:173552-2,zgc1735522
4111,si:ch211-113a14.19-1,sich211113a14.19-1
4112,CU694197.1,CU694197.1
4113,CU694197.2,CU694197.2
4114,CU929544.1,CU929544.1
4115,tyrp1a,tyrp1a
4116,cldnd1a,cldnd1a
4117,rbpms,rbpms
4118,ppp1cbl,ppp1cbl
4119,dcc,dcc
4120,trabd2a,trabd2a
4121,HOOK3,HOOK3
4122,rnf170,rnf170
4123,june,june
4124,thap1,thap1
4125,ift74,ift74
4126,LO017838.1,LO017838.1
4127,tek,tek
4128,CU855580.1,CU855580.1
4129,BX537263.3,BX537263.3
4130,BX537263.1,BX537263.1
4131,zgc:158463,zgc158463
4132,BX537263.5,BX537263.5
4133,BX537263.2,BX537263.2
4134,BX537263.4,BX537263.4
4135,fubp3,fubp3
4136,FP102032.1,FP102032.1
4137,mbd2,mbd2
4138,rnf185,rnf185
4139,si:zfos-128g4.1,sizfos128g4.1
4140,si:zfos-128g4.2,sizfos128g4.2
4141,LO017799.1,LO017799.1
4142,YTHDC2,YTHDC2
4143,LO017790.2,LO017790.2
4144,surf4,surf4
4145,CU694263.1,CU694263.1
4146,surf2,surf2
4147,C5H9orf16,C5H9orf16
4148,ciz1a,ciz1a
4149,dnm1a,dnm1a
4150,dre-mir-199-2,dre-mir-199-2
4151,golga2,golga2
4152,haus4,haus4
4153,ddrgk1,ddrgk1
4154,myl2a,myl2a
4155,PPP1CA,PPP1CA
4156,mcc,mcc
4157,rcl1,rcl1
4158,dre-mir-101b,dre-mir-101b
4159,zgc:101699,zgc101699
4160,si:ch73-55i23.1,sich7355i23.1
4161,si:ch73-55i23.1-1,sich7355i23.1-1
4162,rplp0,rplp0
4163,CT573103.1,CT573103.1
4164,CT573103.5,CT573103.5
4165,CT573103.2,CT573103.2
4166,dhx33,dhx33
4167,CT573103.4,CT573103.4
4168,CT573103.3,CT573103.3
4169,nupr1a,nupr1a
4170,vkorc1l1,vkorc1l1
4171,gusb,gusb
4172,CR931815.1,CR931815.1
4173,ca4a,ca4a
4174,cita,cita
4175,CABZ01053329.1,CABZ01053329.1
4176,CABZ01053333.1,CABZ01053333.1
4177,RAB35,RAB35
4178,gng10,gng10
4179,rabepk,rabepk
4180,hspa5,hspa5
4181,lzts3a,lzts3a
4182,FQ323163.1,FQ323163.1
4183,hpda,hpda
4184,hsf5,hsf5
4185,supt4h1,supt4h1
4186,dre-mir-142a,dre-mir-142a
4187,CABZ01076737.1,CABZ01076737.1
4188,CABZ01076744.1,CABZ01076744.1
4189,CABZ01084961.1,CABZ01084961.1
4190,CABZ01074085.1,CABZ01074085.1
4191,ywhag1,ywhag1
4192,hspb1,hspb1
4193,si:zfos-375h5.1,sizfos375h5.1
4194,FO704648.2,FO704648.2
4195,FO704648.1,FO704648.1
4196,mlxipl,mlxipl
4197,mlxipl-1,mlxipl-1
4198,rpain,rpain
4199,c1qbp,c1qbp
4200,znhit3,znhit3
4201,CU655870.1,CU655870.1
4202,myo19,myo19
4203,pigw,pigw
4204,ggnbp2,ggnbp2
4205,dhrs11a,dhrs11a
4206,si:ch211-283g2.1,sich211283g2.1
4207,si:ch211-283g2.2,sich211283g2.2
4208,si:ch211-283g2.2-1,sich211283g2.2-1
4209,si:ch211-283g2.3,sich211283g2.3
4210,srrt,srrt
4211,prdx4,prdx4
4212,sat1a.1,sat1a.1
4213,sat1a.2,sat1a.2
4214,apooa,apooa
4215,CABZ01079241.1,CABZ01079241.1
4216,zgc:153704,zgc153704
4217,cst14b.1,cst14b.1
4218,CABZ01058650.1,CABZ01058650.1
4219,CABZ01058647.1,CABZ01058647.1
4220,cst14b.2,cst14b.2
4221,FO834903.1,FO834903.1
4222,CU915770.1,CU915770.1
4223,CU915770.2,CU915770.2
4224,angptl2a,angptl2a
4225,zbtb43,zbtb43
4226,BX511196.1,BX511196.1
4227,lmx1ba,lmx1ba
4228,mvb12ba,mvb12ba
4229,pbx3a,pbx3a
4230,CU929057.1,CU929057.1
4231,mapkap1,mapkap1
4232,rabl6a,rabl6a
4233,CABZ01075627.1,CABZ01075627.1
4234,CABZ01075628.1,CABZ01075628.1
4235,unm-sa808,unm-sa808
4236,TNC,TNC
4237,zgc:73226,zgc73226
4238,CABZ01037298.1,CABZ01037298.1
4239,crybb3,crybb3
4240,tnks1bp1,tnks1bp1
4241,CABZ01074478.1,CABZ01074478.1
4242,zgc:110796,zgc110796
4243,pxna,pxna
4244,CU856358.1,CU856358.1
4245,ostf1,ostf1
4246,areg,areg
4247,me2,me2
4248,elac1,elac1
4249,smad4b,smad4b
4250,CT955987.1,CT955987.1
4251,CABZ01041961.1,CABZ01041961.1
4252,stpg2,stpg2
4253,CABZ01041962.1,CABZ01041962.1
4254,CABZ01087503.1,CABZ01087503.1
4255,CABZ01087502.1,CABZ01087502.1
4256,UNC5C,UNC5C
4257,CU856253.1,CU856253.1
4258,bmpr1ba,bmpr1ba
4259,ANGPTL2,ANGPTL2
4260,CABZ01069879.1,CABZ01069879.1
4261,pdlim5a,pdlim5a
4262,opn4xb,opn4xb
4263,EGFLAM,EGFLAM
4264,FP016143.1,FP016143.1
4265,gdnfb,gdnfb
4266,nipbla,nipbla
4267,slc1a3a,slc1a3a
4268,lmbrd2a,lmbrd2a
4269,si:ch1073-475a24.1,sich1073475a24.1
4270,FP102192.1,FP102192.1
4271,FP102192.2,FP102192.2
4272,spef2,spef2
4273,lifra,lifra
4274,osmr,osmr
4275,rictora,rictora
4276,fyba,fyba
4277,BX897662.1,BX897662.1
4278,BX897662.3,BX897662.3
4279,zgc:153352,zgc153352
4280,paip1,paip1
4281,mybbp1a,mybbp1a
4282,BX897662.2,BX897662.2
4283,CR854981.1,CR854981.1
4284,fgf10b,fgf10b
4285,adamts12,adamts12
4286,agpat9l,agpat9l
4287,AL928901.1,AL928901.1
4288,tnksb,tnksb
4289,si:ch211-155m12.1,sich211155m12.1
4290,idua,idua
4291,atp5meb,atp5meb
4292,kcnv2b,kcnv2b
4293,si:ch211-215m21.22,sich211215m21.22
4294,pimr123,pimr123
4295,rchy1,rchy1
4296,AL845369.1,AL845369.1
4297,AL845369.2,AL845369.2
4298,lrp13,lrp13
4299,si:ch211-12e13.1,sich21112e13.1
4300,si:ch211-12e13.12,sich21112e13.12
4301,susd1,susd1
4302,CU929094.2,CU929094.2
4303,CU929094.1,CU929094.1
4304,shoc1,shoc1
4305,tal2,tal2
4306,FP236810.2,FP236810.2
4307,ugt2a7,ugt2a7
4308,ugt2a7-1,ugt2a7-1
4309,FP236810.1,FP236810.1
4310,zgc:172315,zgc172315
4311,ugt2a7-2,ugt2a7-2
4312,gak,gak
4313,sh2b3,sh2b3
4314,si:ch211-193c2.2,sich211193c2.2
4315,ddr2l,ddr2l
4316,zgc:158343,zgc158343
4317,tor4ab,tor4ab
4318,WDR31,WDR31
4319,CR936408.1,CR936408.1
4320,CR936408.2,CR936408.2
4321,slc2a11b,slc2a11b
4322,gstt2,gstt2
4323,chek2,chek2
4324,si:ch211-207k7.4,sich211207k7.4
4325,si:ch73-42k18.1,sich7342k18.1
4326,BX005024.1,BX005024.1
4327,BX005024.2,BX005024.2
4328,BX511089.4,BX511089.4
4329,BX511089.2,BX511089.2
4330,BX511089.3,BX511089.3
4331,BX511089.1,BX511089.1
4332,CR790366.2,CR790366.2
4333,CR790366.3,CR790366.3
4334,CR790366.1,CR790366.1
4335,rtn4r,rtn4r
4336,prodhb,prodhb
4337,CABZ01077121.1,CABZ01077121.1
4338,SCARF2,SCARF2
4339,zgc:112294,zgc112294
4340,CABP7,CABP7
4341,nf2a,nf2a
4342,fbxo21,fbxo21
4343,tesca,tesca
4344,CT583689.1,CT583689.1
4345,fbxw8,fbxw8
4346,CU571331.1,CU571331.1
4347,rnft2,rnft2
4348,SPRING1,SPRING1
4349,osm,osm
4350,castor1,castor1
4351,castor1-1,castor1-1
4352,nipsnap1,nipsnap1
4353,lrrc74b,lrrc74b
4354,nos1,nos1
4355,CR735143.1,CR735143.1
4356,BX276096.1,BX276096.1
4357,ksr2,ksr2
4358,BX276096.2,BX276096.2
4359,si:ch73-263f13.1,sich73263f13.1
4360,zgc:171242,zgc171242
4361,rfc5,rfc5
4362,wsb2,wsb2
4363,vsig10,vsig10
4364,si:dkey-98f17.5,sidkey98f17.5
4365,dre-mir-22b,dre-mir-22b
4366,aifm3,aifm3
4367,si:dkey-98f17.3,sidkey98f17.3
4368,lztr1,lztr1
4369,pole,pole
4370,p2rx2,p2rx2
4371,pes,pes
4372,gal3st1a,gal3st1a
4373,ppil2,ppil2
4374,BX470167.1,BX470167.1
4375,ypel1,ypel1
4376,mapk1,mapk1
4377,ppm1f,ppm1f
4378,top3b,top3b
4379,CR933528.1,CR933528.1
4380,dre-mir-130c-2,dre-mir-130c-2
4381,dre-mir-301b,dre-mir-301b
4382,dre-mir-454b,dre-mir-454b
4383,dre-mir-130b,dre-mir-130b
4384,ydjc,ydjc
4385,sdf2l1,sdf2l1
4386,ube2l3b,ube2l3b
4387,ccl19a.1,ccl19a.1
4388,ccl19a.2,ccl19a.2
4389,tctn2,tctn2
4390,sec14l8,sec14l8
4391,cnnm4b,cnnm4b
4392,si:ch211-230g14.6,sich211230g14.6
4393,AL954191.1,AL954191.1
4394,ckap2l,ckap2l
4395,si:ch211-230g14.3,sich211230g14.3
4396,AL954191.2,AL954191.2
4397,purba,purba
4398,h2az2a,h2az2a
4399,zgc:65851,zgc65851
4400,mxd1,mxd1
4401,snrnp27,snrnp27
4402,add2,add2
4403,figla,figla
4404,hk2,hk2
4405,npffr1l2,npffr1l2
4406,CR388049.1,CR388049.1
4407,tet3,tet3
4408,CT009570.1,CT009570.1
4409,ap3m2,ap3m2
4410,kat6a,kat6a
4411,si:ch211-244o22.2,sich211244o22.2
4412,sema4c,sema4c
4413,BX927201.1,BX927201.1
4414,CR936518.2,CR936518.2
4415,CR936518.1,CR936518.1
4416,tbx1,tbx1
4417,gnb1l,gnb1l
4418,txnrd2.1,txnrd2.1
4419,txnrd2.2,txnrd2.2
4420,pebp1,pebp1
4421,taok3a,taok3a
4422,suds3,suds3
4423,CU694999.1,CU694999.1
4424,srrm4,srrm4
4425,CR384085.1,CR384085.1
4426,BX649391.1,BX649391.1
4427,BX649391.2,BX649391.2
4428,hspb8,hspb8
4429,si:dkey-1k23.3,sidkey1k23.3
4430,xbp1,xbp1
4431,znrf3,znrf3
4432,coq5,coq5
4433,kremen1,kremen1
4434,SUSD2,SUSD2
4435,slc39a14,slc39a14
4436,piwil2,piwil2
4437,CR450719.1,CR450719.1
4438,htr7c,htr7c
4439,atad1a,atad1a
4440,galnt9,galnt9
4441,CR392021.1,CR392021.1
4442,CR759970.2,CR759970.2
4443,CR759970.1,CR759970.1
4444,si:ch211-130h14.6,sich211130h14.6
4445,fbrsl1,fbrsl1
4446,chfr,chfr
4447,si:dkey-112e17.1,sidkey112e17.1
4448,zdhhc8b,zdhhc8b
4449,ascc2,ascc2
4450,rnf215,rnf215
4451,hira,hira
4452,TMEM132C,TMEM132C
4453,aacs,aacs
4454,bri3bp,bri3bp
4455,poli,poli
4456,pgam5,pgam5
4457,ankle2,ankle2
4458,golga3,golga3
4459,ranbp1,ranbp1
4460,ENSDARG00000086007,ENSDARG00000086007
4461,fam214b,fam214b
4462,unc13ba,unc13ba
4463,atp8b5a,atp8b5a
4464,rusc2,rusc2
4465,BX510917.1,BX510917.1
4466,acacb,acacb
4467,foxn4,foxn4
4468,myo1ha,myo1ha
4469,kctd10,kctd10
4470,ube3b,ube3b
4471,aldh3b2,aldh3b2
4472,mmab,mmab
4473,mvk,mvk
4474,fam222a,fam222a
4475,trpv4,trpv4
4476,gltpa,gltpa
4477,tchp,tchp
4478,git2a,git2a
4479,ankrd13a,ankrd13a
4480,si:dkey-234h16.7,sidkey234h16.7
4481,slc6a4b,slc6a4b
4482,sgsm1a,sgsm1a
4483,BX547941.1,BX547941.1
4484,gatc,gatc
4485,isg15,isg15
4486,pxmp2,pxmp2
4487,usp30,usp30
4488,svopa,svopa
4489,dao.2,dao.2
4490,dao.1,dao.1
4491,dao.3,dao.3
4492,ssh1a,ssh1a
4493,coro1ca,coro1ca
4494,AL845326.1,AL845326.1
4495,selplg,selplg
4496,tmem119a,tmem119a
4497,si:ch211-191d15.2,sich211191d15.2
4498,ISCU,ISCU
4499,sart3,sart3
4500,ficd,ficd
4501,CR759885.1,CR759885.1
4502,cmklr1,cmklr1
4503,cmklrl2,cmklrl2
4504,cmklrl2-1,cmklrl2-1
4505,wscd2,wscd2
4506,BX510312.1,BX510312.1
4507,si:ch211-240b21.2,sich211240b21.2
4508,si:ch211-225b11.1,sich211225b11.1
4509,limk2,limk2
4510,pik3ip1,pik3ip1
4511,si:ch211-225b11.4,sich211225b11.4
4512,si:dkey-174n20.1,sidkey174n20.1
4513,camk2b1,camk2b1
4514,si:dkey-13n15.2,sidkey13n15.2
4515,si:dkey-13n15.2-1,sidkey13n15.2-1
4516,hs3st1l2,hs3st1l2
4517,cds2,cds2
4518,arhgap25,arhgap25
4519,bmp10,bmp10
4520,si:dkey-13n15.11,sidkey13n15.11
4521,BX470224.3,BX470224.3
4522,BX470224.2,BX470224.2
4523,BX470224.1,BX470224.1
4524,sh2d1aa,sh2d1aa
4525,BX470224.4,BX470224.4
4526,tenm1,tenm1
4527,CR848717.1,CR848717.1
