orig_gene,proc_gene
BX571960.1,BX571960.1
BX572619.1,BX572619.1
BX629344.1,BX629344.1
BX640478.1,BX640478.1
BX640537.3,BX640537.3
BX640547.1,BX640547.1
BX649250.1,BX649250.1
BX649294.1,BX649294.1
BX649337.1,BX649337.1
BX649384.3,BX649384.3
BX649411.1,BX649411.1
BX649411.2,BX649411.2
BX649453.1,BX649453.1
BX649478.1,BX649478.1
BX649485.1,BX649485.1
BX649485.2,BX649485.2
BX649485.4,BX649485.4
BX649502.6,BX649502.6
BX649529.1,BX649529.1
BX649622.1,BX649622.1
BX663503.1,BX663503.1
BX663503.3,BX663503.3
BX663516.2,BX663516.2
BX663519.1,BX663519.1
BX663613.1,BX663613.1
BX664618.1,BX664618.1
BX664622.1,BX664622.1
BX664625.4,BX664625.4
BX664742.3,BX664742.3
BX682234.1,BX682234.1
BX682556.1,BX682556.1
BX682558.1,BX682558.1
BX855614.1,BX855614.1
BX855614.3,BX855614.3
BX855614.4,BX855614.4
BX890548.1,BX890548.1
BX890558.1,BX890558.1
BX890576.1,BX890576.1
BX890590.1,BX890590.1
BX897714.1,BX897714.1
BX901920.1,BX901920.1
BX901957.1,BX901957.1
BX901962.3,BX901962.3
BX901973.1,BX901973.1
BX901974.1,BX901974.1
BX908401.1,BX908401.1
BX908782.2,BX908782.2
BX908804.1,BX908804.1
BX914200.1,BX914200.1
BX927122.1,BX927122.1
BX927130.4,BX927130.4
BX927184.1,BX927184.1
BX927204.1,BX927204.1
BX927212.1,BX927212.1
BX927244.1,BX927244.1
BX927258.1,BX927258.1
BX927308.1,BX927308.1
BX927308.2,BX927308.2
BX927327.1,BX927327.1
BX927333.1,BX927333.1
BX927395.1,BX927395.1
BX927404.1,BX927404.1
BX936320.1,BX936320.1
BX936337.1,BX936337.1
BX936386.1,BX936386.1
BX936397.2,BX936397.2
BX936415.1,BX936415.1
BX936439.1,BX936439.1
BX936461.1,BX936461.1
BX942819.3,BX942819.3
BX950188.1,BX950188.1
BX957281.1,BX957281.1
BX957292.1,BX957292.1
BX957297.1,BX957297.1
BX957317.1,BX957317.1
BX957317.2,BX957317.2
BX957322.2,BX957322.2
BX957326.3,BX957326.3
BX957346.1,BX957346.1
BX957362.1,BX957362.1
CABZ01001434.1,CABZ01001434.1
CABZ01002768.1,CABZ01002768.1
CABZ01005876.1,CABZ01005876.1
CABZ01007222.1,CABZ01007222.1
CABZ01008739.1,CABZ01008739.1
CABZ01015475.1,CABZ01015475.1
CABZ01015525.1,CABZ01015525.1
CABZ01015815.1,CABZ01015815.1
CABZ01015815.3,CABZ01015815.3
CABZ01020840.1,CABZ01020840.1
CABZ01021433.1,CABZ01021433.1
CABZ01021592.1,CABZ01021592.1
CABZ01021599.1,CABZ01021599.1
CABZ01025780.1,CABZ01025780.1
CABZ01026681.1,CABZ01026681.1
CABZ01028771.1,CABZ01028771.1
CABZ01029938.1,CABZ01029938.1
CABZ01030107.1,CABZ01030107.1
CABZ01030862.1,CABZ01030862.1
CABZ01032476.1,CABZ01032476.1
CABZ01032488.1,CABZ01032488.1
CABZ01033178.1,CABZ01033178.1
CABZ01033180.1,CABZ01033180.1
CABZ01034082.1,CABZ01034082.1
CABZ01034698.1,CABZ01034698.1
CABZ01034698.2,CABZ01034698.2
CABZ01035279.1,CABZ01035279.1
CABZ01037298.1,CABZ01037298.1
CABZ01038699.1,CABZ01038699.1
CABZ01039859.1,CABZ01039859.1
CABZ01039861.1,CABZ01039861.1
CABZ01039863.1,CABZ01039863.1
CABZ01041494.1,CABZ01041494.1
CABZ01041913.1,CABZ01041913.1
CABZ01041962.1,CABZ01041962.1
CABZ01044053.1,CABZ01044053.1
CABZ01044235.1,CABZ01044235.1
CABZ01044281.1,CABZ01044281.1
CABZ01044764.1,CABZ01044764.1
CABZ01046093.1,CABZ01046093.1
CABZ01046954.1,CABZ01046954.1
CABZ01048143.1,CABZ01048143.1
CABZ01048392.1,CABZ01048392.1
CABZ01048402.1,CABZ01048402.1
CABZ01048402.2,CABZ01048402.2
CABZ01049847.1,CABZ01049847.1
CABZ01050249.1,CABZ01050249.1
CABZ01051901.1,CABZ01051901.1
CABZ01052268.1,CABZ01052268.1
CABZ01052573.1,CABZ01052573.1
CABZ01052576.1,CABZ01052576.1
CABZ01053416.1,CABZ01053416.1
CABZ01054394.1,CABZ01054394.1
CABZ01054965.1,CABZ01054965.1
CABZ01055306.1,CABZ01055306.1
CABZ01055347.1,CABZ01055347.1
CABZ01055522.1,CABZ01055522.1
CABZ01056279.1,CABZ01056279.1
CABZ01057928.1,CABZ01057928.1
CABZ01058046.1,CABZ01058046.1
CABZ01058222.1,CABZ01058222.1
CABZ01058261.1,CABZ01058261.1
CABZ01058647.1,CABZ01058647.1
CABZ01058650.1,CABZ01058650.1
CABZ01058721.1,CABZ01058721.1
CABZ01059120.1,CABZ01059120.1
CABZ01059403.1,CABZ01059403.1
CABZ01059559.1,CABZ01059559.1
CABZ01059627.1,CABZ01059627.1
CABZ01059627.2,CABZ01059627.2
CABZ01059915.1,CABZ01059915.1
CABZ01060453.1,CABZ01060453.1
CABZ01061495.1,CABZ01061495.1
CABZ01061498.1,CABZ01061498.1
CABZ01061524.1,CABZ01061524.1
CABZ01061591.1,CABZ01061591.1
CABZ01061894.1,CABZ01061894.1
CABZ01062422.1,CABZ01062422.1
CABZ01063170.1,CABZ01063170.1
CABZ01063556.1,CABZ01063556.1
CABZ01064859.1,CABZ01064859.1
CABZ01064859.2,CABZ01064859.2
CABZ01065076.1,CABZ01065076.1
CABZ01065131.1,CABZ01065131.1
CABZ01065679.1,CABZ01065679.1
CABZ01066312.1,CABZ01066312.1
CABZ01066694.1,CABZ01066694.1
CABZ01066720.1,CABZ01066720.1
CABZ01067681.1,CABZ01067681.1
CABZ01068122.1,CABZ01068122.1
CABZ01068251.1,CABZ01068251.1
CABZ01068469.1,CABZ01068469.1
CABZ01069022.1,CABZ01069022.1
CABZ01069338.1,CABZ01069338.1
CABZ01069595.1,CABZ01069595.1
CABZ01069998.1,CABZ01069998.1
CABZ01070631.1,CABZ01070631.1
CABZ01071171.1,CABZ01071171.1
CABZ01071848.1,CABZ01071848.1
CABZ01072077.1,CABZ01072077.1
CABZ01072083.2,CABZ01072083.2
CABZ01072254.1,CABZ01072254.1
CABZ01072309.1,CABZ01072309.1
CABZ01072548.1,CABZ01072548.1
CABZ01072607.1,CABZ01072607.1
CABZ01072810.1,CABZ01072810.1
CABZ01073168.1,CABZ01073168.1
CABZ01073265.1,CABZ01073265.1
CABZ01073339.1,CABZ01073339.1
CABZ01074076.1,CABZ01074076.1
CABZ01074130.1,CABZ01074130.1
CABZ01074300.1,CABZ01074300.1
CABZ01074307.2,CABZ01074307.2
CABZ01074363.1,CABZ01074363.1
CABZ01074397.1,CABZ01074397.1
CABZ01074398.1,CABZ01074398.1
CABZ01074453.1,CABZ01074453.1
CABZ01075125.1,CABZ01075125.1
CABZ01075143.1,CABZ01075143.1
CABZ01075242.1,CABZ01075242.1
CABZ01075509.1,CABZ01075509.1
CABZ01076275.1,CABZ01076275.1
CABZ01077124.1,CABZ01077124.1
CABZ01077217.1,CABZ01077217.1
CABZ01077218.1,CABZ01077218.1
CABZ01077220.2,CABZ01077220.2
CABZ01077956.1,CABZ01077956.1
CABZ01078055.1,CABZ01078055.1
CABZ01078261.1,CABZ01078261.1
CABZ01078350.1,CABZ01078350.1
CABZ01078415.1,CABZ01078415.1
CABZ01078449.1,CABZ01078449.1
CABZ01078593.1,CABZ01078593.1
CABZ01078594.1,CABZ01078594.1
CABZ01078737.1,CABZ01078737.1
CABZ01079011.1,CABZ01079011.1
CABZ01079241.1,CABZ01079241.1
CABZ01079251.1,CABZ01079251.1
CABZ01079480.1,CABZ01079480.1
CABZ01079663.1,CABZ01079663.1
CABZ01079760.1,CABZ01079760.1
CABZ01079802.1,CABZ01079802.1
CABZ01080042.1,CABZ01080042.1
CABZ01080135.1,CABZ01080135.1
CABZ01080371.2,CABZ01080371.2
CABZ01080371.3,CABZ01080371.3
CABZ01080375.1,CABZ01080375.1
CABZ01080601.1,CABZ01080601.1
CABZ01080702.1,CABZ01080702.1
CABZ01081294.1,CABZ01081294.1
CABZ01081385.1,CABZ01081385.1
CABZ01081535.1,CABZ01081535.1
CABZ01081748.1,CABZ01081748.1
CABZ01081752.1,CABZ01081752.1
CABZ01081752.2,CABZ01081752.2
CABZ01081777.1,CABZ01081777.1
CABZ01081909.1,CABZ01081909.1
CABZ01083166.1,CABZ01083166.1
CABZ01083944.1,CABZ01083944.1
CABZ01084323.1,CABZ01084323.1
CABZ01084391.1,CABZ01084391.1
CABZ01084501.2,CABZ01084501.2
CABZ01084942.1,CABZ01084942.1
CABZ01084963.1,CABZ01084963.1
CABZ01085052.1,CABZ01085052.1
CABZ01085139.1,CABZ01085139.1
CABZ01085177.1,CABZ01085177.1
CABZ01085365.1,CABZ01085365.1
CABZ01085654.1,CABZ01085654.1
CABZ01086293.1,CABZ01086293.1
CABZ01086611.1,CABZ01086611.1
CABZ01086734.1,CABZ01086734.1
CABZ01087623.1,CABZ01087623.1
CABZ01087629.1,CABZ01087629.1
CABZ01087948.1,CABZ01087948.1
CABZ01088109.1,CABZ01088109.1
CABZ01088134.1,CABZ01088134.1
CABZ01088271.1,CABZ01088271.1
CABZ01088274.1,CABZ01088274.1
CABZ01088508.1,CABZ01088508.1
CABZ01089777.1,CABZ01089777.1
CABZ01090029.1,CABZ01090029.1
CABZ01090144.1,CABZ01090144.1
CABZ01090361.1,CABZ01090361.1
CABZ01090890.1,CABZ01090890.1
CABZ01092156.1,CABZ01092156.1
CABZ01092282.1,CABZ01092282.1
CABZ01093502.1,CABZ01093502.1
CABZ01095001.1,CABZ01095001.1
CABZ01095370.1,CABZ01095370.1
CABZ01097761.1,CABZ01097761.1
CABZ01098670.1,CABZ01098670.1
CABZ01099833.1,CABZ01099833.1
CABZ01099847.1,CABZ01099847.1
CABZ01100185.1,CABZ01100185.1
CABZ01100198.1,CABZ01100198.1
CABZ01100888.1,CABZ01100888.1
CABZ01102039.1,CABZ01102039.1
CABZ01102109.1,CABZ01102109.1
CABZ01102170.1,CABZ01102170.1
CABZ01102528.1,CABZ01102528.1
CABZ01103862.1,CABZ01103862.1
CABZ01109019.1,CABZ01109019.1
CABZ01109481.1,CABZ01109481.1
CABZ01109604.1,CABZ01109604.1
CABZ01110379.1,CABZ01110379.1
CABZ01110881.1,CABZ01110881.1
CABZ01111496.1,CABZ01111496.1
CABZ01111953.1,CABZ01111953.1
CABZ01111959.1,CABZ01111959.1
CABZ01112387.1,CABZ01112387.1
CABZ01113192.1,CABZ01113192.1
CABZ01113599.1,CABZ01113599.1
CABZ01113771.1,CABZ01113771.1
CABZ01113818.1,CABZ01113818.1
CABZ01114053.1,CABZ01114053.1
CABZ01114318.1,CABZ01114318.1
CABZ01115113.1,CABZ01115113.1
CABZ01117840.1,CABZ01117840.1
CABZ01118001.1,CABZ01118001.1
CABZ01118575.1,CABZ01118575.1
CABZ01118738.1,CABZ01118738.1
CAMK2N1,CAMK2N1
CCDC189,CCDC189
CCDC69,CCDC69
CCT2,CCT2
CDC37,CDC37
CDCP1,CDCP1
CDK2AP1,CDK2AP1
CDPF1,CDPF1
CFAP74,CFAP74
CHCHD5,CHCHD5
CIR1,CIR1
CKS2,CKS2
CLDN23,CLDN23
CLDN4,CLDN4
CNNM1,CNNM1
COA4,COA4
COLEC10,COLEC10
COLGALT1,COLGALT1
COMP,COMP
COX5B,COX5B
COX7A2,COX7A2
CR293507.1,CR293507.1
CR293509.1,CR293509.1
CR318588.3,CR318588.3
CR318588.4,CR318588.4
CR318601.1,CR318601.1
CR318607.1,CR318607.1
CR318653.1,CR318653.1
CR352232.1,CR352232.1
CR352258.1,CR352258.1
CR352263.1,CR352263.1
CR352285.1,CR352285.1
CR352342.1,CR352342.1
CR354435.1,CR354435.1
CR354435.3,CR354435.3
CR354435.4,CR354435.4
CR354435.6,CR354435.6
CR354444.1,CR354444.1
CR354540.1,CR354540.1
CR354542.1,CR354542.1
CR354588.1,CR354588.1
CR356227.1,CR356227.1
CR356233.1,CR356233.1
CR356236.1,CR356236.1
CR376737.1,CR376737.1
CR376740.2,CR376740.2
CR376766.2,CR376766.2
CR377211.3,CR377211.3
CR377211.4,CR377211.4
CR381618.1,CR381618.1
CR381647.1,CR381647.1
CR381686.4,CR381686.4
CR381686.5,CR381686.5
CR382300.1,CR382300.1
CR382300.3,CR382300.3
CR382370.2,CR382370.2
CR382372.1,CR382372.1
CR383662.5,CR383662.5
CR383676.1,CR383676.1
CR383676.2,CR383676.2
CR383680.2,CR383680.2
CR385035.1,CR385035.1
CR385050.1,CR385050.1
CR387919.1,CR387919.1
CR387996.1,CR387996.1
CR388029.1,CR388029.1
CR388052.1,CR388052.1
CR388077.1,CR388077.1
CR388132.2,CR388132.2
CR388143.1,CR388143.1
CR388166.2,CR388166.2
CR388231.3,CR388231.3
CR388373.2,CR388373.2
CR391940.1,CR391940.1
CR391986.1,CR391986.1
CR391991.4,CR391991.4
CR392042.1,CR392042.1
CR392045.1,CR392045.1
CR394528.1,CR394528.1
CR394546.3,CR394546.3
CR405715.1,CR405715.1
CR407701.1,CR407701.1
CR450686.3,CR450686.3
CR450764.10,CR450764.10
CR450805.1,CR450805.1
CR450808.1,CR450808.1
CR450808.3,CR450808.3
CR450818.1,CR450818.1
CR536604.1,CR536604.1
CR548622.1,CR548622.1
CR548622.2,CR548622.2
CR548634.2,CR548634.2
CR589944.1,CR589944.1
CR626886.1,CR626886.1
CR628323.3,CR628323.3
CR628327.1,CR628327.1
CR628365.1,CR628365.1
CR749163.1,CR749163.1
CR749168.2,CR749168.2
CR749763.5,CR749763.5
CR751227.2,CR751227.2
CR751602.1,CR751602.1
CR751602.2,CR751602.2
CR753876.1,CR753876.1
CR753886.1,CR753886.1
CR759794.1,CR759794.1
CR759841.1,CR759841.1
CR759843.2,CR759843.2
CR759875.5,CR759875.5
CR759892.1,CR759892.1
CR759918.1,CR759918.1
CR759927.2,CR759927.2
CR759927.3,CR759927.3
CR762431.1,CR762431.1
CR762436.1,CR762436.1
CR762480.1,CR762480.1
CR762480.2,CR762480.2
CR762483.1,CR762483.1
CR762497.1,CR762497.1
CR769769.2,CR769769.2
CR769778.1,CR769778.1
CR786571.3,CR786571.3
CR788230.1,CR788230.1
CR788235.1,CR788235.1
CR788249.1,CR788249.1
CR788316.3,CR788316.3
CR790380.1,CR790380.1
CR790382.3,CR790382.3
CR792439.1,CR792439.1
CR792441.1,CR792441.1
CR812832.1,CR812832.1
CR847503.1,CR847503.1
CR847503.2,CR847503.2
CR847543.1,CR847543.1
CR847566.1,CR847566.1
CR847571.1,CR847571.1
CR847785.1,CR847785.1
CR847793.1,CR847793.1
CR847895.1,CR847895.1
CR847898.4,CR847898.4
CR847906.1,CR847906.1
CR847936.1,CR847936.1
CR847936.6,CR847936.6
CR847939.1,CR847939.1
CR847953.1,CR847953.1
CR847984.1,CR847984.1
CR847994.1,CR847994.1
CR848040.4,CR848040.4
CR848047.1,CR848047.1
CR848667.1,CR848667.1
CR848705.1,CR848705.1
CR848741.1,CR848741.1
CR848763.1,CR848763.1
CR848788.1,CR848788.1
CR848788.2,CR848788.2
CR848791.3,CR848791.3
CR848812.1,CR848812.1
CR848836.1,CR848836.1
CR848841.1,CR848841.1
CR848844.1,CR848844.1
CR854827.3,CR854827.3
CR854839.1,CR854839.1
CR855277.2,CR855277.2
CR855277.3,CR855277.3
CR855307.1,CR855307.1
CR855311.1,CR855311.1
CR855320.3,CR855320.3
CR855337.1,CR855337.1
CR855389.1,CR855389.1
CR855389.2,CR855389.2
CR855860.1,CR855860.1
CR855996.2,CR855996.2
CR925761.3,CR925761.3
CR925761.4,CR925761.4
CR925804.2,CR925804.2
CR925813.1,CR925813.1
CR926459.1,CR926459.1
CR932000.1,CR932000.1
CR932364.1,CR932364.1
CR933730.1,CR933730.1
CR933734.3,CR933734.3
CR936300.1,CR936300.1
CR936321.1,CR936321.1
CR936482.1,CR936482.1
CR936975.1,CR936975.1
CR938716.1,CR938716.1
CR954963.1,CR954963.1
CR974475.1,CR974475.1
CRACR2A,CRACR2A
CSKMT,CSKMT
CSRNP3,CSRNP3
CT025585.1,CT025585.1
CT025690.1,CT025690.1
CT025742.1,CT025742.1
CT025897.1,CT025897.1
CT025912.1,CT025912.1
CT027578.1,CT027578.1
CT027702.1,CT027702.1
CT027718.1,CT027718.1
CT027744.2,CT027744.2
CT027815.1,CT027815.1
CT027980.1,CT027980.1
CT030144.1,CT030144.1
CT030188.1,CT030188.1
CT573065.1,CT573065.1
CT573103.1,CT573103.1
CT573148.1,CT573148.1
CT573239.1,CT573239.1
CT573248.2,CT573248.2
CT573256.1,CT573256.1
CT573342.1,CT573342.1
CT573344.1,CT573344.1
CT573366.1,CT573366.1
CT573383.1,CT573383.1
CT573433.1,CT573433.1
CT583646.2,CT583646.2
CT583651.2,CT583651.2
CT583672.1,CT583672.1
CT583687.1,CT583687.1
CT583687.2,CT583687.2
CT583708.1,CT583708.1
CT583723.2,CT583723.2
CT583728.23,CT583728.23
CT737123.1,CT737123.1
CT737162.2,CT737162.2
CT737190.2,CT737190.2
CT956002.2,CT956002.2
CT956093.1,CT956093.1
CT978957.2,CT978957.2
CT990561.1,CT990561.1
CT990618.1,CT990618.1
CT990625.1,CT990625.1
CU019624.1,CU019624.1
CU019662.1,CU019662.1
CU024870.1,CU024870.1
CU041319.2,CU041319.2
CU062501.1,CU062501.1
CU074419.2,CU074419.2
CU076099.1,CU076099.1
CU104716.1,CU104716.1
CU104731.1,CU104731.1
CU104777.1,CU104777.1
CU137645.3,CU137645.3
CU137648.1,CU137648.1
CU137648.2,CU137648.2
CU138533.2,CU138533.2
CU138542.2,CU138542.2
CU207221.1,CU207221.1
CU207221.2,CU207221.2
CU207281.1,CU207281.1
CU207301.3,CU207301.3
CU207354.1,CU207354.1
CU302316.1,CU302316.1
CU302436.1,CU302436.1
CU302436.3,CU302436.3
CU302436.4,CU302436.4
CU302436.5,CU302436.5
CU372926.1,CU372926.1
CU457778.1,CU457778.1
CU457778.3,CU457778.3
CU457819.1,CU457819.1
CU457819.3,CU457819.3
CU457819.4,CU457819.4
CU459012.1,CU459012.1
CU459056.1,CU459056.1
CU459065.1,CU459065.1
CU459186.2,CU459186.2
CU459186.3,CU459186.3
CU459186.4,CU459186.4
CU459186.5,CU459186.5
CU462878.1,CU462878.1
CU462915.1,CU462915.1
CU463033.1,CU463033.1
CU463038.2,CU463038.2
CU464124.1,CU464124.1
CU466278.1,CU466278.1
CU466278.2,CU466278.2
CU466287.2,CU466287.2
CU467110.1,CU467110.1
CU467646.4,CU467646.4
CU467646.5,CU467646.5
CU467646.6,CU467646.6
CU467646.7,CU467646.7
CU467822.1,CU467822.1
CU467856.1,CU467856.1
CU467861.1,CU467861.1
CU467861.2,CU467861.2
CU467961.1,CU467961.1
CU468730.1,CU468730.1
CU468915.1,CU468915.1
CU468920.1,CU468920.1
CU469362.1,CU469362.1
CU469420.1,CU469420.1
CU469420.4,CU469420.4
CU469462.1,CU469462.1
CU469526.1,CU469526.1
CU469568.1,CU469568.1
CU469577.1,CU469577.1
CU550713.1,CU550713.1
CU570689.2,CU570689.2
CU570769.1,CU570769.1
CU570893.1,CU570893.1
CU570894.1,CU570894.1
CU570894.2,CU570894.2
CU571074.1,CU571074.1
CU571079.1,CU571079.1
CU571081.1,CU571081.1
CU571315.1,CU571315.1
CU571318.1,CU571318.1
CU571324.1,CU571324.1
CU571331.1,CU571331.1
CU628002.1,CU628002.1
CU633479.2,CU633479.2
CU633479.6,CU633479.6
CU633991.2,CU633991.2
CU638870.1,CU638870.1
CU639468.1,CU639468.1
CU639469.1,CU639469.1
CU640433.1,CU640433.1
CU655842.1,CU655842.1
CU655845.1,CU655845.1
CU655961.2,CU655961.2
CU655961.4,CU655961.4
CU657977.1,CU657977.1
CU659670.1,CU659670.1
CU681836.1,CU681836.1
CU682777.2,CU682777.2
CU682811.2,CU682811.2
CU683879.2,CU683879.2
CU693494.2,CU693494.2
CU693502.1,CU693502.1
CU694197.1,CU694197.1
CU694321.1,CU694321.1
CU694380.1,CU694380.1
CU694481.1,CU694481.1
CU694486.1,CU694486.1
CU695215.2,CU695215.2
CU855759.1,CU855759.1
CU855889.2,CU855889.2
CU855930.2,CU855930.2
CU855936.1,CU855936.1
CU856344.1,CU856344.1
CU856358.1,CU856358.1
CU856423.1,CU856423.1
CU856520.1,CU856520.1
CU856539.2,CU856539.2
CU856622.1,CU856622.1
CU861453.1,CU861453.1
CU861477.1,CU861477.1
CU862021.1,CU862021.1
CU862078.1,CU862078.1
CU896541.1,CU896541.1
CU914157.1,CU914157.1
CU914536.1,CU914536.1
CU914617.1,CU914617.1
CU914622.2,CU914622.2
CU927890.1,CU927890.1
