orig_gene,proc_gene
zgc:174895,zgc174895
zgc:174904,zgc174904
zgc:174906,zgc174906
zgc:174917,zgc174917
zgc:174935,zgc174935
zgc:174938,zgc174938
zgc:174945,zgc174945
zgc:174972,zgc174972
zgc:175066,zgc175066
zgc:175088,zgc175088
zgc:175107,zgc175107
zgc:175214,zgc175214
zgc:175264,zgc175264
zgc:175284,zgc175284
zgc:193505,zgc193505
zgc:193541,zgc193541
zgc:193598,zgc193598
zgc:193690,zgc193690
zgc:193711,zgc193711
zgc:193726,zgc193726
zgc:193742,zgc193742
zgc:193801,zgc193801
zgc:193807,zgc193807
zgc:193811,zgc193811
zgc:193812,zgc193812
zgc:194007,zgc194007
zgc:194101,zgc194101
zgc:194125,zgc194125
zgc:194207,zgc194207
zgc:194209,zgc194209
zgc:194210,zgc194210
zgc:194215,zgc194215
zgc:194224,zgc194224
zgc:194246,zgc194246
zgc:194275,zgc194275
zgc:194285,zgc194285
zgc:194312,zgc194312
zgc:194330,zgc194330
zgc:194392,zgc194392
zgc:194398,zgc194398
zgc:194469,zgc194469
zgc:194551,zgc194551
zgc:194578,zgc194578
zgc:194621,zgc194621
zgc:194627,zgc194627
zgc:194665,zgc194665
zgc:194679,zgc194679
zgc:194839,zgc194839
zgc:194930,zgc194930
zgc:194981,zgc194981
zgc:194989,zgc194989
zgc:195170,zgc195170
zgc:195173,zgc195173
zgc:195282,zgc195282
zgc:198419,zgc198419
zgc:55262,zgc55262
zgc:55413,zgc55413
zgc:55461,zgc55461
zgc:55558,zgc55558
zgc:55582,zgc55582
zgc:55733,zgc55733
zgc:55781,zgc55781
zgc:55943,zgc55943
zgc:56095,zgc56095
zgc:56106,zgc56106
zgc:56231,zgc56231
zgc:56235,zgc56235
zgc:56304,zgc56304
zgc:56409,zgc56409
zgc:56493,zgc56493
zgc:56525,zgc56525
zgc:56556,zgc56556
zgc:56585,zgc56585
zgc:56596,zgc56596
zgc:56622,zgc56622
zgc:56628,zgc56628
zgc:56699,zgc56699
zgc:63470,zgc63470
zgc:63568,zgc63568
zgc:63587,zgc63587
zgc:63733,zgc63733
zgc:63831,zgc63831
zgc:63863,zgc63863
zgc:63882,zgc63882
zgc:63972,zgc63972
zgc:64002,zgc64002
zgc:64022,zgc64022
zgc:64051,zgc64051
zgc:64065,zgc64065
zgc:64106,zgc64106
zgc:65851,zgc65851
zgc:65873,zgc65873
zgc:65894,zgc65894
zgc:65895,zgc65895
zgc:65997,zgc65997
zgc:66014,zgc66014
zgc:66160,zgc66160
zgc:66313,zgc66313
zgc:66426,zgc66426
zgc:66427,zgc66427
zgc:66433,zgc66433
zgc:66443,zgc66443
zgc:66447,zgc66447
zgc:66448,zgc66448
zgc:66455,zgc66455
zgc:66472,zgc66472
zgc:66474,zgc66474
zgc:66475,zgc66475
zgc:66479,zgc66479
zgc:66484,zgc66484
zgc:77056,zgc77056
zgc:77086,zgc77086
zgc:77112,zgc77112
zgc:77118,zgc77118
zgc:77151,zgc77151
zgc:77158,zgc77158
zgc:77262,zgc77262
zgc:77287,zgc77287
zgc:77439,zgc77439
zgc:77486,zgc77486
zgc:77517,zgc77517
zgc:77614,zgc77614
zgc:77650,zgc77650
zgc:77739,zgc77739
zgc:77784,zgc77784
zgc:77838,zgc77838
zgc:77849,zgc77849
zgc:77880,zgc77880
zgc:77929,zgc77929
zgc:77938,zgc77938
zgc:85722,zgc85722
zgc:85777,zgc85777
zgc:85789,zgc85789
zgc:85843,zgc85843
zgc:85858,zgc85858
zgc:85932,zgc85932
zgc:85936,zgc85936
zgc:85975,zgc85975
zgc:86586,zgc86586
zgc:86598,zgc86598
zgc:86609,zgc86609
zgc:86764,zgc86764
zgc:86811,zgc86811
zgc:86896,zgc86896
zgc:91818,zgc91818
zgc:91849,zgc91849
zgc:91860,zgc91860
zgc:91890,zgc91890
zgc:91908,zgc91908
zgc:91909,zgc91909
zgc:91910,zgc91910
zgc:91940,zgc91940
zgc:91944,zgc91944
zgc:91968,zgc91968
zgc:91976,zgc91976
zgc:92027,zgc92027
zgc:92041,zgc92041
zgc:92066,zgc92066
zgc:92107,zgc92107
zgc:92137,zgc92137
zgc:92140,zgc92140
zgc:92161,zgc92161
zgc:92242,zgc92242
zgc:92249,zgc92249
zgc:92287,zgc92287
zgc:92313,zgc92313
zgc:92335,zgc92335
zgc:92360,zgc92360
zgc:92380,zgc92380
zgc:92480,zgc92480
zgc:92481,zgc92481
zgc:92518,zgc92518
zgc:92590,zgc92590
zgc:92606,zgc92606
zgc:92630,zgc92630
zgc:92664,zgc92664
zgc:92749,zgc92749
zgc:92789,zgc92789
zgc:92818,zgc92818
zgc:92873,zgc92873
zgc:92907,zgc92907
zgpat,zgpat
zhx2a,zhx2a
zhx3,zhx3
zic1,zic1
zic2a,zic2a
zic2b,zic2b
zic3,zic3
zic4,zic4
zic5,zic5
zic6,zic6
zmat2,zmat2
zmat5,zmat5
zmiz1a,zmiz1a
zmiz2,zmiz2
zmp:0000000521,zmp0000000521
zmp:0000000619,zmp0000000619
zmp:0000000624,zmp0000000624
zmp:0000000652,zmp0000000652
zmp:0000000662,zmp0000000662
zmp:0000000711,zmp0000000711
zmp:0000000758,zmp0000000758
zmp:0000000760,zmp0000000760
zmp:0000000846,zmp0000000846
zmp:0000000932,zmp0000000932
zmp:0000000936,zmp0000000936
zmp:0000000951,zmp0000000951
zmp:0000000991,zmp0000000991
zmp:0000001003,zmp0000001003
zmp:0000001082,zmp0000001082
zmp:0000001114,zmp0000001114
zmp:0000001168,zmp0000001168
zmp:0000001175,zmp0000001175
zmp:0000001316,zmp0000001316
zmpste24,zmpste24
zmym2,zmym2
zmym4,zmym4
zmynd10,zmynd10
zmynd11,zmynd11
zmynd19,zmynd19
zmynd8,zmynd8
znf1004,znf1004
znf1005,znf1005
znf1007,znf1007
znf1008,znf1008
znf1014,znf1014
znf1015,znf1015
znf1020,znf1020
znf1021,znf1021
znf1025,znf1025
znf1028,znf1028
znf1035,znf1035
znf1040,znf1040
znf1041,znf1041
znf1048,znf1048
znf1050,znf1050
znf1051,znf1051
znf1055,znf1055
znf1059,znf1059
znf1060,znf1060
znf1063,znf1063
znf1065,znf1065
znf1066,znf1066
znf1068,znf1068
znf106a,znf106a
znf106b,znf106b
znf1077,znf1077
znf1079,znf1079
znf1087,znf1087
znf1090,znf1090
znf1094,znf1094
znf1095,znf1095
znf1101,znf1101
znf1112,znf1112
znf1114,znf1114
znf1117,znf1117
znf1118,znf1118
znf1121,znf1121
znf1124,znf1124
znf1129,znf1129
znf1130,znf1130
znf1133,znf1133
znf1134,znf1134
znf1136,znf1136
znf1140,znf1140
znf1141,znf1141
znf1143,znf1143
znf1148,znf1148
znf1156,znf1156
znf1157,znf1157
znf1161,znf1161
znf1162,znf1162
znf1168,znf1168
znf1174,znf1174
znf1175,znf1175
znf1181,znf1181
znf131,znf131
znf142,znf142
znf143a,znf143a
znf143b,znf143b
znf148,znf148
znf16l,znf16l
znf185,znf185
znf207a,znf207a
znf207b,znf207b
znf217,znf217
znf219,znf219
znf236,znf236
znf277,znf277
znf280d,znf280d
znf281a,znf281a
znf281b,znf281b
znf292a,znf292a
znf292b,znf292b
znf296,znf296
znf318,znf318
znf330,znf330
znf341,znf341
znf346,znf346
znf362a,znf362a
znf362b,znf362b
znf367,znf367
znf384l,znf384l
znf385a,znf385a
znf385b,znf385b
znf395a,znf395a
znf395b,znf395b
znf408,znf408
znf410,znf410
znf438,znf438
znf451,znf451
znf45l,znf45l
znf503,znf503
znf507,znf507
znf511,znf511
znf512,znf512
znf513a,znf513a
znf516,znf516
znf526,znf526
znf532,znf532
znf536,znf536
znf574,znf574
znf576.1,znf576.1
znf576.2,znf576.2
znf593,znf593
znf598,znf598
znf609a,znf609a
znf609b,znf609b
znf618,znf618
znf622,znf622
znf644a,znf644a
znf644b,znf644b
znf646,znf646
znf652,znf652
znf653,znf653
znf654,znf654
znf668,znf668
znf687a,znf687a
znf687b,znf687b
znf692,znf692
znf703,znf703
znf704,znf704
znf706,znf706
znf710a,znf710a
znf710b,znf710b
znf711,znf711
znf740a,znf740a
znf740b,znf740b
znf750,znf750
znf76,znf76
znf770,znf770
znf800a,znf800a
znf800b,znf800b
znf827,znf827
znf839,znf839
znf865,znf865
znf971,znf971
znf982,znf982
znf986,znf986
znf989,znf989
znf991,znf991
znf992,znf992
znf999,znf999
znfl2a,znfl2a
znhit1,znhit1
znhit2,znhit2
znhit3,znhit3
znrd1,znrd1
znrf1,znrf1
znrf2a,znrf2a
znrf2b,znrf2b
znrf3,znrf3
zp2.1,zp2.1
zp2.2,zp2.2
zp2.3,zp2.3
zp2.6,zp2.6
zp3.2,zp3.2
zp3a.1,zp3a.1
zp3a.2,zp3a.2
zp3b,zp3b
zpr1,zpr1
zranb1a,zranb1a
zranb1b,zranb1b
zranb2,zranb2
zranb3,zranb3
zrsr2,zrsr2
zswim5,zswim5
zswim7,zswim7
zswim8,zswim8
zufsp,zufsp
zw10,zw10
zwilch,zwilch
zyg11,zyg11
zyx,zyx
zzef1,zzef1
zzz3,zzz3
AL645691.1,AL645691.1
AL929237.3,AL929237.3
AL929457.1,AL929457.1
AL953886.2,AL953886.2
AL954327.1,AL954327.1
AL954694.1,AL954694.1
BX000438.2,BX000438.2
BX000981.2,BX000981.2
BX005048.1,BX005048.1
BX005275.2,BX005275.2
BX005396.2,BX005396.2
BX005477.1,BX005477.1
BX088583.2,BX088583.2
BX119902.2,BX119902.2
BX248122.1,BX248122.1
BX255963.1,BX255963.1
BX322575.1,BX322575.1
BX322665.3,BX322665.3
BX323062.1,BX323062.1
BX323082.1,BX323082.1
BX323837.1,BX323837.1
BX324110.1,BX324110.1
BX324206.2,BX324206.2
BX324207.1,BX324207.1
BX324216.2,BX324216.2
BX511021.1,BX511021.1
BX511173.1,BX511173.1
BX537303.1,BX537303.1
BX546459.1,BX546459.1
BX548015.2,BX548015.2
BX571678.1,BX571678.1
BX571880.1,BX571880.1
BX640520.2,BX640520.2
BX649300.1,BX649300.1
BX649416.2,BX649416.2
BX664721.3,BX664721.3
BX890559.1,BX890559.1
BX901962.4,BX901962.4
BX927323.1,BX927323.1
BX927361.1,BX927361.1
BX936308.1,BX936308.1
C2orf88,C2orf88
CABZ01064671.1,CABZ01064671.1
CABZ01066926.1,CABZ01066926.1
CABZ01069020.1,CABZ01069020.1
CABZ01069040.1,CABZ01069040.1
CABZ01070258.1,CABZ01070258.1
CABZ01071056.1,CABZ01071056.1
CABZ01073424.2,CABZ01073424.2
CABZ01078120.1,CABZ01078120.1
CABZ01078733.1,CABZ01078733.1
CABZ01080599.1,CABZ01080599.1
CABZ01081747.1,CABZ01081747.1
CABZ01081752.3,CABZ01081752.3
CABZ01085201.1,CABZ01085201.1
CABZ01090041.1,CABZ01090041.1
CABZ01101813.1,CABZ01101813.1
CABZ01101977.1,CABZ01101977.1
CABZ01112461.1,CABZ01112461.1
CABZ01112804.1,CABZ01112804.1
CABZ01113816.1,CABZ01113816.1
CR293531.1,CR293531.1
CR339054.2,CR339054.2
CR354430.4,CR354430.4
CR356246.1,CR356246.1
CR376800.1,CR376800.1
CR376821.1,CR376821.1
CR376861.1,CR376861.1
CR383668.2,CR383668.2
CR387933.1,CR387933.1
CR388042.1,CR388042.1
CR391944.1,CR391944.1
CR396583.1,CR396583.1
CR589876.1,CR589876.1
CR749762.2,CR749762.2
CR749775.1,CR749775.1
CR753902.1,CR753902.1
CR774195.1,CR774195.1
CR786571.2,CR786571.2
CR788226.1,CR788226.1
CR790366.2,CR790366.2
CR812481.1,CR812481.1
CR854963.1,CR854963.1
CR854989.1,CR854989.1
CR855257.1,CR855257.1
CR855379.1,CR855379.1
CR925709.2,CR925709.2
CR936442.1,CR936442.1
CT009620.1,CT009620.1
CT027696.1,CT027696.1
CT027801.2,CT027801.2
CT027989.1,CT027989.1
CT030129.1,CT030129.1
CT573357.1,CT573357.1
CU137680.1,CU137680.1
CU207245.1,CU207245.1
CU210890.1,CU210890.1
CU326349.1,CU326349.1
CU457819.2,CU457819.2
CU459094.3,CU459094.3
CU467639.1,CU467639.1
CU467646.2,CU467646.2
CU468041.2,CU468041.2
CU468917.1,CU468917.1
CU469420.3,CU469420.3
CU469530.1,CU469530.1
CU570782.1,CU570782.1
CU570791.1,CU570791.1
CU570881.2,CU570881.2
CU571323.1,CU571323.1
CU633999.2,CU633999.2
CU651669.1,CU651669.1
CU693379.1,CU693379.1
CU695223.1,CU695223.1
CU695232.1,CU695232.1
CU914622.1,CU914622.1
CU929079.1,CU929079.1
CU929391.2,CU929391.2
CU929544.1,CU929544.1
CU929676.1,CU929676.1
DPYSL2,DPYSL2
F7,F7
FBLN1,FBLN1
FO393424.2,FO393424.2
FO704821.1,FO704821.1
FO834850.1,FO834850.1
FO904898.3,FO904898.3
FO904970.1,FO904970.1
FP016142.1,FP016142.1
FP016234.1,FP016234.1
FP017151.1,FP017151.1
FP236318.1,FP236318.1
FP236318.3,FP236318.3
FQ378016.1,FQ378016.1
GFOD1,GFOD1
IL4I1,IL4I1
JMY,JMY
KCNJ15,KCNJ15
LO018315.10,LO018315.10
LT631684.1,LT631684.1
MAP3K11,MAP3K11
NABP2,NABP2
NC-002333.13,NC-002333.13
NC-002333.3,NC-002333.3
NRXN2,NRXN2
PDZD4,PDZD4
POLR2E,POLR2E
PQLC1,PQLC1
PTGFRN,PTGFRN
RF00019,RF00019
RF00421,RF00421
RNF5,RNF5
SLC16A7,SLC16A7
SLC9A1,SLC9A1
SMIM18,SMIM18
SPATA5,SPATA5
SYDE2,SYDE2
TMEM151A,TMEM151A
TMEM38B,TMEM38B
UNC13B,UNC13B
UTS2R,UTS2R
VASH1,VASH1
abcb6b,abcb6b
abcc8,abcc8
abcd1,abcd1
abhd11,abhd11
aclyb,aclyb
acot17,acot17
acox3,acox3
acp5b,acp5b
adam11,adam11
adam8b,adam8b
adcy2a,adcy2a
adcyap1r1a,adcyap1r1a
adcyap1r1b,adcyap1r1b
adgrd2,adgrd2
adgrl1a,adgrl1a
adkb,adkb
aftpha,aftpha
agap3,agap3
aig1,aig1
akap12a,akap12a
ankrd1b,ankrd1b
ankrd33ab,ankrd33ab
ankrd52a,ankrd52a
ankrd9,ankrd9
anks1aa,anks1aa
ano5a,ano5a
anpepa,anpepa
antxr1b,antxr1b
anxa2b,anxa2b
arf3a,arf3a
arhgef10,arhgef10
arhgef9a,arhgef9a
arnt,arnt
arrb1,arrb1
asb13a.1,asb13a.1
asic4a,asic4a
asxl2,asxl2
atad3,atad3
atl1,atl1
atoh1c,atoh1c
atp6ap1la,atp6ap1la
atp6ap1lb,atp6ap1lb
atp8b3,atp8b3
atrnl1a,atrnl1a
atxn1a,atxn1a
atxn1l,atxn1l
azi2,azi2
b3glctb,b3glctb
b4galt1,b4galt1
b4galt3,b4galt3
baalcb,baalcb
bace2,bace2
bach1a,bach1a
bco2a,bco2a
bco2l,bco2l
bean1,bean1
bmp3,bmp3
bmper,bmper
brcc3,brcc3
bspry,bspry
btbd3a,btbd3a
btbd7,btbd7
btr09,btr09
buc,buc
c16h2orf66,c16h2orf66
c1qtnf4,c1qtnf4
c2cd4a,c2cd4a
c7a,c7a
c8g,c8g
ca4c,ca4c
cacna1i,cacna1i
cacna1sa,cacna1sa
cacng2b,cacng2b
cacng4b,cacng4b
cadm1a,cadm1a
cadm1b,cadm1b
caln2,caln2
camkk1b,camkk1b
camkva,camkva
camkvb,camkvb
casd1,casd1
casp6,casp6
casp6l1,casp6l1
cavin1b,cavin1b
ccdc105,ccdc105
ccl19a.2,ccl19a.2
ccl38a.4,ccl38a.4
ccl44,ccl44
ccsapa,ccsapa
cd74a,cd74a
cdh16,cdh16
cdh23,cdh23
cdk20,cdk20
cel.2,cel.2
cep104,cep104
cfap161,cfap161
chgb,chgb
chia.2,chia.2
chrna4b,chrna4b
chst2b,chst2b
ciartb,ciartb
clcn2a,clcn2a
cldn11a,cldn11a
cldnd1b,cldnd1b
cnfn,cnfn
cngb1a,cngb1a
cnnm4b,cnnm4b
cntn5,cntn5
col18a1b,col18a1b
comtd1,comtd1
cpa4,cpa4
cpeb3,cpeb3
cracr2ab,cracr2ab
creb5a,creb5a
crfb12,crfb12
crx,crx
cryba2a,cryba2a
cthl,cthl
cx30.9,cx30.9
cyp1c2,cyp1c2
cyp3a65,cyp3a65
dand5,dand5
ddhd2,ddhd2
ddr2l,ddr2l
dicp2.1,dicp2.1
dicp3.3,dicp3.3
dip2a,dip2a
dip2cb,dip2cb
dnah11,dnah11
dok7,dok7
dpp4,dpp4
dpyda.1,dpyda.1
dre-mir-126b,dre-mir-126b
dre-mir-221,dre-mir-221
dre-mir-429b,dre-mir-429b
dtna,dtna
dvl3b,dvl3b
dync1i2b,dync1i2b
ecel1,ecel1
ednrba,ednrba
efr3ba,efr3ba
emilin2a,emilin2a
epsti1,epsti1
erbb3a,erbb3a
esyt1a,esyt1a
esyt3,esyt3
etnppl,etnppl
exoc3l2b,exoc3l2b
fam102bb,fam102bb
fam117bb,fam117bb
fam222a,fam222a
fam69b,fam69b
fam78ab,fam78ab
fbxo28,fbxo28
fbxw10,fbxw10
fcer1g,fcer1g
fgf23,fgf23
fhl2b,fhl2b
foxl2a,foxl2a
foxo6b,foxo6b
fscn2a,fscn2a
fshr,fshr
ftr90,ftr90
gab2,gab2
gad1b,gad1b
gal3st2,gal3st2
galnt18a,galnt18a
gba3,gba3
gck,gck
gdap1,gdap1
gipc1,gipc1
glcea,glcea
glis1a,glis1a
glis3,glis3
glra4b,glra4b
glrba,glrba
glt8d2,glt8d2
gmpr,gmpr
gna15.1,gna15.1
gpr156,gpr156
gpr176,gpr176
gpr22b,gpr22b
gpr55a,gpr55a
gramd1ba,gramd1ba
grin3ba,grin3ba
grm1a,grm1a
grm8a,grm8a
guca1e,guca1e
hao2,hao2
havcr2,havcr2
helq,helq
hhla2b.2,hhla2b.2
hic1,hic1
hist1h2a1,hist1h2a1
hkdc1,hkdc1
hrh3,hrh3
hs2st1b,hs2st1b
hsc70,hsc70
hspa4l,hspa4l
htr7c,htr7c
iffo2b,iffo2b
igfbp5a,igfbp5a
il12a,il12a
il15l,il15l
il21r.1,il21r.1
il2rgb,il2rgb
im:7142702,im7142702
inaa,inaa
ino80da,ino80da
inpp4ab,inpp4ab
inpp4b,inpp4b
insig2,insig2
irak1,irak1
irf1a,irf1a
itgam,itgam
jdp2a,jdp2a
kank4,kank4
kbtbd12,kbtbd12
kcnab1a,kcnab1a
kcnab2b,kcnab2b
kcnd1,kcnd1
kcnh3,kcnh3
kcnj1a.2,kcnj1a.2
kctd3,kctd3
kif1c,kif1c
kif3cb,kif3cb
klhdc2,klhdc2
klhdc3,klhdc3
klhl36,klhl36
ksr1a,ksr1a
kynu,kynu
lamb2,lamb2
lenep,lenep
lepa,lepa
lhpp,lhpp
lhx6,lhx6
lim2.3,lim2.3
lipeb,lipeb
loxa,loxa
lrit3a,lrit3a
lrp1bb,lrp1bb
lrrc29,lrrc29
lrrc9,lrrc9
ltb4r2a,ltb4r2a
lzts2b,lzts2b
mansc1,mansc1
map6b,map6b
mapk10,mapk10
mb21d1,mb21d1
mcf2la,mcf2la
mchr1b,mchr1b
mdm1,mdm1
mettl8,mettl8
mfsd6l,mfsd6l
mhc1zja,mhc1zja
micu3b,micu3b
mindy4b,mindy4b
mipb,mipb
mlphb,mlphb
mmp24,mmp24
mogat3a,mogat3a
mogat3b,mogat3b
mon1ba,mon1ba
mpp3b,mpp3b
ms4a17a.12,ms4a17a.12
ms4a17a.2,ms4a17a.2
ms4a17a.4,ms4a17a.4
mslna,mslna
mtnr1ab,mtnr1ab
mtrf1,mtrf1
mxa,mxa
mxra5b,mxra5b
mxra8a,mxra8a
mybpc2a,mybpc2a
myoz1a,myoz1a
myoz3a,myoz3a
myrip,myrip
nab1b,nab1b
nadka,nadka
napgb,napgb
ncam3,ncam3
ndst2b,ndst2b
ndufa4l2a,ndufa4l2a
neu3.3,neu3.3
neurl1ab,neurl1ab
neurod6b,neurod6b
nfatc3b,nfatc3b
nid2b,nid2b
nkx3.3,nkx3.3
nmba,nmba
nmrk1,nmrk1
notum1a,notum1a
notum2,notum2
nphs1,nphs1
npr1b,npr1b
nptx1l,nptx1l
nptx2a,nptx2a
nt5e,nt5e
ntn4,ntn4
nwd2,nwd2
nxpe3,nxpe3
nyx,nyx
oafb,oafb
oat,oat
obscnb,obscnb
olfm3a,olfm3a
opn4.1,opn4.1
opn6b,opn6b
otogl,otogl
p4htm,p4htm
pabpc1l,pabpc1l
palmdb,palmdb
panx1b,panx1b
paqr8,paqr8
parp12a,parp12a
pax4,pax4
pcdh1g11,pcdh1g11
pcdh1g18,pcdh1g18
pcdh2ab9,pcdh2ab9
pcif1,pcif1
pcyox1,pcyox1
pde11a,pde11a
pde6a,pde6a
pdyn,pdyn
pdzd3a,pdzd3a
phf19,phf19
phf24,phf24
phyhipla,phyhipla
pimr208,pimr208
pkd2,pkd2
pkn3,pkn3
plbd1,plbd1
plcd4b,plcd4b
plcxd1,plcxd1
plekhd1,plekhd1
pls1,pls1
pnocb,pnocb
pnp6,pnp6
ppef1,ppef1
ppfia2,ppfia2
ppm1db,ppm1db
ppm1f,ppm1f
ppm1lb,ppm1lb
ppp2r5ca,ppp2r5ca
prg4a,prg4a
prkar1b,prkar1b
prkd1,prkd1
prnpa,prnpa
prom2,prom2
prph,prph
prr15lb,prr15lb
prr5a,prr5a
prtga,prtga
prune,prune
pth1a,pth1a
ptprdb,ptprdb
pttg1ipa,pttg1ipa
pvalb9,pvalb9
pxylp1,pxylp1
qrfpr4,qrfpr4
rab27a,rab27a
rad21b,rad21b
rapgefl1,rapgefl1
rasl12,rasl12
rbm24b,rbm24b
rbm45,rbm45
rbpms,rbpms
rbsn,rbsn
rcor3,rcor3
rcvrnb,rcvrnb
rem1,rem1
retsatl,retsatl
rflna,rflna
rfx1a,rfx1a
rfxank,rfxank
rgs16,rgs16
rgs18,rgs18
rgs9b,rgs9b
rhcgl1,rhcgl1
rhd,rhd
rit1,rit1
rlbp1a,rlbp1a
rmdn2,rmdn2
rnf144aa,rnf144aa
rnf213b,rnf213b
rpe65c,rpe65c
rtn2a,rtn2a
rtn4rl2b,rtn4rl2b
runx1,runx1
s100s,s100s
samd10a,samd10a
samd7,samd7
sec14l7,sec14l7
selenoo2,selenoo2
sema3ab,sema3ab
sema3ga,sema3ga
sema4c,sema4c
sema6ba,sema6ba
sfrp1b,sfrp1b
sgk494a,sgk494a
sh2d3ca,sh2d3ca
shank3b,shank3b
si:cabz01076231.1,sicabz01076231.1
si:ch1073-104i17.1,sich1073104i17.1
si:ch1073-363c19.3,sich1073363c19.3
si:ch1073-376c22.1,sich1073376c22.1
si:ch1073-441p17.1,sich1073441p17.1
si:ch211-103a14.5,sich211103a14.5
si:ch211-106a19.1,sich211106a19.1
si:ch211-106h4.6,sich211106h4.6
si:ch211-112f3.4,sich211112f3.4
si:ch211-117l17.5,sich211117l17.5
si:ch211-130h14.6,sich211130h14.6
si:ch211-132b12.1,sich211132b12.1
si:ch211-132b12.8,sich211132b12.8
si:ch211-137a8.2,sich211137a8.2
si:ch211-147k10.5,sich211147k10.5
si:ch211-150i13.1,sich211150i13.1
si:ch211-150j10.4,sich211150j10.4
si:ch211-151p13.8,sich211151p13.8
si:ch211-153l6.6,sich211153l6.6
si:ch211-156l18.8,sich211156l18.8
si:ch211-168d1.3,sich211168d1.3
si:ch211-174j14.2,sich211174j14.2
si:ch211-181d7.3,sich211181d7.3
si:ch211-186j3.6,sich211186j3.6
si:ch211-188f17.1,sich211188f17.1
si:ch211-189a15.5,sich211189a15.5
si:ch211-191a16.2,sich211191a16.2
si:ch211-194c3.5,sich211194c3.5
si:ch211-194p6.7,sich211194p6.7
si:ch211-195m9.3,sich211195m9.3
si:ch211-196h16.12,sich211196h16.12
si:ch211-196h24.1,sich211196h24.1
si:ch211-197k17.3,sich211197k17.3
si:ch211-207n23.2,sich211207n23.2
si:ch211-208k15.1,sich211208k15.1
si:ch211-209f23.3,sich211209f23.3
si:ch211-209f23.7,sich211209f23.7
si:ch211-210b2.3,sich211210b2.3
si:ch211-210b2.4,sich211210b2.4
si:ch211-216p19.6,sich211216p19.6
si:ch211-217k17.10,sich211217k17.10
si:ch211-217k17.8,sich211217k17.8
si:ch211-222n4.2,sich211222n4.2
si:ch211-223a10.1,sich211223a10.1
si:ch211-232d19.4,sich211232d19.4
si:ch211-235p24.2,sich211235p24.2
si:ch211-236l14.4,sich211236l14.4
si:ch211-236p5.3,sich211236p5.3
si:ch211-237c6.4,sich211237c6.4
si:ch211-241b2.4,sich211241b2.4
si:ch211-250g4.3,sich211250g4.3
si:ch211-254p10.2,sich211254p10.2
si:ch211-263m18.4,sich211263m18.4
si:ch211-264e16.2,sich211264e16.2
si:ch211-26b3.2,sich21126b3.2
si:ch211-274p24.2,sich211274p24.2
si:ch211-57b15.1,sich21157b15.1
si:ch211-57b15.2,sich21157b15.2
si:ch211-57f7.7,sich21157f7.7
si:ch211-57i17.1,sich21157i17.1
si:ch211-57n23.4,sich21157n23.4
si:ch211-59d8.3,sich21159d8.3
si:ch211-62a1.4,sich21162a1.4
si:ch211-63p21.8,sich21163p21.8
si:ch211-76l23.7,sich21176l23.7
si:ch211-93g23.2,sich21193g23.2
si:ch73-111k22.3,sich73111k22.3
si:ch73-14h1.2,sich7314h1.2
si:ch73-174h16.5,sich73174h16.5
si:ch73-197b13.1,sich73197b13.1
si:ch73-199e17.1,sich73199e17.1
si:ch73-206p6.1,sich73206p6.1
si:ch73-233k15.2,sich73233k15.2
si:ch73-250a16.5,sich73250a16.5
si:ch73-281k2.5,sich73281k2.5
si:ch73-289h5.4,sich73289h5.4
si:ch73-330k17.3,sich73330k17.3
si:ch73-335m24.5,sich73335m24.5
si:ch73-343l4.6,sich73343l4.6
si:ch73-376l24.4,sich73376l24.4
si:ch73-40a17.3,sich7340a17.3
si:ch73-56d11.3,sich7356d11.3
si:ch73-72b7.1,sich7372b7.1
si:dkey-108k21.11,sidkey108k21.11
si:dkey-119m7.8,sidkey119m7.8
si:dkey-11f4.14,sidkey11f4.14
si:dkey-11n14.1,sidkey11n14.1
si:dkey-145c18.3,sidkey145c18.3
si:dkey-145c18.5,sidkey145c18.5
si:dkey-152b24.7,sidkey152b24.7
si:dkey-156j15.1,sidkey156j15.1
si:dkey-161j23.7,sidkey161j23.7
si:dkey-165o8.2,sidkey165o8.2
si:dkey-175g6.2,sidkey175g6.2
si:dkey-182g1.10,sidkey182g1.10
si:dkey-183c6.9,sidkey183c6.9
si:dkey-183i3.5,sidkey183i3.5
si:dkey-183n20.15,sidkey183n20.15
si:dkey-188g12.1,sidkey188g12.1
si:dkey-190j3.4,sidkey190j3.4
si:dkey-192l18.9,sidkey192l18.9
si:dkey-199m13.7,sidkey199m13.7
si:dkey-19a16.1,sidkey19a16.1
si:dkey-20i20.4,sidkey20i20.4
si:dkey-20i20.8,sidkey20i20.8
si:dkey-211i20.2,sidkey211i20.2
si:dkey-21h14.9,sidkey21h14.9
si:dkey-222p3.1,sidkey222p3.1
si:dkey-229d2.7,sidkey229d2.7
si:dkey-237j11.3,sidkey237j11.3
si:dkey-238o14.1,sidkey238o14.1
si:dkey-23c22.7,sidkey23c22.7
si:dkey-241l7.2,sidkey241l7.2
si:dkey-241l7.3,sidkey241l7.3
si:dkey-246j6.3,sidkey246j6.3
si:dkey-249d8.1,sidkey249d8.1
si:dkey-251i10.1,sidkey251i10.1
si:dkey-261j4.5,sidkey261j4.5
si:dkey-263j23.1,sidkey263j23.1
si:dkey-276j7.2,sidkey276j7.2
si:dkey-27j5.3,sidkey27j5.3
si:dkey-285b23.4,sidkey285b23.4
