orig_gene,proc_gene
acot7,acot7
acot8,acot8
acot9.1,acot9.1
acot9.2,acot9.2
acox1,acox1
acox3,acox3
acoxl,acoxl
acp1,acp1
acp2,acp2
acp5a,acp5a
acp5b,acp5b
acp6,acp6
acp7,acp7
acsbg1,acsbg1
acsbg2,acsbg2
acsf2,acsf2
ACSF3,ACSF3
acsl1a,acsl1a
acsl1b,acsl1b
acsl2,acsl2
acsl3a,acsl3a
acsl3b,acsl3b
acsl4a,acsl4a
acsl4b,acsl4b
acsl5,acsl5
acsm3,acsm3
acss1,acss1
acss2,acss2
acss2l,acss2l
acss3,acss3
acta1a,acta1a
acta1b,acta1b
acta2,acta2
actb1,actb1
actb2,actb2
actc1b,actc1b
actc1c,actc1c
actl6a,actl6a
actl6b,actl6b
actn1,actn1
actn2a,actn2a
actn2b,actn2b
actn3a,actn3a
actn3b,actn3b
actn4,actn4
actr1,actr1
actr10,actr10
actr2a,actr2a
actr2b,actr2b
actr3,actr3
actr3b,actr3b
actr5,actr5
actr6,actr6
actr8,actr8
acvr1ba,acvr1ba
acvr1bb,acvr1bb
ACVR1C,ACVR1C
acvr1l,acvr1l
acvr2aa,acvr2aa
acvr2ab,acvr2ab
acvr2ba,acvr2ba
acvr2bb,acvr2bb
acvrl1,acvrl1
acy1,acy1
acy3.1,acy3.1
acy3.2,acy3.2
acyp1,acyp1
acyp2,acyp2
ada,ada
ada2a,ada2a
ada2b,ada2b
adad1,adad1
adad2,adad2
adal,adal
adam10a,adam10a
adam10b,adam10b
adam11,adam11
adam12,adam12
adam15,adam15
adam17a,adam17a
adam17b,adam17b
adam19a,adam19a
adam19b,adam19b
adam22,adam22
adam23a,adam23a
adam28,adam28
adam8a,adam8a
adam8b,adam8b
adam9,adam9
adamts1,adamts1
adamts10,adamts10
adamts12,adamts12
adamts13,adamts13
adamts14,adamts14
adamts15a,adamts15a
adamts16,adamts16
adamts17,adamts17
adamts18,adamts18
adamts2,adamts2
adamts3,adamts3
adamts5,adamts5
adamts6,adamts6
ADAMTS7,ADAMTS7
adamts8a,adamts8a
adamts9,adamts9
adamtsl2,adamtsl2
adamtsl3,adamtsl3
adamtsl5,adamtsl5
adamtsl7,adamtsl7
adap2,adap2
adar,adar
adarb1a,adarb1a
adarb1b,adarb1b
adat1,adat1
adat2,adat2
adat3,adat3
adck1,adck1
adck2,adck2
adck5,adck5
adcy1a,adcy1a
adcy1b,adcy1b
adcy2a,adcy2a
adcy2b,adcy2b
adcy3a,adcy3a
adcy3b,adcy3b
adcy5,adcy5
adcy6a,adcy6a
adcy6b,adcy6b
adcy7,adcy7
adcy8,adcy8
adcy9,adcy9
adcyap1a,adcyap1a
adcyap1b,adcyap1b
add1,add1
add2,add2
add3a,add3a
add3b,add3b
adgb,adgb
adgra2,adgra2
adgra3,adgra3
adgrb1a,adgrb1a
adgrb1b,adgrb1b
adgrb2,adgrb2
adgrb3,adgrb3
adgrd1,adgrd1
adgrd2,adgrd2
adgre10,adgre10
adgre13,adgre13
adgre14,adgre14
adgre17,adgre17
adgre5b.2,adgre5b.2
adgre5b.3,adgre5b.3
adgre8,adgre8
adgre9,adgre9
adgrf11,adgrf11
adgrf3a,adgrf3a
adgrf3b,adgrf3b
adgrf6,adgrf6
adgrf7,adgrf7
adgrf8,adgrf8
adgrg1,adgrg1
adgrg11,adgrg11
adgrg2a,adgrg2a
adgrg3,adgrg3
adgrg4a,adgrg4a
adgrg4b,adgrg4b
adgrg6,adgrg6
adgrg7.1,adgrg7.1
adgrg7.2,adgrg7.2
adgrl1.1,adgrl1.1
adgrl1a,adgrl1a
adgrl2a,adgrl2a
ADGRL3,ADGRL3
adgrl3.1,adgrl3.1
adgrl4,adgrl4
adgrv1,adgrv1
adh5,adh5
adh8a,adh8a
adh8b,adh8b
adhfe1,adhfe1
adi1,adi1
adipoqa,adipoqa
adipor1a,adipor1a
adipor1b,adipor1b
adipor2,adipor2
adka,adka
adkb,adkb
adm2b,adm2b
adma,adma
admb,admb
admp,admp
adnp2a,adnp2a
adnp2b,adnp2b
adnpa,adnpa
adnpb,adnpb
adoa,adoa
adob,adob
adora1a,adora1a
adora1b,adora1b
adora2aa,adora2aa
adora2ab,adora2ab
adora2b,adora2b
adpgk,adpgk
adpgk2,adpgk2
adprh,adprh
adprhl1,adprhl1
adprhl2,adprhl2
adprm,adprm
adra1ab,adra1ab
adra1ba,adra1ba
adra1bb,adra1bb
adra1d,adra1d
adra2a,adra2a
adra2b,adra2b
adra2c,adra2c
adra2da,adra2da
adrb1,adrb1
adrb2a,adrb2a
adrb2b,adrb2b
adrb3a,adrb3a
adrb3b,adrb3b
adrm1,adrm1
adsl,adsl
adss,adss
adssl,adssl
adssl1,adssl1
adtrp1,adtrp1
aebp1,aebp1
aebp2,aebp2
aep1,aep1
aes,aes
afap1,afap1
afap1l1a,afap1l1a
afap1l1b,afap1l1b
afap1l2,afap1l2
afdna,afdna
aff1,aff1
aff2,aff2
aff3,aff3
aff4,aff4
afg1la,afg1la
afg1lb,afg1lb
afg3l2,afg3l2
afmid,afmid
afp4,afp4
aftpha,aftpha
aftphb,aftphb
aga,aga
agap1,agap1
agap2,agap2
agap3,agap3
AGBL1,AGBL1
agbl2,agbl2
agbl4,agbl4
agbl5,agbl5
agfg1a,agfg1a
agfg1b,agfg1b
aggf1,aggf1
agk,agk
agla,agla
aglb,aglb
agmat,agmat
agmo,agmo
ago1,ago1
ago2,ago2
ago3a,ago3a
ago3b,ago3b
ago4,ago4
agpat2,agpat2
agpat3,agpat3
agpat4,agpat4
agpat5,agpat5
agpat9l,agpat9l
agps,agps
agr1,agr1
agr2,agr2
agrn,agrn
agrp,agrp
agt,agt
agtpbp1,agtpbp1
agtr1b,agtr1b
agtr2,agtr2
agtrap,agtrap
agxt2,agxt2
agxta,agxta
agxtb,agxtb
ahctf1,ahctf1
ahcy,ahcy
ahcyl1,ahcyl1
ahcyl2,ahcyl2
ahdc1,ahdc1
ahi1,ahi1
ahnak,ahnak
ahr1a,ahr1a
ahr1b,ahr1b
ahr2,ahr2
ahrra,ahrra
ahrrb,ahrrb
ahsa1a,ahsa1a
ahsa1b,ahsa1b
ahsg2,ahsg2
aicda,aicda
aida,aida
aif1l,aif1l
aifm1,aifm1
aifm2,aifm2
aifm3,aifm3
aifm4,aifm4
aifm5,aifm5
aig1,aig1
aimp1,aimp1
aimp2,aimp2
aip,aip
aipl1,aipl1
aipl2,aipl2
aire,aire
ajap1,ajap1
ajuba,ajuba
ak1,ak1
ak2,ak2
ak3,ak3
ak4,ak4
ak5,ak5
ak5l,ak5l
AK6,AK6
ak7a,ak7a
ak7b,ak7b
ak8,ak8
akap10,akap10
akap11,akap11
akap12a,akap12a
akap12b,akap12b
akap17a,akap17a
akap1a,akap1a
akap1b,akap1b
akap6,akap6
akap7,akap7
akap8l,akap8l
akap9,akap9
akip1,akip1
akirin1,akirin1
akirin2,akirin2
akna,akna
aknad1,aknad1
akr1a1b,akr1a1b
akr1b1,akr1b1
akr7a3,akr7a3
akt1,akt1
akt1s1,akt1s1
akt2,akt2
akt2l,akt2l
akt3a,akt3a
akt3b,akt3b
aktip,aktip
AL590134.1,AL590134.1
AL590146.1,AL590146.1
AL590150.1,AL590150.1
AL590151.1,AL590151.1
AL590151.2,AL590151.2
AL627126.1,AL627126.1
AL627258.1,AL627258.1
AL627305.1,AL627305.1
AL627305.3,AL627305.3
AL645691.1,AL645691.1
AL645691.2,AL645691.2
AL645792.1,AL645792.1
AL645792.2,AL645792.2
AL732488.1,AL732488.1
AL732515.1,AL732515.1
AL772146.2,AL772146.2
AL772219.1,AL772219.1
AL772241.2,AL772241.2
AL772300.1,AL772300.1
AL772314.1,AL772314.1
AL772362.1,AL772362.1
AL772373.1,AL772373.1
AL772382.1,AL772382.1
AL773558.1,AL773558.1
AL805905.1,AL805905.1
AL807792.1,AL807792.1
AL808129.1,AL808129.1
AL808129.2,AL808129.2
AL831726.1,AL831726.1
AL831726.3,AL831726.3
AL831745.1,AL831745.1
AL831745.2,AL831745.2
AL831745.3,AL831745.3
AL831768.1,AL831768.1
AL833789.1,AL833789.1
AL840638.1,AL840638.1
AL840638.2,AL840638.2
AL844141.1,AL844141.1
AL844186.1,AL844186.1
AL844192.1,AL844192.1
AL844518.1,AL844518.1
AL845295.1,AL845295.1
AL845295.2,AL845295.2
AL845320.1,AL845320.1
AL845320.2,AL845320.2
AL845324.1,AL845324.1
AL845330.1,AL845330.1
AL845357.1,AL845357.1
AL845365.1,AL845365.1
AL845419.1,AL845419.1
AL845550.1,AL845550.1
AL928650.1,AL928650.1
AL928650.2,AL928650.2
AL928650.3,AL928650.3
AL928650.4,AL928650.4
AL928657.1,AL928657.1
AL928685.1,AL928685.1
AL928685.2,AL928685.2
AL928685.4,AL928685.4
AL928707.2,AL928707.2
AL928707.3,AL928707.3
AL928714.1,AL928714.1
AL928724.1,AL928724.1
AL928808.1,AL928808.1
AL928824.1,AL928824.1
AL928835.1,AL928835.1
AL928854.1,AL928854.1
AL928875.1,AL928875.1
AL928908.2,AL928908.2
AL928908.3,AL928908.3
AL928920.2,AL928920.2
AL928920.3,AL928920.3
AL928920.4,AL928920.4
AL928927.1,AL928927.1
AL928951.1,AL928951.1
AL929009.1,AL929009.1
AL929009.2,AL929009.2
AL929017.2,AL929017.2
AL929028.1,AL929028.1
AL929032.1,AL929032.1
AL929048.1,AL929048.1
AL929105.1,AL929105.1
AL929114.1,AL929114.1
AL929171.1,AL929171.1
AL929182.1,AL929182.1
AL929192.1,AL929192.1
AL929210.1,AL929210.1
AL929210.2,AL929210.2
AL929216.1,AL929216.1
AL929217.1,AL929217.1
AL929220.1,AL929220.1
AL929222.1,AL929222.1
AL929222.2,AL929222.2
AL929237.1,AL929237.1
AL929237.3,AL929237.3
AL929243.1,AL929243.1
AL929266.1,AL929266.1
AL929276.1,AL929276.1
AL929304.1,AL929304.1
AL929307.1,AL929307.1
AL929309.1,AL929309.1
AL929315.1,AL929315.1
AL929378.1,AL929378.1
AL929396.1,AL929396.1
AL929435.1,AL929435.1
AL929453.1,AL929453.1
AL929457.1,AL929457.1
AL929493.1,AL929493.1
AL929523.1,AL929523.1
AL929536.3,AL929536.3
AL929536.5,AL929536.5
AL929536.6,AL929536.6
AL929576.1,AL929576.1
AL929586.1,AL929586.1
AL935044.1,AL935044.1
AL935044.2,AL935044.2
AL935044.3,AL935044.3
AL935044.4,AL935044.4
AL935065.1,AL935065.1
AL935115.1,AL935115.1
AL935117.1,AL935117.1
AL935126.1,AL935126.1
AL935126.2,AL935126.2
AL935144.1,AL935144.1
AL935145.2,AL935145.2
AL935153.1,AL935153.1
AL935166.1,AL935166.1
AL935174.2,AL935174.2
AL935174.5,AL935174.5
AL935183.1,AL935183.1
AL935184.2,AL935184.2
AL935186.1,AL935186.1
AL935186.2,AL935186.2
AL935186.6,AL935186.6
AL935198.2,AL935198.2
AL935199.1,AL935199.1
AL935292.1,AL935292.1
AL935294.2,AL935294.2
AL935295.1,AL935295.1
AL935295.2,AL935295.2
AL935300.2,AL935300.2
AL935300.3,AL935300.3
AL935334.1,AL935334.1
AL953841.2,AL953841.2
AL953866.1,AL953866.1
AL953875.1,AL953875.1
AL953886.1,AL953886.1
AL953886.2,AL953886.2
AL953896.1,AL953896.1
AL953907.1,AL953907.1
AL953907.2,AL953907.2
AL953910.1,AL953910.1
AL954129.1,AL954129.1
AL954134.1,AL954134.1
AL954134.2,AL954134.2
AL954138.1,AL954138.1
AL954142.1,AL954142.1
AL954142.2,AL954142.2
AL954142.3,AL954142.3
AL954145.2,AL954145.2
AL954146.1,AL954146.1
AL954149.1,AL954149.1
AL954191.1,AL954191.1
AL954317.1,AL954317.1
AL954322.2,AL954322.2
AL954322.3,AL954322.3
AL954327.1,AL954327.1
AL954666.1,AL954666.1
AL954669.1,AL954669.1
AL954672.1,AL954672.1
AL954694.1,AL954694.1
AL954694.2,AL954694.2
AL954695.2,AL954695.2
AL954695.3,AL954695.3
AL954696.1,AL954696.1
AL954696.2,AL954696.2
AL954698.1,AL954698.1
AL954698.2,AL954698.2
AL954703.1,AL954703.1
AL954741.1,AL954741.1
AL954741.2,AL954741.2
AL954831.1,AL954831.1
AL954832.1,AL954832.1
AL954861.1,AL954861.1
AL954861.2,AL954861.2
alad,alad
alas1,alas1
alas2,alas2
alcama,alcama
alcamb,alcamb
aldh16a1,aldh16a1
aldh18a1,aldh18a1
aldh1a2,aldh1a2
aldh1a3,aldh1a3
aldh1l1,aldh1l1
aldh1l2,aldh1l2
aldh2.1,aldh2.1
aldh2.2,aldh2.2
aldh3a1,aldh3a1
aldh3a2a,aldh3a2a
aldh3a2b,aldh3a2b
aldh3b1,aldh3b1
aldh3b2,aldh3b2
aldh4a1,aldh4a1
aldh5a1,aldh5a1
aldh6a1,aldh6a1
aldh7a1,aldh7a1
aldh8a1,aldh8a1
aldh9a1a.1,aldh9a1a.1
aldh9a1a.2,aldh9a1a.2
aldh9a1b,aldh9a1b
aldoaa,aldoaa
aldoab,aldoab
aldob,aldob
aldoca,aldoca
aldocb,aldocb
alg1,alg1
alg10,alg10
alg11,alg11
alg12,alg12
alg13,alg13
alg14,alg14
alg2,alg2
alg3,alg3
alg5,alg5
alg6,alg6
alg8,alg8
alg9,alg9
alk,alk
alkal1,alkal1
alkal2a,alkal2a
alkal2b,alkal2b
alkbh1,alkbh1
alkbh2,alkbh2
alkbh3,alkbh3
alkbh4,alkbh4
alkbh5,alkbh5
alkbh6,alkbh6
alkbh7,alkbh7
alkbh8,alkbh8
allc,allc
alms1,alms1
alox12,alox12
alox5a,alox5a
alox5ap,alox5ap
alox5b.1,alox5b.1
alox5b.2,alox5b.2
alox5b.3,alox5b.3
ALOXE3,ALOXE3
alp3,alp3
alpi.1,alpi.1
alpk2,alpk2
alpk3a,alpk3a
alpk3b,alpk3b
alpl,alpl
als2a,als2a
als2b,als2b
alx1,alx1
alx4a,alx4a
alx4b,alx4b
alyref,alyref
amacr,amacr
ambp,ambp
ambra1a,ambra1a
ambra1b,ambra1b
amd1,amd1
amdhd2,amdhd2
amer1,amer1
amer2,amer2
amfra,amfra
amfrb,amfrb
amh,amh
amigo1,amigo1
amigo3,amigo3
ammecr1,ammecr1
amn,amn
amn1,amn1
amot,amot
amotl2a,amotl2a
amotl2b,amotl2b
ampd1,ampd1
ampd2a,ampd2a
ampd2b,ampd2b
ampd3a,ampd3a
ampd3b,ampd3b
amph,amph
amt,amt
amy2a,amy2a
anapc1,anapc1
anapc10,anapc10
anapc11,anapc11
anapc13,anapc13
anapc15,anapc15
anapc16,anapc16
anapc2,anapc2
anapc4,anapc4
anapc5,anapc5
anapc7,anapc7
and1,and1
and2,and2
and3,and3
angel1,angel1
angel2,angel2
angpt1,angpt1
angpt2a,angpt2a
angpt2b,angpt2b
angpt4,angpt4
angptl1a,angptl1a
angptl1b,angptl1b
angptl2a,angptl2a
angptl2b,angptl2b
angptl3,angptl3
angptl4,angptl4
angptl5,angptl5
angptl6,angptl6
angptl7,angptl7
ank1a,ank1a
ank1b,ank1b
ank2a,ank2a
ank2b,ank2b
ank3a,ank3a
ank3b,ank3b
ankar,ankar
ankdd1a,ankdd1a
ankdd1b,ankdd1b
ankef1a,ankef1a
ankef1b,ankef1b
ANKFN1,ANKFN1
ankfy1,ankfy1
ankha,ankha
ankhb,ankhb
ankhd1,ankhd1
ankib1a,ankib1a
ankib1b,ankib1b
ankk1,ankk1
ankle2,ankle2
ankmy1,ankmy1
ankmy2a,ankmy2a
ankmy2b,ankmy2b
ankra2,ankra2
ankrd10a,ankrd10a
ankrd10b,ankrd10b
ankrd11,ankrd11
ankrd12,ankrd12
ankrd13a,ankrd13a
ankrd13b,ankrd13b
ankrd13c,ankrd13c
ankrd13d,ankrd13d
ankrd16,ankrd16
ankrd1a,ankrd1a
ankrd1b,ankrd1b
ankrd22,ankrd22
ankrd24,ankrd24
ankrd28b,ankrd28b
ankrd29,ankrd29
ankrd31,ankrd31
ankrd33aa,ankrd33aa
ankrd33ab,ankrd33ab
ankrd33ba,ankrd33ba
ankrd33bb,ankrd33bb
ankrd34a,ankrd34a
ankrd34bb,ankrd34bb
ankrd37,ankrd37
ankrd39,ankrd39
ankrd40,ankrd40
ankrd44,ankrd44
ankrd45,ankrd45
ankrd46a,ankrd46a
ankrd46b,ankrd46b
ankrd49,ankrd49
ANKRD50,ANKRD50
ankrd50l,ankrd50l
ankrd52a,ankrd52a
ankrd52b,ankrd52b
ankrd54,ankrd54
ankrd55,ankrd55
ankrd63,ankrd63
ANKRD66,ANKRD66
ankrd6a,ankrd6a
ankrd6b,ankrd6b
ankrd9,ankrd9
anks1aa,anks1aa
anks1ab,anks1ab
anks1b,anks1b
anks3,anks3
anks6,anks6
ankzf1,ankzf1
anln,anln
ano1,ano1
ano10a,ano10a
ano10b,ano10b
ano11,ano11
ano2,ano2
ano3,ano3
ano5a,ano5a
ano5b,ano5b
ano6,ano6
ANO7,ANO7
ano8a,ano8a
ano8b,ano8b
ano9b,ano9b
anos1a,anos1a
anos1b,anos1b
anp32a,anp32a
anp32b,anp32b
anp32e,anp32e
ANPEP,ANPEP
anpepa,anpepa
anpepb,anpepb
antxr1a,antxr1a
antxr1b,antxr1b
antxr1c,antxr1c
antxr1d,antxr1d
antxr2a,antxr2a
ANXA1,ANXA1
anxa11a,anxa11a
anxa11b,anxa11b
anxa13,anxa13
anxa13l,anxa13l
anxa1a,anxa1a
anxa1b,anxa1b
anxa1c,anxa1c
anxa2a,anxa2a
anxa2b,anxa2b
anxa3a,anxa3a
anxa3b,anxa3b
anxa4,anxa4
anxa5a,anxa5a
anxa5b,anxa5b
anxa6,anxa6
aoc2,aoc2
aox5,aox5
aox6,aox6
ap1ar,ap1ar
ap1b1,ap1b1
ap1g1,ap1g1
ap1g2,ap1g2
ap1m2,ap1m2
ap1m3,ap1m3
ap1s1,ap1s1
ap1s2,ap1s2
ap1s3a,ap1s3a
ap1s3b,ap1s3b
ap2a1,ap2a1
ap2b1,ap2b1
ap2m1a,ap2m1a
ap2m1b,ap2m1b
ap2s1,ap2s1
AP3B2,AP3B2
ap3d1,ap3d1
ap3m1,ap3m1
ap3m2,ap3m2
ap3s2,ap3s2
ap4b1,ap4b1
ap4e1,ap4e1
ap4m1,ap4m1
ap4s1,ap4s1
ap5b1,ap5b1
ap5m1,ap5m1
ap5s1,ap5s1
ap5z1,ap5z1
apaf1,apaf1
apba1a,apba1a
apba1b,apba1b
apba2a,apba2a
apba2b,apba2b
APBA3,APBA3
apbb1,apbb1
apbb1ip,apbb1ip
apbb2b,apbb2b
apbb3,apbb3
apc,apc
apc2,apc2
apcdd1l,apcdd1l
apeh,apeh
apela,apela
apex1,apex1
apex2,apex2
aph1b,aph1b
api5,api5
apip,apip
apln,apln
aplnr2,aplnr2
aplnra,aplnra
aplnrb,aplnrb
aplp1,aplp1
aplp2,aplp2
apmap,apmap
apnl,apnl
apoa1a,apoa1a
apoa1b,apoa1b
apoa2,apoa2
apoa4a,apoa4a
apoa4b.1,apoa4b.1
apoa4b.2,apoa4b.2
apoba,apoba
apobb.1,apobb.1
apobb.2,apobb.2
apobec2a,apobec2a
apobec2b,apobec2b
apoc1,apoc1
apoc2,apoc2
apoda.1,apoda.1
apoda.2,apoda.2
apodb,apodb
apoea,apoea
apoeb,apoeb
apof,apof
apol1,apol1
apom,apom
apooa,apooa
apoob,apoob
apool,apool
apopt1,apopt1
appa,appa
appb,appb
appbp2,appbp2
appl1,appl1
aprt,aprt
aptx,aptx
aqp10a,aqp10a
aqp10b,aqp10b
aqp11,aqp11
aqp12,aqp12
aqp1a.1,aqp1a.1
aqp1a.2,aqp1a.2
aqp3a,aqp3a
aqp4,aqp4
aqp7,aqp7
aqp8a.1,aqp8a.1
aqp8a.2,aqp8a.2
aqp8b,aqp8b
aqp9b,aqp9b
aqr,aqr
ar,ar
araf,araf
arap1,arap1
arap1a,arap1a
arap3,arap3
arcn1a,arcn1a
arcn1b,arcn1b
areg,areg
AREL1,AREL1
arf1,arf1
arf2a,arf2a
arf2b,arf2b
arf3a,arf3a
arf3b,arf3b
arf4a,arf4a
arf4b,arf4b
arf5,arf5
arf6a,arf6a
arf6b,arf6b
arfgap1,arfgap1
arfgap2,arfgap2
arfgap3,arfgap3
arfgef2,arfgef2
arfgef3,arfgef3
arfip1,arfip1
arfip2a,arfip2a
arfip2b,arfip2b
arfrp1,arfrp1
arg1,arg1
arg2,arg2
arglu1a,arglu1a
arglu1b,arglu1b
arhgap1,arhgap1
arhgap11a,arhgap11a
arhgap12a,arhgap12a
arhgap12b,arhgap12b
arhgap15,arhgap15
arhgap17a,arhgap17a
arhgap17b,arhgap17b
arhgap18,arhgap18
arhgap19,arhgap19
arhgap20,arhgap20
arhgap20b,arhgap20b
arhgap21a,arhgap21a
arhgap21b,arhgap21b
arhgap22,arhgap22
arhgap23a,arhgap23a
arhgap23b,arhgap23b
arhgap24,arhgap24
arhgap25,arhgap25
arhgap27,arhgap27
arhgap28,arhgap28
arhgap29a,arhgap29a
arhgap29b,arhgap29b
arhgap31,arhgap31
arhgap32a,arhgap32a
arhgap32b,arhgap32b
arhgap33,arhgap33
arhgap35a,arhgap35a
arhgap35b,arhgap35b
arhgap36,arhgap36
arhgap39,arhgap39
arhgap42a,arhgap42a
arhgap42b,arhgap42b
arhgap44,arhgap44
arhgap4a,arhgap4a
arhgap4b,arhgap4b
arhgap5,arhgap5
ARHGAP6,ARHGAP6
arhgdia,arhgdia
arhgdig,arhgdig
arhgef10,arhgef10
arhgef10lb,arhgef10lb
arhgef11,arhgef11
arhgef12a,arhgef12a
arhgef12b,arhgef12b
arhgef15,arhgef15
arhgef16,arhgef16
ARHGEF17,ARHGEF17
arhgef18a,arhgef18a
arhgef18b,arhgef18b
arhgef19,arhgef19
arhgef1a,arhgef1a
arhgef1b,arhgef1b
arhgef2,arhgef2
arhgef25b,arhgef25b
arhgef28,arhgef28
arhgef3,arhgef3
arhgef33,arhgef33
arhgef37,arhgef37
arhgef38,arhgef38
arhgef39,arhgef39
arhgef3l,arhgef3l
arhgef4,arhgef4
arhgef40,arhgef40
arhgef5,arhgef5
arhgef6,arhgef6
arhgef7a,arhgef7a
arhgef7b,arhgef7b
arhgef9a,arhgef9a
arhgef9b,arhgef9b
arid1aa,arid1aa
arid1ab,arid1ab
arid1b,arid1b
arid2,arid2
arid3a,arid3a
arid3b,arid3b
arid3c,arid3c
arid4a,arid4a
arid5a,arid5a
arid5b,arid5b
arid6,arid6
arih1,arih1
arih1l,arih1l
arih2,arih2
arl1,arl1
arl11,arl11
arl13a,arl13a
arl13b,arl13b
arl14,arl14
arl14ep,arl14ep
arl15a,arl15a
arl15b,arl15b
arl16,arl16
arl2,arl2
arl2bp,arl2bp
arl3,arl3
arl3l1,arl3l1
arl3l2,arl3l2
arl4aa,arl4aa
arl4ab,arl4ab
arl4ca,arl4ca
arl4cb,arl4cb
arl4d,arl4d
arl5a,arl5a
arl5c,arl5c
arl6,arl6
arl6ip1,arl6ip1
arl6ip4,arl6ip4
arl6ip5a,arl6ip5a
arl6ip5b,arl6ip5b
arl6ip6,arl6ip6
arl8,arl8
arl8a,arl8a
arl8ba,arl8ba
arl8bb,arl8bb
arl9,arl9
armc1,armc1
armc10,armc10
armc1l,armc1l
armc2,armc2
armc3,armc3
armc4,armc4
armc5,armc5
ARMC6,ARMC6
armc7,armc7
armc8,armc8
armc9,armc9
armh1,armh1
armh3,armh3
armt1,armt1
arnt,arnt
arnt2,arnt2
arntl1a,arntl1a
arntl1b,arntl1b
arntl2,arntl2
arpc1a,arpc1a
arpc1b,arpc1b
arpc2,arpc2
arpc3,arpc3
arpc4,arpc4
arpc4l,arpc4l
arpc5a,arpc5a
arpc5b,arpc5b
arpc5la,arpc5la
arpc5lb,arpc5lb
arpin,arpin
arpp19a,arpp19a
arpp19b,arpp19b
arpp21,arpp21
arr3a,arr3a
arr3b,arr3b
arrb1,arrb1
arrb2a,arrb2a
arrb2b,arrb2b
arrdc1a,arrdc1a
arrdc1b,arrdc1b
arrdc2,arrdc2
arrdc3a,arrdc3a
arrdc3b,arrdc3b
arsa,arsa
ARSB,ARSB
arsg,arsg
arsh,arsh
arsia,arsia
arsib,arsib
arsj,arsj
arsk,arsk
art4,art4
artnb,artnb
arv1,arv1
